user_id,month,type,avg_popularity
179d97494603457f,2020-04-01,track,11.272727272727273
179d97494603457f,2020-05-01,artist,31.952
179d97494603457f,2020-05-01,track,11.656
179d97494603457f,2020-06-01,artist,38.0233918128655
179d97494603457f,2020-06-01,track,14.076023391812866
179d97494603457f,2020-07-01,artist,44.74452554744526
179d97494603457f,2020-07-01,track,22.384057971014492
179d97494603457f,2020-08-01,artist,45.32934131736527
179d97494603457f,2020-08-01,track,20.191616766467067
179d97494603457f,2020-09-01,artist,41.49242424242424
179d97494603457f,2020-09-01,track,18.356060606060606
179d97494603457f,2020-10-01,artist,39.92929292929293
179d97494603457f,2020-10-01,track,16.494949494949495
179d97494603457f,2020-11-01,artist,31.551470588235293
179d97494603457f,2020-11-01,track,10.264705882352942
179d97494603457f,2020-12-01,artist,47.60204081632653
179d97494603457f,2020-12-01,track,25.928571428571427
179d97494603457f,2021-01-01,artist,27.793650793650794
179d97494603457f,2021-01-01,track,9.285714285714286
179d97494603457f,2021-02-01,artist,30.507246376811594
179d97494603457f,2021-02-01,track,5.543478260869565
179d97494603457f,2021-03-01,artist,31.23931623931624
179d97494603457f,2021-03-01,track,14.247863247863247
179d97494603457f,2021-04-01,artist,39.83
179d97494603457f,2021-04-01,track,18.39
179d97494603457f,2021-05-01,artist,29.21153846153846
179d97494603457f,2021-05-01,track,14.75
179d97494603457f,2021-06-01,artist,49.1139705882353
179d97494603457f,2021-06-01,track,24.856617647058822
179d97494603457f,2021-07-01,artist,49.75776397515528
179d97494603457f,2021-07-01,track,25.0
179d97494603457f,2021-08-01,artist,34.625
179d97494603457f,2021-08-01,track,17.28409090909091
179d97494603457f,2021-09-01,artist,39.94117647058823
179d97494603457f,2021-09-01,track,20.46470588235294
179d97494603457f,2021-10-01,artist,36.61176470588235
179d97494603457f,2021-10-01,track,24.358823529411765
179d97494603457f,2021-11-01,artist,38.22929936305732
179d97494603457f,2021-11-01,track,23.29936305732484
179d97494603457f,2021-12-01,artist,46.2752808988764
179d97494603457f,2021-12-01,track,26.707865168539325
179d97494603457f,2022-01-01,artist,57.39495798319328
179d97494603457f,2022-01-01,track,28.903361344537814
179d97494603457f,2022-02-01,artist,40.61392405063291
179d97494603457f,2022-02-01,track,21.754716981132077
179d97494603457f,2022-03-01,artist,44.89430894308943
179d97494603457f,2022-03-01,track,21.69918699186992
179d97494603457f,2022-04-01,artist,41.9875
179d97494603457f,2022-04-01,track,25.46875
179d97494603457f,2022-05-01,artist,36.63247863247863
179d97494603457f,2022-05-01,track,18.863829787234042
179d97494603457f,2022-06-01,artist,49.41935483870968
179d97494603457f,2022-06-01,track,23.374193548387098
179d97494603457f,2022-07-01,artist,45.516129032258064
179d97494603457f,2022-07-01,track,28.690322580645162
179d97494603457f,2022-08-01,artist,50.763888888888886
179d97494603457f,2022-08-01,track,28.49537037037037
179d97494603457f,2022-09-01,artist,40.574561403508774
179d97494603457f,2022-09-01,track,22.894736842105264
179d97494603457f,2022-10-01,artist,51.78242677824268
179d97494603457f,2022-10-01,track,29.90794979079498
179d97494603457f,2022-11-01,artist,54.55978260869565
179d97494603457f,2022-11-01,track,29.277173913043477
179d97494603457f,2022-12-01,artist,55.361111111111114
179d97494603457f,2022-12-01,track,30.055555555555557
179d97494603457f,2023-01-01,artist,46.2
179d97494603457f,2023-01-01,track,17.454545454545453
179d97494603457f,2023-02-01,artist,38.716312056737586
179d97494603457f,2023-02-01,track,23.97163120567376
179d97494603457f,2023-03-01,artist,40.66863905325444
179d97494603457f,2023-03-01,track,23.911242603550296
179d97494603457f,2023-04-01,artist,39.983193277310924
179d97494603457f,2023-04-01,track,21.0
179d97494603457f,2023-05-01,artist,42.78534031413613
179d97494603457f,2023-05-01,track,25.350785340314136
179d97494603457f,2023-06-01,artist,59.23412698412698
179d97494603457f,2023-06-01,track,42.22222222222222
179d97494603457f,2023-07-01,artist,56.10596026490066
179d97494603457f,2023-07-01,track,38.25165562913907
179d97494603457f,2023-08-01,artist,89.52720079129574
179d97494603457f,2023-08-01,track,65.16122650840752
179d97494603457f,2023-09-01,artist,83.47379454926624
179d97494603457f,2023-09-01,track,60.129979035639415
179d97494603457f,2023-10-01,artist,50.145161290322584
179d97494603457f,2023-10-01,track,32.895161290322584
179d97494603457f,2023-11-01,artist,53.28729281767956
179d97494603457f,2023-11-01,track,38.049723756906076
179d97494603457f,2023-12-01,artist,54.32748538011696
179d97494603457f,2023-12-01,track,37.994152046783626
179d97494603457f,2024-01-01,artist,50.909774436090224
179d97494603457f,2024-01-01,track,40.849624060150376
179d97494603457f,2024-02-01,artist,52.69724770642202
179d97494603457f,2024-02-01,track,43.674311926605505
179d97494603457f,2024-03-01,artist,41.34969325153374
179d97494603457f,2024-03-01,track,34.43558282208589
179d97494603457f,2024-04-01,artist,39.08791208791209
179d97494603457f,2024-04-01,track,28.17032967032967
179d97494603457f,2024-05-01,artist,37.24516129032258
179d97494603457f,2024-05-01,track,26.606451612903225
179d97494603457f,2024-06-01,artist,48.42465753424658
179d97494603457f,2024-06-01,track,40.61643835616438
179d97494603457f,2024-07-01,artist,53.994818652849744
179d97494603457f,2024-07-01,track,46.9119170984456
179d97494603457f,2024-08-01,artist,52.32710280373832
179d97494603457f,2024-08-01,track,40.73831775700935
179d97494603457f,2024-09-01,artist,46.65151515151515
179d97494603457f,2024-09-01,track,32.41353383458647
179d97494603457f,2024-10-01,artist,51.8235294117647
179d97494603457f,2024-10-01,track,43.101604278074866
179d97494603457f,2024-11-01,artist,46.2027972027972
179d97494603457f,2024-11-01,track,35.6993006993007
179d97494603457f,2024-12-01,artist,50.16111111111111
179d97494603457f,2024-12-01,track,30.255555555555556
179d97494603457f,2025-01-01,artist,54.87603305785124
179d97494603457f,2025-01-01,track,38.925619834710744
179d97494603457f,2025-02-01,artist,51.92219020172911
179d97494603457f,2025-02-01,track,37.28242074927954
179d97494603457f,2025-03-01,artist,42.24812030075188
179d97494603457f,2025-03-01,track,30.398496240601503
1e2e44dad56e626f,2019-10-01,artist,57.737451737451735
1e2e44dad56e626f,2019-10-01,track,28.574525745257453
1e2e44dad56e626f,2019-10-01 00:00:00,artist,57.737451737451735
1e2e44dad56e626f,2019-10-01 00:00:00,track,28.574525745257453
1e2e44dad56e626f,2019-11-01,artist,60.24022346368715
1e2e44dad56e626f,2019-11-01,track,37.784463894967175
1e2e44dad56e626f,2019-11-01 00:00:00,artist,60.24022346368715
1e2e44dad56e626f,2019-11-01 00:00:00,track,37.784463894967175
1e2e44dad56e626f,2019-12-01,artist,67.69905956112852
1e2e44dad56e626f,2019-12-01,track,45.80536912751678
1e2e44dad56e626f,2019-12-01 00:00:00,artist,67.69905956112852
1e2e44dad56e626f,2019-12-01 00:00:00,track,45.80536912751678
1e2e44dad56e626f,2020-01-01,artist,66.61509433962264
1e2e44dad56e626f,2020-01-01,track,48.13116883116883
1e2e44dad56e626f,2020-01-01 00:00:00,artist,66.61509433962264
1e2e44dad56e626f,2020-01-01 00:00:00,track,48.13116883116883
1e2e44dad56e626f,2020-02-01,artist,68.12916666666666
1e2e44dad56e626f,2020-02-01,track,55.28962818003914
1e2e44dad56e626f,2020-02-01 00:00:00,artist,68.12916666666666
1e2e44dad56e626f,2020-02-01 00:00:00,track,55.28962818003914
1e2e44dad56e626f,2020-03-01,artist,64.55
1e2e44dad56e626f,2020-03-01,track,40.67460317460318
1e2e44dad56e626f,2020-03-01 00:00:00,artist,64.55
1e2e44dad56e626f,2020-03-01 00:00:00,track,40.67460317460318
1e2e44dad56e626f,2020-04-01,artist,72.03846153846153
1e2e44dad56e626f,2020-04-01,track,45.32478632478632
1e2e44dad56e626f,2020-04-01 00:00:00,artist,72.03846153846153
1e2e44dad56e626f,2020-04-01 00:00:00,track,45.32478632478632
1e2e44dad56e626f,2020-05-01,artist,70.16793893129771
1e2e44dad56e626f,2020-05-01,track,40.190661478599225
1e2e44dad56e626f,2020-05-01 00:00:00,artist,70.16793893129771
1e2e44dad56e626f,2020-05-01 00:00:00,track,40.190661478599225
1e2e44dad56e626f,2020-06-01,artist,68.53053435114504
1e2e44dad56e626f,2020-06-01,track,41.17149220489978
1e2e44dad56e626f,2020-06-01 00:00:00,artist,68.53053435114504
1e2e44dad56e626f,2020-06-01 00:00:00,track,41.17149220489978
1e2e44dad56e626f,2020-07-01,artist,68.02203856749311
1e2e44dad56e626f,2020-07-01,track,46.183076923076925
1e2e44dad56e626f,2020-07-01 00:00:00,artist,68.02203856749311
1e2e44dad56e626f,2020-07-01 00:00:00,track,46.183076923076925
1e2e44dad56e626f,2020-08-01,artist,69.18050541516246
1e2e44dad56e626f,2020-08-01,track,42.974708171206224
1e2e44dad56e626f,2020-08-01 00:00:00,artist,69.18050541516246
1e2e44dad56e626f,2020-08-01 00:00:00,track,42.974708171206224
1e2e44dad56e626f,2020-09-01,artist,65.50806451612904
1e2e44dad56e626f,2020-09-01,track,48.21028037383178
1e2e44dad56e626f,2020-09-01 00:00:00,artist,65.50806451612904
1e2e44dad56e626f,2020-09-01 00:00:00,track,48.21028037383178
1e2e44dad56e626f,2020-10-01,artist,69.85865724381625
1e2e44dad56e626f,2020-10-01,track,47.80070546737213
1e2e44dad56e626f,2020-10-01 00:00:00,artist,69.85865724381625
1e2e44dad56e626f,2020-10-01 00:00:00,track,47.80070546737213
1e2e44dad56e626f,2020-11-01,artist,74.52370203160271
1e2e44dad56e626f,2020-11-01,track,50.36031927023945
1e2e44dad56e626f,2020-11-01 00:00:00,artist,74.52370203160271
1e2e44dad56e626f,2020-11-01 00:00:00,track,50.36031927023945
1e2e44dad56e626f,2020-12-01,artist,74.40604026845638
1e2e44dad56e626f,2020-12-01,track,47.75856164383562
1e2e44dad56e626f,2020-12-01 00:00:00,artist,74.40604026845638
1e2e44dad56e626f,2020-12-01 00:00:00,track,47.75856164383562
1e2e44dad56e626f,2021-01-01,artist,71.89506172839506
1e2e44dad56e626f,2021-01-01,track,44.47987616099071
1e2e44dad56e626f,2021-01-01 00:00:00,artist,71.89506172839506
1e2e44dad56e626f,2021-01-01 00:00:00,track,44.47987616099071
1e2e44dad56e626f,2021-02-01,artist,78.98326359832636
1e2e44dad56e626f,2021-02-01,track,53.02696078431372
1e2e44dad56e626f,2021-02-01 00:00:00,artist,78.98326359832636
1e2e44dad56e626f,2021-02-01 00:00:00,track,53.02696078431372
1e2e44dad56e626f,2021-03-01,artist,80.99270072992701
1e2e44dad56e626f,2021-03-01,track,54.65686274509804
1e2e44dad56e626f,2021-03-01 00:00:00,artist,80.99270072992701
1e2e44dad56e626f,2021-03-01 00:00:00,track,54.65686274509804
1e2e44dad56e626f,2021-04-01,artist,67.80421686746988
1e2e44dad56e626f,2021-04-01,track,39.81584158415841
1e2e44dad56e626f,2021-04-01 00:00:00,artist,67.80421686746988
1e2e44dad56e626f,2021-04-01 00:00:00,track,39.81584158415841
1e2e44dad56e626f,2021-05-01,artist,71.23913043478261
1e2e44dad56e626f,2021-05-01,track,41.116402116402114
1e2e44dad56e626f,2021-05-01 00:00:00,artist,71.23913043478261
1e2e44dad56e626f,2021-05-01 00:00:00,track,41.116402116402114
1e2e44dad56e626f,2021-06-01,artist,84.1025641025641
1e2e44dad56e626f,2021-06-01,track,49.506702412868634
1e2e44dad56e626f,2021-06-01 00:00:00,artist,84.1025641025641
1e2e44dad56e626f,2021-06-01 00:00:00,track,49.506702412868634
1e2e44dad56e626f,2021-07-01,artist,73.15686274509804
1e2e44dad56e626f,2021-07-01,track,33.25167785234899
1e2e44dad56e626f,2021-07-01 00:00:00,artist,73.15686274509804
1e2e44dad56e626f,2021-07-01 00:00:00,track,33.25167785234899
1e2e44dad56e626f,2021-08-01,artist,80.42105263157895
1e2e44dad56e626f,2021-08-01,track,44.37068965517241
1e2e44dad56e626f,2021-08-01 00:00:00,artist,80.42105263157895
1e2e44dad56e626f,2021-08-01 00:00:00,track,44.37068965517241
1e2e44dad56e626f,2021-09-01,artist,83.6554054054054
1e2e44dad56e626f,2021-09-01,track,47.986338797814206
1e2e44dad56e626f,2021-09-01 00:00:00,artist,83.6554054054054
1e2e44dad56e626f,2021-09-01 00:00:00,track,47.986338797814206
1e2e44dad56e626f,2021-10-01,artist,69.77157360406092
1e2e44dad56e626f,2021-10-01,track,36.7420814479638
1e2e44dad56e626f,2021-10-01 00:00:00,artist,69.77157360406092
1e2e44dad56e626f,2021-10-01 00:00:00,track,36.7420814479638
1e2e44dad56e626f,2021-11-01,artist,96.57335907335909
1e2e44dad56e626f,2021-11-01,track,68.11324376199616
1e2e44dad56e626f,2021-11-01 00:00:00,artist,96.57335907335909
1e2e44dad56e626f,2021-11-01 00:00:00,track,68.11324376199616
1e2e44dad56e626f,2021-12-01,artist,93.47130242825608
1e2e44dad56e626f,2021-12-01,track,63.29258098223615
1e2e44dad56e626f,2021-12-01 00:00:00,artist,93.47130242825608
1e2e44dad56e626f,2021-12-01 00:00:00,track,63.29258098223615
1e2e44dad56e626f,2022-01-01,artist,93.23768115942028
1e2e44dad56e626f,2022-01-01,track,67.76726342710998
1e2e44dad56e626f,2022-01-01 00:00:00,artist,93.23768115942028
1e2e44dad56e626f,2022-01-01 00:00:00,track,67.76726342710998
1e2e44dad56e626f,2022-02-01,artist,88.57307692307693
1e2e44dad56e626f,2022-02-01,track,62.883495145631066
1e2e44dad56e626f,2022-02-01 00:00:00,artist,88.57307692307693
1e2e44dad56e626f,2022-02-01 00:00:00,track,62.883495145631066
1e2e44dad56e626f,2022-03-01,artist,84.00841750841751
1e2e44dad56e626f,2022-03-01,track,59.15610510046368
1e2e44dad56e626f,2022-03-01 00:00:00,artist,84.00841750841751
1e2e44dad56e626f,2022-03-01 00:00:00,track,59.15610510046368
1e2e44dad56e626f,2022-04-01,artist,85.86390532544378
1e2e44dad56e626f,2022-04-01,track,56.493478260869566
1e2e44dad56e626f,2022-04-01 00:00:00,artist,85.86390532544378
1e2e44dad56e626f,2022-04-01 00:00:00,track,56.493478260869566
1e2e44dad56e626f,2022-05-01,artist,86.06542056074767
1e2e44dad56e626f,2022-05-01,track,62.335588633288225
1e2e44dad56e626f,2022-05-01 00:00:00,artist,86.06542056074767
1e2e44dad56e626f,2022-05-01 00:00:00,track,62.335588633288225
1e2e44dad56e626f,2022-06-01,artist,86.57585139318886
1e2e44dad56e626f,2022-06-01,track,62.52427184466019
1e2e44dad56e626f,2022-06-01 00:00:00,artist,86.57585139318886
1e2e44dad56e626f,2022-06-01 00:00:00,track,62.52427184466019
1e2e44dad56e626f,2022-07-01,artist,80.94127957931639
1e2e44dad56e626f,2022-07-01,track,59.46826222684703
1e2e44dad56e626f,2022-07-01 00:00:00,artist,80.94127957931639
1e2e44dad56e626f,2022-07-01 00:00:00,track,59.46826222684703
1e2e44dad56e626f,2022-08-01,artist,78.6256038647343
1e2e44dad56e626f,2022-08-01,track,54.59109311740891
1e2e44dad56e626f,2022-08-01 00:00:00,artist,78.6256038647343
1e2e44dad56e626f,2022-08-01 00:00:00,track,54.59109311740891
1e2e44dad56e626f,2022-09-01,artist,79.58823529411765
1e2e44dad56e626f,2022-09-01,track,55.19599427753934
1e2e44dad56e626f,2022-09-01 00:00:00,artist,79.58823529411765
1e2e44dad56e626f,2022-09-01 00:00:00,track,55.19599427753934
1e2e44dad56e626f,2022-10-01,artist,86.34126984126983
1e2e44dad56e626f,2022-10-01,track,56.31121833534379
1e2e44dad56e626f,2022-10-01 00:00:00,artist,86.34126984126983
1e2e44dad56e626f,2022-10-01 00:00:00,track,56.31121833534379
1e2e44dad56e626f,2022-11-01,artist,90.2390977443609
1e2e44dad56e626f,2022-11-01,track,56.24939467312349
1e2e44dad56e626f,2022-11-01 00:00:00,artist,90.2390977443609
1e2e44dad56e626f,2022-11-01 00:00:00,track,56.24939467312349
1e2e44dad56e626f,2022-12-01,artist,85.30081300813008
1e2e44dad56e626f,2022-12-01,track,50.90378006872852
1e2e44dad56e626f,2022-12-01 00:00:00,artist,85.30081300813008
1e2e44dad56e626f,2022-12-01 00:00:00,track,50.90378006872852
1e2e44dad56e626f,2023-01-01,artist,83.07628865979382
1e2e44dad56e626f,2023-01-01,track,54.927083333333336
1e2e44dad56e626f,2023-01-01 00:00:00,artist,83.07628865979382
1e2e44dad56e626f,2023-01-01 00:00:00,track,54.927083333333336
1e2e44dad56e626f,2023-02-01,artist,89.06896551724138
1e2e44dad56e626f,2023-02-01,track,56.59111791730475
1e2e44dad56e626f,2023-02-01 00:00:00,artist,89.06896551724138
1e2e44dad56e626f,2023-02-01 00:00:00,track,56.59111791730475
1e2e44dad56e626f,2023-03-01,artist,90.21138211382114
1e2e44dad56e626f,2023-03-01,track,49.64173228346457
1e2e44dad56e626f,2023-03-01 00:00:00,artist,90.21138211382114
1e2e44dad56e626f,2023-03-01 00:00:00,track,49.64173228346457
1e2e44dad56e626f,2023-04-01,artist,90.46778042959428
1e2e44dad56e626f,2023-04-01,track,59.24521072796935
1e2e44dad56e626f,2023-04-01 00:00:00,artist,90.46778042959428
1e2e44dad56e626f,2023-04-01 00:00:00,track,59.24521072796935
1e2e44dad56e626f,2023-05-01,artist,82.8375
1e2e44dad56e626f,2023-05-01,track,56.200652528548126
1e2e44dad56e626f,2023-05-01 00:00:00,artist,82.8375
1e2e44dad56e626f,2023-05-01 00:00:00,track,56.200652528548126
1e2e44dad56e626f,2023-06-01,artist,94.38155136268344
1e2e44dad56e626f,2023-06-01,track,52.22179974651458
1e2e44dad56e626f,2023-06-01 00:00:00,artist,94.38155136268344
1e2e44dad56e626f,2023-06-01 00:00:00,track,52.22179974651458
1e2e44dad56e626f,2023-07-01,artist,91.232741617357
1e2e44dad56e626f,2023-07-01,track,56.90358126721763
1e2e44dad56e626f,2023-07-01 00:00:00,artist,91.232741617357
1e2e44dad56e626f,2023-07-01 00:00:00,track,56.90358126721763
1e2e44dad56e626f,2023-08-01,artist,88.44250871080139
1e2e44dad56e626f,2023-08-01,track,53.94747899159664
1e2e44dad56e626f,2023-08-01 00:00:00,artist,88.44250871080139
1e2e44dad56e626f,2023-08-01 00:00:00,track,53.94747899159664
1e2e44dad56e626f,2023-09-01,artist,91.62777777777778
1e2e44dad56e626f,2023-09-01,track,59.841874084919475
1e2e44dad56e626f,2023-09-01 00:00:00,artist,91.62777777777778
1e2e44dad56e626f,2023-09-01 00:00:00,track,59.841874084919475
1e2e44dad56e626f,2023-10-01,artist,89.79777070063695
1e2e44dad56e626f,2023-10-01,track,60.40235910878113
1e2e44dad56e626f,2023-10-01 00:00:00,artist,89.79777070063695
1e2e44dad56e626f,2023-10-01 00:00:00,track,60.40235910878113
1e2e44dad56e626f,2023-11-01,artist,87.36435643564356
1e2e44dad56e626f,2023-11-01,track,59.04485049833887
1e2e44dad56e626f,2023-11-01 00:00:00,artist,87.36435643564356
1e2e44dad56e626f,2023-11-01 00:00:00,track,59.04485049833887
1e2e44dad56e626f,2023-12-01,artist,88.64363636363636
1e2e44dad56e626f,2023-12-01,track,60.662460567823345
1e2e44dad56e626f,2023-12-01 00:00:00,artist,88.64363636363636
1e2e44dad56e626f,2023-12-01 00:00:00,track,60.662460567823345
1e2e44dad56e626f,2024-01-01,artist,82.3048780487805
1e2e44dad56e626f,2024-01-01,track,59.66541353383459
1e2e44dad56e626f,2024-01-01 00:00:00,artist,82.3048780487805
1e2e44dad56e626f,2024-01-01 00:00:00,track,59.66541353383459
1e2e44dad56e626f,2024-02-01,artist,69.03734439834025
1e2e44dad56e626f,2024-02-01,track,60.46264367816092
1e2e44dad56e626f,2024-02-01 00:00:00,artist,69.03734439834025
1e2e44dad56e626f,2024-02-01 00:00:00,track,60.46264367816092
1e2e44dad56e626f,2024-03-01,artist,82.5813953488372
1e2e44dad56e626f,2024-03-01,track,58.04288499025341
1e2e44dad56e626f,2024-03-01 00:00:00,artist,82.5813953488372
1e2e44dad56e626f,2024-03-01 00:00:00,track,58.04288499025341
1e2e44dad56e626f,2024-04-01,artist,94.60123456790124
1e2e44dad56e626f,2024-04-01,track,62.04994686503719
1e2e44dad56e626f,2024-04-01 00:00:00,artist,94.60123456790124
1e2e44dad56e626f,2024-04-01 00:00:00,track,62.04994686503719
1e2e44dad56e626f,2024-05-01,artist,96.26971608832808
1e2e44dad56e626f,2024-05-01,track,67.94349540078844
1e2e44dad56e626f,2024-05-01 00:00:00,artist,96.26971608832808
1e2e44dad56e626f,2024-05-01 00:00:00,track,67.94349540078844
1e2e44dad56e626f,2024-06-01,artist,95.35966386554622
1e2e44dad56e626f,2024-06-01,track,72.89272503082614
1e2e44dad56e626f,2024-06-01 00:00:00,artist,95.35966386554622
1e2e44dad56e626f,2024-06-01 00:00:00,track,72.89272503082614
1e2e44dad56e626f,2024-07-01,artist,89.77850877192982
1e2e44dad56e626f,2024-07-01,track,70.76470588235294
1e2e44dad56e626f,2024-07-01 00:00:00,artist,89.77850877192982
1e2e44dad56e626f,2024-07-01 00:00:00,track,70.76470588235294
1e2e44dad56e626f,2024-08-01,artist,85.61538461538461
1e2e44dad56e626f,2024-08-01,track,66.76936316695353
1e2e44dad56e626f,2024-08-01 00:00:00,artist,85.61538461538461
1e2e44dad56e626f,2024-08-01 00:00:00,track,66.76936316695353
1e2e44dad56e626f,2024-09-01,artist,65.38810483870968
1e2e44dad56e626f,2024-09-01,track,58.026022304832715
1e2e44dad56e626f,2024-09-01 00:00:00,artist,65.38810483870968
1e2e44dad56e626f,2024-09-01 00:00:00,track,58.026022304832715
1e2e44dad56e626f,2024-10-01,artist,77.18021201413427
1e2e44dad56e626f,2024-10-01,track,58.06959706959707
1e2e44dad56e626f,2024-10-01 00:00:00,artist,77.18021201413427
1e2e44dad56e626f,2024-10-01 00:00:00,track,58.06959706959707
1e2e44dad56e626f,2024-11-01,artist,86.67493112947659
1e2e44dad56e626f,2024-11-01,track,67.80783582089552
1e2e44dad56e626f,2024-11-01 00:00:00,artist,86.67493112947659
1e2e44dad56e626f,2024-11-01 00:00:00,track,67.80783582089552
1e2e44dad56e626f,2024-12-01,artist,82.04069767441861
1e2e44dad56e626f,2024-12-01,track,61.41737891737892
1e2e44dad56e626f,2024-12-01 00:00:00,artist,82.04069767441861
1e2e44dad56e626f,2024-12-01 00:00:00,track,61.41737891737892
1e2e44dad56e626f,2025-01-01,artist,79.46046511627907
1e2e44dad56e626f,2025-01-01,track,60.18757921419518
1e2e44dad56e626f,2025-01-01 00:00:00,artist,79.46046511627907
1e2e44dad56e626f,2025-01-01 00:00:00,track,60.18757921419518
1e2e44dad56e626f,2025-02-01,artist,82.9090909090909
1e2e44dad56e626f,2025-02-01,track,63.05383734249714
1e2e44dad56e626f,2025-02-01 00:00:00,artist,82.9090909090909
1e2e44dad56e626f,2025-02-01 00:00:00,track,63.05383734249714
1e2e44dad56e626f,2025-03-01,artist,80.8340425531915
1e2e44dad56e626f,2025-03-01,track,63.54496402877698
1e2e44dad56e626f,2025-03-01 00:00:00,artist,80.8340425531915
1e2e44dad56e626f,2025-03-01 00:00:00,track,63.54496402877698
1e2e44dad56e626f,2025-04-01,artist,79.33009708737865
1e2e44dad56e626f,2025-04-01,track,63.80896226415094
1e2e44dad56e626f,2025-04-01 00:00:00,artist,79.33009708737865
1e2e44dad56e626f,2025-04-01 00:00:00,track,63.80896226415094
1e2e44dad56e626f,2025-05-01,artist,82.7396449704142
1e2e44dad56e626f,2025-05-01,track,64.56547619047619
1e2e44dad56e626f,2025-05-01 00:00:00,artist,82.7396449704142
1e2e44dad56e626f,2025-05-01 00:00:00,track,64.56547619047619
b5540681352e06ac,2009-07-01,artist,0.3333333333333333
b5540681352e06ac,2009-07-01,track,0.0
b5540681352e06ac,2009-07-01 00:00:00,artist,0.3333333333333333
b5540681352e06ac,2009-07-01 00:00:00,track,0.0
b5540681352e06ac,2009-08-01,artist,10.0
b5540681352e06ac,2009-08-01,track,0.0
b5540681352e06ac,2009-08-01 00:00:00,artist,10.0
b5540681352e06ac,2009-08-01 00:00:00,track,0.0
b5540681352e06ac,2009-12-01,artist,21.5
b5540681352e06ac,2009-12-01,track,0.0
b5540681352e06ac,2009-12-01 00:00:00,artist,21.5
b5540681352e06ac,2009-12-01 00:00:00,track,0.0
b5540681352e06ac,2010-02-01,artist,54.0
b5540681352e06ac,2010-02-01,track,0.0
b5540681352e06ac,2010-02-01 00:00:00,artist,54.0
b5540681352e06ac,2010-02-01 00:00:00,track,0.0
b5540681352e06ac,2010-07-01,artist,65.44444444444444
b5540681352e06ac,2010-07-01,track,24.362903225806452
b5540681352e06ac,2010-07-01 00:00:00,artist,65.44444444444444
b5540681352e06ac,2010-07-01 00:00:00,track,24.362903225806452
b5540681352e06ac,2010-08-01,artist,64.25333333333333
b5540681352e06ac,2010-08-01,track,14.143790849673202
b5540681352e06ac,2010-08-01 00:00:00,artist,64.25333333333333
b5540681352e06ac,2010-08-01 00:00:00,track,14.143790849673202
b5540681352e06ac,2010-09-01,artist,65.34782608695652
b5540681352e06ac,2010-09-01,track,14.641509433962264
b5540681352e06ac,2010-09-01 00:00:00,artist,65.34782608695652
