artist_name,artist_id,artist_popularity,artist_image,primary_genre,super_genre
Jim Cosgrove,0PXZmqJE07mJxt5QUQQc5u,22,https://i.scdn.co/image/ab6761610000e5eb108db5389a83f09b79153ce1,children's music,Novelty/Spoken Word
Jim Jensen,1mzZZuAmYl9ZyBmrI0beiJ,22,https://i.scdn.co/image/ab6761610000e5eb32cb5a697ae549c4db8ef46a,Rock,Rock
Jim O'Rourke,46urSPEzIrRVqKqciwOq2f,22,https://i.scdn.co/image/ab02ba6c5148b4ea7b7c1587cd24b1dd9e2fbeab,free jazz,Jazz
Johan Svendsen,7D8evrjQtt7dee4wqK3pva,22,https://i.scdn.co/image/ab67616d0000b27372d049d42a254d0ea1281411,chamber music,Classical/Orchestral
John Addison,0dD5t8KmNIXcf3CrrL3jK1,22,https://i.scdn.co/image/ab67616d0000b273ce958089a2b81e883ca90122,Classical,Classical/Orchestral
John Roberts,1khAA8VuCVfObL4xdfcft6,22,https://i.scdn.co/image/ab6761610000e5eb55dbf58460286e4e5ffb912a,lo-fi house,Electronic Dance Music (EDM)
John Taverner,0ZGj6vmZUz4vk80EfPLjxP,22,https://i.scdn.co/image/ab67616d0000b2738441c109f299f217c07dc439,choral,Classical/Orchestral
Jonah Taylor,0oqycKHsajVQAXB1PyGv3h,22,https://i.scdn.co/image/ab6761610000e5eb53212d8f3a9dbfe91ec76a10,,
Jonathan Dove,0sdCVT40NVs1qzsPTUbtjK,22,https://i.scdn.co/image/596d897728eb8c1ad6babbd143bd8f216d839152,choral,Classical/Orchestral
Jonnine,6s8JAb4h3UjN5r3BgRhUhQ,22,https://i.scdn.co/image/ab6761610000e5ebf3a2bb7682f5dd2268319e89,Electronic,Ambient & Experimental Electronic
Joseph Bodin de Boismortier,725cpZyftwsHTeKR2fvf0q,22,https://i.scdn.co/image/439fa65e78a0f95b55464cd99244012f02cda42e,progressive rock,Rock
Joseph Cooper,3rJMOsUpapG0VdsQCc5DX9,22,https://i.scdn.co/image/ab67616d0000b273281e21f908d00b547daa9ce6,classical piano,Classical/Orchestral
Joshua Milo,35mfohrC8ta589xwv2und2,22,https://i.scdn.co/image/ab6761610000e5eb74e390c5fb17da1bc095b4eb,jazz fusion,Jazz
Joshua Redman Elastic Band,1cwDv6bxaQDvnSy7OVagJb,22,https://i.scdn.co/image/ab67616d0000b273904fd2ce839843d56ae08eab,jazz fusion,Jazz
Josi Miller,4xII91OL7Sf5ppZ5tBtLga,22,https://i.scdn.co/image/ab6761610000e5eb3f9b5c6ca2f62ad0ddcf37ba,lo-fi beats,Hip Hop/Rap
João Pernambuco,5M2mDWIdN8ENulwh4sJct1,22,https://i.scdn.co/image/ab67616d0000b27391f89638ee0d86a400133540,Jazz,Jazz
Jupiter Breeze,5kMqqN0tglnYIi4eXGmL0A,22,https://i.scdn.co/image/ab67616d0000b27308cf2e4e2bf54351b7553f9a,,
Kaija Saariaho,35ooFrlJDRGXeuI2fL70d3,22,https://i.scdn.co/image/ab6772690000c46c15e7671a3ab8e59b4d4f9b61,Classical,Classical/Orchestral
Kathy McCarty,2JboSTLAVrvd2IWXxPU036,22,https://i.scdn.co/image/ab67616d0000b2733ff0ac872125b85ffeaccc24,Rock,Rock
Kenji,0gTS8sJlDKbTy0QMrUGPa1,22,https://i.scdn.co/image/ab6761610000e5eb14b00114460798dbebb1842d,jazz rap,Hip Hop/Rap
Kenny Knight,2fe8Hiyg6o8yMpcOqh70u5,22,https://i.scdn.co/image/ab6761610000e5eb5759c7b146ecc6f5c06178b6,Rock,Rock
Kevin Coyne,1cCexZ1KXsLcJlCogo3VsD,22,https://i.scdn.co/image/e9d6053491d597e203a69e61ce94af090efe8019,blues,Blues
Kie Katagi,0pq0iudgpVTKn2epklHHa4,22,https://i.scdn.co/image/ab6761610000e5eb7790cb1094d7c96d655d3025,jazz fusion,Jazz
Kimara Lovelace,5BJAAE65akcvUYgbrmCwdX,22,https://i.scdn.co/image/ab67616d0000b273cf1be8410179f7dfed0e4d81,Electronic,Ambient & Experimental Electronic
Know Self,6dRfu0anuU9xTPClWedHRW,22,https://i.scdn.co/image/ab6761610000e5ebc5d2cf32b592e7cd45a4a5eb,,
Kosmischer Läufer,4ZRufjj25YMXohtTIlg44B,22,https://i.scdn.co/image/ab6761610000e5ebb331c8214dfddec4bd27086a,krautrock,Rock
Kosmo Kint,5xPHGeNecDlCoEezCF2bWn,22,https://i.scdn.co/image/ab6761610000e5eb513bb9eb6f9bd0bba7d70d47,Electronic,Ambient & Experimental Electronic
Kouni Korio,6sFGOHKAcDDDpGqiYnBmkb,22,https://i.scdn.co/image/ab67616d0000b27322bd399eb7c2691072b5afea,,
Kush Jones,5ifmtTvKK5Pfk6K1b0eHZm,22,https://i.scdn.co/image/ab6761610000e5ebffc59852a5764e67f1bc0bd8,footwork,Bass Music
L'objectif,7dB5TtNG9BHNj4QCfS0SQg,22,https://i.scdn.co/image/ab6761610000e5eb39a00c05913d4db252daa642,Rock,Rock
La-Le-Lu,2FLbBFuqtJpL7BC8AngquX,22,https://i.scdn.co/image/ab67616d0000b2734eb6106c94030c2ec87e20e2,Non-Music,Novelty/Spoken Word
Lake People,6YTWss7MFcjsJRDgmtqO2l,22,https://i.scdn.co/image/ab6761610000e5eb9dc5036531e4b919341faf54,Electronic,Ambient & Experimental Electronic
Leland Whitty,2QobOeybSvyibNUGIobnlP,22,https://i.scdn.co/image/ab6761610000e5eb196de0609685e588c655b412,Jazz,Jazz
Leon Bates,0UoEMuGYplZvgcwHbAcmbR,22,https://i.scdn.co/image/ab67616d0000b273991a52dbde6c1841f4a06d8e,Classical,Classical/Orchestral
Lev Atovmyan,71IuGdRmRl7UHzLL6qSvm2,22,https://i.scdn.co/image/ab67616d0000b27327df2a4cda70296565471803,,
Lila Drew,31ce51nzy9QQQlfnkwRm9F,22,https://i.scdn.co/image/ab6761610000e5eb562d80b786b7aa87d3a8cacf,Pop,Pop
Logic Bomb,2Vy1BrWuSVKdawbtxElfiw,22,https://i.scdn.co/image/ab67616d0000b27395c0a9016a36070f3835f326,psytrance,Techno & Trance
Los Rockets,3UaqlbNBzQzIYq0K1RMScu,22,https://i.scdn.co/image/ab67616d0000b2739750f3be736b8e267b514084,Rock,Rock
Louie Martin,6V322191Co4lw7MgeQdcHu,22,https://i.scdn.co/image/ab6761610000e5eb4e67aa4f4453e30a12168ed4,jazz,Jazz
Love Noise,2BPMHUYOcVGRiaRift00tx,22,https://i.scdn.co/image/ab67616d0000b2738b388e80d6193228dd4f33bf,Rock,Rock
Luke Hess,4ggXpxD7rjHIJCpVjO9Ogs,22,https://i.scdn.co/image/f6b96b9722073c1601e92e9f4d5fb27202d1e4e0,dub techno,Techno & Trance
Lyla Lee Band,44QGQt033sUjbeecDPn791,22,https://i.scdn.co/image/ab67616d0000b273daeb1c79b1904e988b02cfd7,,
MOULD,4YKVTOc7KjZfuAfvaCHKqo,22,https://i.scdn.co/image/ab6761610000e5ebf1eec92a68f8756a0843dcd3,Rock,Rock
Ma-E,5gGn0EkjlWgn2iVhUccOVC,22,https://i.scdn.co/image/ab6761610000e5ebaad2f324546e00f2911abc01,Electronic,Ambient & Experimental Electronic
MadBliss,0COmjEzD3EK62KJ7XYjhQW,22,https://i.scdn.co/image/ab6761610000e5eb610bd781b1f504a371c30dac,,
Maelstrom,62rM1SLSmG7US6wZ4xzus5,22,https://i.scdn.co/image/ab6761610000e5ebd28f2ca975db0aa67822b7fc,ebm,Electronic Dance Music (EDM)
Manuel Cali Band,0EUayRxSuHe3rEgexVFpk6,22,https://i.scdn.co/image/ab67616d0000b27386a39109c03e94d167d23917,jazz,Jazz
Marion Brown,5OKhN5AURco1pBqba3CbnS,22,https://i.scdn.co/image/ab67616d0000b2736692633aaf8d8b1e767cc3e2,free jazz,Jazz
Martin Gabriel,5B36EEnGIbV6st4Vf5qEUy,22,https://i.scdn.co/image/ab67616d0000b27382dfd5ac83098c99245cf3b7,chamber music,Classical/Orchestral
Master Margherita,4vDI5I39lWXVVA5CH8ANJP,22,https://i.scdn.co/image/ab67616d0000b273bbbe4afa4746218effd1b97c,downtempo,Ambient & Experimental Electronic
Matan Ariel,5aWzXpvMnYhpSxKZg6c577,22,https://i.scdn.co/image/ab67616d0000b2737bcf9f55e53db182599e717f,children's music,Novelty/Spoken Word
Maurizio Morante,2IH6hJhC66QGzNLay8oH2E,22,https://i.scdn.co/image/ab67616d0000b273a19ebe626a2dc332e5c74db5,,
Mesmonium,3sbiYpD65bPLsU3wGksLOQ,22,https://i.scdn.co/image/ab6761610000e5eb82c1a3f4f3e9f03dbc4e1a96,,
Mestizo Beat,15Jjcp8FbI1GWwMxb5xkns,22,https://i.scdn.co/image/ab6761610000e5eb27b6553ad7d79c2575533731,jazz funk,Jazz
Michoel Pruzansky,5l6BFjj8wHwirWnn63UwEh,22,https://i.scdn.co/image/ab67616d0000b2733fe068e7fba590ea01275ecd,,
Mike & Rich,6J3zaNqIk0fXXFhpbLDg0H,22,https://i.scdn.co/image/ab67616d0000b27329201507e03fe6b2bef3b3a1,idm,Ambient & Experimental Electronic
Millie Manders and the Shutup,2GcFuBRnCRHhOFW4ejfcRg,22,https://i.scdn.co/image/ab6761610000e5ebced5979ed3177b83c1d6b048,ska punk,Punk/Hardcore
Mily Balakirev,2V5Fnwup32wFPAtMi2vmXq,22,https://i.scdn.co/image/977ed99b2158bf80650c017c1d63c34e8b75b21e,Classical,Classical/Orchestral
Minja Nielsen,3jlEJrMzCUENPaNM3IZsBo,22,https://i.scdn.co/image/ab67616d0000b273c666fb92f39fc8f6bd428c07,,
Mladen Tomic,2xPL0AoIt8vBFrog4MIp0L,22,https://i.scdn.co/image/ab6761610000e5eb5dfeece7c4e3d20ee652c829,minimal techno,Techno & Trance
Modern Aquatic,3NH6G625odjefc6B8x21ol,22,https://i.scdn.co/image/ab6761610000e5eb705e6e064874f237ff81e32e,Rock,Rock
Molotov Jukebox,4lVL5YCP0V5po055LJcJaD,22,https://i.scdn.co/image/ab6761610000e5eb4513e6a1ad25e53203e5f12b,electro swing,Electronic Dance Music (EDM)
Motherlode,24uSD486ywQ4VJ2OMDXv8y,22,https://i.scdn.co/image/ab67616d0000b2735d612c52047b3d5bfda206da,Rock,Rock
Mr Pillow,3V7GUrlrlXrhNa35wzdqUx,22,https://i.scdn.co/image/ab67616d0000b2731371adfaeb42fb86f4193602,,
Mrs Mills,1CfNMyL1MsEfjhdncy0O6i,22,https://i.scdn.co/image/ab67616d0000b273b82a545e38a90251d38193e0,ragtime,Jazz
NOVUL,76Fb7JUGndMfrfLCX697Gs,22,https://i.scdn.co/image/ab6761610000e5eb1a1a761d28003c7b40f5dd99,,
Ndoni,5CIefATUW9oUwXL9FaOIIZ,22,https://i.scdn.co/image/ab67616d0000b273f0f6f98b3072177f67331c37,private school piano,Pop
Nick Lucas,0QMxshFmGwF4vcedM4pHEw,22,https://i.scdn.co/image/ab67616d0000b27309027e6bc46dacfd3f58ecef,ragtime,Jazz
Nina Nastasia,1llUGXhBESnmaCxpBV4zwe,22,https://i.scdn.co/image/ab6761610000e5eb54a7025bb687d062826510de,slowcore,Alternative/Indie
Nino Nardini,48pg9FROggMJw7RkrJykRS,22,https://i.scdn.co/image/ab67616d0000b273dbd6f8b3382931f19120b11f,exotica,New Age/Meditation
Ninos Du Brasil,2ALx5yXpSTe5aPEF2vLeGa,22,https://i.scdn.co/image/ab6761610000e5ebfe874917a47d1f23eed69b68,Electronic,Ambient & Experimental Electronic
No Moon,0nfZWqBgezQiLDMwWUXaIV,22,https://i.scdn.co/image/ab6761610000e5eb446ade7b8900d8a62d7f192e,breakbeat,Garage & Breaks
No Trend,3GsqwUFuAzaspnj7uqgmM6,22,https://i.scdn.co/image/0c9bd605d1e902ebc2a0ac948477468290c4587c,noise rock,Alternative/Indie
Nobody's Angel,0Mc27Ij9oeRlpihBxaBzGB,22,https://i.scdn.co/image/acdee9b4af2e73e93144c69dfed59eeb1df864c0,bubblegum pop,Pop
Nobukazu Takemura,1iXLUp5POcP8TLvg3p2ze9,22,https://i.scdn.co/image/ab67616d0000b273c2d20c6c546ff9a5fe04b8ee,shibuya-kei,Pop
Nonkeen,4164ldqgBP6uc3FuA1gA4b,22,https://i.scdn.co/image/0ed7e3316f8953d8e48650b72fee7470c879f334,Electronic,Ambient & Experimental Electronic
NuBirth,74sS9PHuqYxHllQL8noO0G,22,https://i.scdn.co/image/ab67616d0000b27302bf6cad01ff85b0966dbc9a,uk garage,Garage & Breaks
Ole Biege,6rURO7jVfdUyoUhbqtRLwQ,22,https://i.scdn.co/image/ab6761610000e5ebca2a840b25d964771f56736d,Electronic,Ambient & Experimental Electronic
Olswel,5aFfTz3PUiklCHbgz2Aylb,22,https://i.scdn.co/image/ab6761610000e5eb3d092b0689f4d8b3214736fd,,
Optometry,7jrtCX0BKSn54uZA2bRYB0,22,https://i.scdn.co/image/ab6761610000e5eb05e9dd628dc616c5e9c41a97,Electronic,Ambient & Experimental Electronic
Outrun The Sunlight,4atkTeLJndPtLrqnn7aIkO,22,https://i.scdn.co/image/ab6761610000e5eb4774a8a6947dc19f4af32e3c,djent,Metal
Pan!c Pop,21uJsPphVSijRnXWy3eIxL,22,https://i.scdn.co/image/ab6761610000e5ebc10bc4bce3eb642ee8a95768,vaporwave,Ambient & Experimental Electronic
Parson Jones,0x7rqFHFpWOBpYVJ1URgSC,22,https://i.scdn.co/image/ab6761610000e5ebde7783412afef7a7a899b410,Hip Hop,Hip Hop/Rap
Patrick Karneigh Junior,5ZEhbWvPpiJVcm0L97MqgJ,22,https://i.scdn.co/image/ab67616d0000b273bdb7614da4bddd2dc3e7857c,Hip Hop,Hip Hop/Rap
Pauline Viardot,2CbDZ4o7nQPSW6agG93tqr,22,https://i.scdn.co/image/ab67616d0000b273c5489dea168673a85d5f8e7b,Classical,Classical/Orchestral
Peter Herbolzheimer Orchestra,0bcyoeQuTt9R8vQPxPFfJC,22,https://i.scdn.co/image/ab67616d0000b2738bea983c85e90b7c41c358d8,big band,Jazz
Petter Bergander Trio,5eWoy0qvKyobodZPFQVDW2,22,https://i.scdn.co/image/ab6761610000e5eb8a186f1c6a25960bc3883529,jazz,Jazz
Phara,7oiX1EOvJR6HJsY5GBcokA,22,https://i.scdn.co/image/ab6761610000e5eb289bda56313ee676dc58757e,techno,Techno & Trance
Pierre Daven-Keller,06peo46WBZ3jNymg7Ijvlc,22,https://i.scdn.co/image/ab6761610000e5ebdea7011847c123a064c845ef,,
PlayRadioPlay!,63zoZel1NwaG2CwLHdCA9v,22,https://i.scdn.co/image/740d672a5dbcc2edc72131188b9d378e3b74343f,,
Polographia,41Vldqj1RWBrQurBwof2QT,22,https://i.scdn.co/image/ab6761610000e5eb1b638a03504c8e4ab51c1ae4,Electronic,Ambient & Experimental Electronic
Porsah Laine,3jhmylI0OmtkjyIB4174Fh,22,https://i.scdn.co/image/ab67616d0000b27308c6719173936182e92af994,Hip Hop,Hip Hop/Rap
Pretty Balanced,2gLKxTZLPJlTAoPTi6dwoJ,22,https://i.scdn.co/image/ab67616d0000b273af0e8c120299d4da84ae7601,Electronic,Ambient & Experimental Electronic
Puce Mary,2ctwc8mjxxPLK9dbn6jjp6,22,https://i.scdn.co/image/ab6761610000e5eb9647cacaeeaf4f7f612977b4,experimental,Ambient & Experimental Electronic
RAEDY,4xeIXkA9fl2gegj9YIfJtQ,22,https://i.scdn.co/image/ab6761610000e5eb374fbec8e9f65f4d801a85fd,lo-fi beats,Hip Hop/Rap
RSO Ljubljana,2Hc3I9qN9IfEFIofvw6LRp,22,https://i.scdn.co/image/ab67616d0000b27345a505f1731bdd37ec76caf8,classical,Classical/Orchestral
RadixTheRuler,0NuTexWb18rWqWLY3nYPBv,22,https://i.scdn.co/image/ab6761610000e5ebaf6b19fb6133c6b78e207eeb,,
Reading Rainbow,4sQpFoM4UXAXcniRKQyKWn,22,https://i.scdn.co/image/ab67616d0000b27332f61415abe36a1fa8c4241a,Rock,Rock
Reatards,5i0ZzZvt5gxRZk2RitowCw,22,https://i.scdn.co/image/ab67616d0000b273a83409c0c22e15afa32ebe8b,garage rock,Rock
Reptant,5U3qBQ7tFIpHNAYmrnOSiR,22,https://i.scdn.co/image/ab67616d0000b273497af83ec28910f064c93eca,breakbeat,Garage & Breaks
Ricardo Garduno,1zXUOPRLFBFG3YUHoYvuN9,22,https://i.scdn.co/image/ab67616d0000b2736356bb8168ba72eca576a798,techno,Techno & Trance
Riscas,6C6cCRdINVR9zbGmuYaRij,22,https://i.scdn.co/image/ab6761610000e5eba07052cbbbe455a929fb471e,,
"Rob Gardner, Spire Chorus & London Symphony Orchestra",39ib8pqVcqDu3hucdrKaQn,22,https://i.scdn.co/image/ab6761610000e5eb67da2d4406741d6f2a3bf0ca,Jazz,Jazz
Roméo Poirier,1kQP1Xg6Q8bmdjXAirDQKG,22,https://i.scdn.co/image/ab6761610000e5eb42c56fe07c598033432eb94c,ambient,Ambient & Experimental Electronic
Roy of the Ravers,1ZUMNqd7GkMq58qxvEzRSo,22,https://i.scdn.co/image/ab67616d0000b273e26f8d017ab72e1fd2241402,acid house,Electronic Dance Music (EDM)
Run Wallace,432gmRqwqi91pJzhlXQK9C,22,https://i.scdn.co/image/ab6761610000e5ebf838c9bbf4251ad2e4e4d7a0,lo-fi beats,Hip Hop/Rap
Ruth Gipps,44y69SILC0SORBI76pBuuW,22,https://i.scdn.co/image/ab6772690000c46c3a0893f227d12bdc969d0634,Classical,Classical/Orchestral
Ryanosaurus,6qJso6c8jYLSxtSvbboflt,22,https://i.scdn.co/image/ab67616d0000b273d209d12b207d5a6e5e975488,psytrance,Techno & Trance
SW,63j31XAxmf2q9zK4qCCD0u,22,https://i.scdn.co/image/ab67616d0000b273f196d1b058ef0e18614c92ae,lullaby,Novelty/Spoken Word
Sanic,6bWoHRpdDshecczPDFuTn1,22,https://i.scdn.co/image/ab67616d0000b27362b2afcb0f8fefdb6574426f,,
Satin Cali,4dBk5KsReHwZVji0IQ2pOG,22,https://i.scdn.co/image/ab6761610000e5eb0f2b6451d2ff59eed71a12ad,Rock,Rock
Saverio Mercadante,4Yi0sefu5ff6Y0NnuR4f2N,22,https://i.scdn.co/image/59ced4d67ea739f3a165c610ba7623b0cbb80045,chamber music,Classical/Orchestral
Schrottgrenze,4MlmB78LOE1IvGIExd0wDp,22,https://i.scdn.co/image/ab6761610000e5eb05a1e988848e45599c4fbe33,german indie,Alternative/Indie
Seas of Years,0i3clfRb52Y1RoRfRKytAS,22,https://i.scdn.co/image/ab67616d0000b27319155846715a4203da0da665,post-rock,Alternative/Indie
Shaznay Lewis,4LUOGNccPSilRIm4Jcflg2,22,https://i.scdn.co/image/ab6761610000e5ebec705a9e43d8c467682df8de,Hip Hop,Hip Hop/Rap
Shelly Berg Trio,6yN3eFi6kK1kiw3xm12HJ3,22,https://i.scdn.co/image/ab67616d0000b273f8db655886855b5e3856f684,jazz,Jazz
Shina Williams & His African Percussionists,3LMmWHeU0PGvCcD5gelFfe,22,https://i.scdn.co/image/ab67616d0000b27367e3ae1ef07eb36c2e6c6175,afrobeat,World/Traditional
Shut Up and Dance,5m8iUPCoViiUr1fXKjX7ej,22,https://i.scdn.co/image/ab6761610000e5eb64679c4243af175bdc5acbd8,acid house,Electronic Dance Music (EDM)
Sidney Torch,2YCxRyEX6q67ijtOUyIvio,22,https://i.scdn.co/image/ab67616d0000b273601b24ca3d2df2244e1364d2,Stage & Screen,Soundtrack/Instrumental
Sigismond Thalberg,0UpUHX0xRdD7TLty6bU40x,22,https://i.scdn.co/image/ab6761610000e5eb2d2a6e26bbcdb42b4c1a133b,classical piano,Classical/Orchestral
Silent Servant,1QwvlTkLsKbaB3JT1AV245,22,https://i.scdn.co/image/ab6772690000c46caf5216c990fe74b249a8de08,ebm,Electronic Dance Music (EDM)
Silkie,2Mn5YxJ8YfFCU6h2Ypr8NI,22,https://i.scdn.co/image/ab6761610000e5eb170ab3d0abbd278965502d16,dubstep,Bass Music
Slate,2qf9rIU7fNJBZvqptGu863,22,https://i.scdn.co/image/ab6761610000e5eb8831994099e99b4402d9cc23,Rock,Rock
Sless Praismo,2T7UwxWIrk7NjU3BDRjtrt,22,https://i.scdn.co/image/ab6761610000e5eb6100405850057ec079784ea8,lo-fi beats,Hip Hop/Rap
Slowz,13XiWTSCn7mJbupzHvZVEZ,22,https://i.scdn.co/image/ab6761610000e5eb4e9671a409fa99291cb0a00c,Hip Hop,Hip Hop/Rap
Snowpoet,1ZPAgyQWvU84GMEI5ceK3u,22,https://i.scdn.co/image/ab6761610000e5eb35b8d75fcc87b49f2ed496f3,Jazz,Jazz
Snowy Band,0Ky0HZRpab9SW891Jb9gce,22,https://i.scdn.co/image/ab6761610000e5eb9847e224df9dc86fd5ad5bde,Rock,Rock
So It Begins,7vxGPhqKXcDxc24Xm9IGpV,22,https://i.scdn.co/image/ab6761610000e5eb915fc644d031be667968a556,metalcore,Metal
Sofia's Choice,6CXWg7xfVjOtwgILyQZZ20,22,https://i.scdn.co/image/ab67616d0000b273f739223c60eee59653149966,,
Sonny Sharrock,6QBN53AVQ0IcbSZrKxqwoB,22,https://i.scdn.co/image/fd18e8690c016242d34330e2d0fcc691fffbb148,free jazz,Jazz
Soul Push,1OXZY2lnrbqKniVddXYipY,22,https://i.scdn.co/image/ab6761610000e5ebdff4f7199b0cb1a4428113f3,Pop,Pop
Souldynamic,5zoRUFpHFVDyYfWqUB0p7H,22,https://i.scdn.co/image/ab6761610000e5eb7a9ec266d0093185034d8aa0,Electronic,Ambient & Experimental Electronic
Space Art,2vAtuOqzB1knNn4FEZm0un,22,https://i.scdn.co/image/537056b04cc34d4d60b69bc85b726d76c9a38ac9,space music,New Age/Meditation
Starfish,5tBfvKXmV1wEA0t52EjcyF,22,https://i.scdn.co/image/ab6761610000e5eb539f3f270ca1fb7dff88775f,surf rock,Rock
Stéphanie Lapointe,0bEvfTJsHHsTxqpqzWGXDw,22,https://i.scdn.co/image/ab6761610000e5eb8f62e8177c355622757a7285,french pop,Pop
Suasion,3By3NlIbjZW9Uqlph8kcgK,22,https://i.scdn.co/image/ab6761610000e5eb2d23034fae06bda736b8fea0,djent,Metal
T99,7A6k2eqQT5MnGj6Mq9vwcS,22,https://i.scdn.co/image/ab67616d0000b273c8b513d5d3cc79bd5b33db2e,acid house,Electronic Dance Music (EDM)
That Petrol Emotion,532Srqaijer1gzRS85bD9y,22,https://i.scdn.co/image/dde4598c765cf747cebf2a533c74748051b617c7,madchester,Alternative/Indie
The Believers,32ZExi6NKMCjakKJ5GmDRP,22,https://i.scdn.co/image/ab6761610000e5eb5e5e07599d3974f989d0fe34,chicago house,Electronic Dance Music (EDM)
The Blancos,7rRHs5Z0izKAwHTyr5jP62,22,https://i.scdn.co/image/ab6761610000e5eb9865043786e438bcf0aface8,,
The Chapin Sisters,6t28TiXfX7V14H4hAxBarM,22,https://i.scdn.co/image/ab6761610000e5ebdc47cd4e389c2f729363df03,southern gothic,Alternative/Indie
The Charleston Chasers,6dpBuQU6XAlph0tVtZ85th,22,https://i.scdn.co/image/ab67616d0000b2737160132c6a84baedcc607332,ragtime,Jazz
The Disaster Area,5cNBtvhQCLKWInveVFe49O,22,https://i.scdn.co/image/ab6761610000e5eb058218f79b4a8e6ea21535ab,metalcore,Metal
The Edge Of Daybreak,5US7hTWfx50MizMOJksHNj,22,https://i.scdn.co/image/ab67616d0000b273d24439db1026cdb313621710,Funk / Soul,R&B/Soul
The Festival Choir and Hosanna Chorus,3HJKdfCMxTrirNbb7cykOm,22,https://i.scdn.co/image/ab67616d0000b27308bbd1a089b01bda64defdba,brazilian gospel,R&B/Soul
The Funky Monkeys,1jaE9tufI0DkgaIwjQlFaI,22,https://i.scdn.co/image/ab6761610000e5eb98b2f519ff3e6df2cc077df7,children's music,Novelty/Spoken Word
The Gentle Good,1nc1Et5azX3Oo2VprcVIGQ,22,https://i.scdn.co/image/ab6761610000e5eb6da4bc35ce43731ba73f16a2,traditional folk,Folk/Acoustic
The Holy Modal Rounders,5ZjKW4JhcFuOXLpuJrr8wJ,22,https://i.scdn.co/image/ab67616d0000b2730c958f0d6d9d052487b74f7a,anti-folk,Folk/Acoustic
The Hundred In The Hands,1zFFPge0OhBC34dMGOrvcT,22,https://i.scdn.co/image/7f110155cf954e19622c1f3aecedccf31bb5fe9f,Electronic,Ambient & Experimental Electronic
The Implants,71eaEMe0KF9EUJUvIINsAY,22,https://i.scdn.co/image/ab67616d0000b2730c820b9211e467eede8a2cd2,skate punk,Punk/Hardcore
The Japanese Music Tradition Ensemble,6Jw2eO1cVpBVAO5PlLVM1l,22,https://i.scdn.co/image/ab67616d0000b2739436ea0acb1a5227fd1a31d7,japanese classical,Classical/Orchestral
The Klezmer Lounge Band,6NeOMrLaWmVCoui86aus9Q,22,https://i.scdn.co/image/ab67616d0000b27348559a3af9331df422f3694a,,
The Mindbenders,16QtUGLCcAypi0eZJsu0zd,22,https://i.scdn.co/image/ab67616d0000b273e2410eec67849b674a639339,Rock,Rock
The Pink Stones,77xJf67Cuu7UPJgJoClESG,22,https://i.scdn.co/image/ab6761610000e5ebeb0f050479c99d65047b2516,alt country,Country/Americana
The Records,3oFRpiLvaflFOVNxvsLrze,22,https://i.scdn.co/image/d7f08aaf31283fb0829c51dca45132deefa1bfd6,power pop,Pop
The Rip Chords,0WnxcAN2X6IKcdaZpi5X1K,22,https://i.scdn.co/image/ab67616d0000b2736a4d1aec5946c9a273eac7f4,surf rock,Rock
The Rocky Horror Show Original Cast,4qTigJFPrrmWX5jiACPg7B,22,https://i.scdn.co/image/ab67616d0000b27332dbb1b7010304aeaeed0dcf,Stage & Screen,Soundtrack/Instrumental
The Showstoppers,20KXZcTJLZTfi2ER7yFnqr,22,https://i.scdn.co/image/ab67616d0000b2735acf939121cddfd4bef4d8dd,northern soul,R&B/Soul
The Third Bardo,6SdO3dLXggmHcby5EkO06o,22,https://i.scdn.co/image/ab67616d0000b27362f8310af5f0ff3ef9abc9c9,garage rock,Rock
The Wombles,5kskdJ54Y6ZGfxfbz6iHxw,22,https://i.scdn.co/image/484761d45f58396161cf802c1128e0035f39697b,Pop,Pop
Tim Garland,7atdKYaPCT9zvJW2OTedhz,22,https://i.scdn.co/image/ab6761610000e5eb9d9ea5b25fff2cdd73f07ddc,Jazz,Jazz
Tim Thorpe,5jalqI4moemzPYFKEhZrph,22,https://i.scdn.co/image/ab67616d0000b2733351e265f6af561b4268fe74,Classical,Classical/Orchestral
Timothy Edward Carpenter,5Ey3CuclF1I1yTc1i0YDgc,22,https://i.scdn.co/image/ab6761610000e5eb14eb930ec7f1fc8699b2ff7d,,
Titeknots,0CdxxbmCwuQ0dV9LvvyqlO,22,https://i.scdn.co/image/ab6761610000e5ebdb4a7d4cd08add84b47d238b,Electronic,Ambient & Experimental Electronic
Tom Bates,2HyugLj7NVwGIowZWzX2D1,22,https://i.scdn.co/image/ab6761610000e5ebc7a2e56319c8e87d4e057ab9,jazz,Jazz
Tom Verlaine,4rxXqaQUe5udkRsGRDDDIY,22,https://i.scdn.co/image/b885515a1c856f3be5332c11b62fae58e20b757c,proto-punk,Punk/Hardcore
TomPepe,3dUocojCFoTznDATmmyo62,22,https://i.scdn.co/image/ab6761610000e5ebb5cc2acb909b0b0a272ec96e,,
Tomorrows Tulips,4mCKYeRm9x5hj3iPX6Sths,22,https://i.scdn.co/image/f65106f8a8de7a97ff7c371945837317d0351660,surf rock,Rock
Tradicional,1KoxZqxUcBPQgTPgMuQU8N,22,https://i.scdn.co/image/ab67616d0000b27347d269bc5e29389150a7bf27,medieval,World/Traditional
True Steppers,3p9WryxYXLd0We8X84VC0U,22,https://i.scdn.co/image/ab67616d0000b2734e528358bb442a2223178443,uk garage,Garage & Breaks
