date (dd-mm-yyyy),webTitle,short_description,webUrl,imageUrl
01-01-2015,Arrival of new year marked with revelry and marred by tragedy,"2015 begins with fireworks in New Zealand and Moscow and muted celebrations in Indonesia, while China is shaken by the deaths of 35 people in a Shanghai stampede",https://www.theguardian.com/world/2015/jan/01/new-year-world-revelry-tragedy-fireworks-shanghai-london,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/1/1420074602842/A-stampede-kills-35-in-Sh-011.jpg
02-01-2015,What Guardian US arts critics are most looking forward to in 2015,Guardian US critics: our cultural new year’s resolutions<br>,https://www.theguardian.com/world/2015/jan/02/arts-critics-2015-star-wars-kazuo-ishiguro,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2014/12/19/1418953609813/7b303ff1-a1a1-44ce-aad9-dc4ee7b0946b-460x276.jpeg
03-01-2015,2015: the year ahead for art in London,Rubens | Goya | Barbara Hepworth | Joseph Cornell | Ai Weiwei | Charles And Ray Eames | Eddie Peake | Alexander Calder<br>,https://www.theguardian.com/world/2015/jan/03/2015-the-year-ahead-for-art-in-london,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2014/12/23/1419349756075/d1d4021b-ad88-4c10-b512-d016552359f4-460x276.jpeg
04-01-2015,Dresden crowds tell a chilling tale of Europe’s fear of migrants,"As Angela Merkel heads to London, tens of thousands are expected to mass tomorrow in Dresden in support of the Pegida far-right party. <strong>Kate Connolly</strong> reports",https://www.theguardian.com/world/2015/jan/04/dresden-germany-far-right-pegida,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/3/1420302818077/Participants-hold-German--011.jpg
05-01-2015,Tony Abbott assures Iraqi PM Australia will be 'a strong partner' against Isis,"During visit to Baghdad, the prime minister gives another $5m in humanitarian aid, and talks to ADF troops ",https://www.theguardian.com/world/2015/jan/05/tony-abbott-assures-iraqi-pm-australia-will-be-a-strong-partner-against-isis,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/5/1420420038821/46a91e39-753f-43b0-a6ed-0cf9754338e5-460x276.jpeg
06-01-2015,Thousands flee as Boko Haram seizes military base on Nigeria border,"Scores of soldiers and civilians killed, with around 300 still unaccounted for, as insurgents storm village of Baga",https://www.theguardian.com/world/2015/jan/05/boko-haram-key-military-base-nigeria-chad-border,https://media.guim.co.uk/2eadf767eaefa4398ee2107576fe726d64805ae4/0_26_3540_2124/500.jpg
07-01-2015,Cameron’s call for EU reform on agenda for talks during Merkel’s visit,Berlin fears demand for treaty change goes too far as Polish minister warns plans risk destroying eurozone and EU,https://www.theguardian.com/world/2015/jan/07/cameron-call-eu-reform-agenda-talks-merkel,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/6/1420579746492/David-Cameron-and-Angela--011.jpg
08-01-2015,Charlie Hebdo magazine attack: vigils held as French hunt suspects – as it happened,Live updates as gunmen on the run after attacking offices of French magazine ,https://www.theguardian.com/world/live/2015/jan/07/shooting-paris-satirical-magazine-charlie-hebdo,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/7/1420630225234/2053cc74-0277-4c73-a835-1ed4fa652d23-460x276.jpeg
09-01-2015,"Charlie Hebdo killings must not lead to self-censorship, Tony Abbott urges","Australian PM stands up for free speech, saying: ‘We should not stop being ourselves because of this kind of attack’",https://www.theguardian.com/world/2015/jan/09/charlie-hebdo-killings-must-not-lead-to-self-censorship-tony-abbott-urges,https://media.guim.co.uk/04c7a7e378295fcd8ae5f1b05c7f84ea283f030b/148_1455_1954_1174/500.jpg
10-01-2015,Charlie Hebdo: officials establish link between gunmen in both attacks — as it happened,Follow live updates as gunmen in Paris supermarket siege and outside city killed,https://www.theguardian.com/world/live/2015/jan/09/charlie-hebdo-manhunt-kouachi-terrorist-links-live-updates,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/9/1420839280786/2be8ef48-13ba-4d0b-ae31-146154ada98a-460x276.jpeg
11-01-2015,‘France will shout its love for liberty and tolerance. Come in numbers’,One million expected in Paris as a country unites in grief and defiance,https://www.theguardian.com/world/2015/jan/11/france-love-for-liberty-and-tolerance,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/10/1420916949281/Silent-marchers-hold-alof-011.jpg
12-01-2015,Paris gunman Amedy Coulibaly declared allegiance to Isis,"In video, Coulibaly says he coordinated attacks with Chérif and Saïd Kouachi, but it is clear they followed different factions",https://www.theguardian.com/world/2015/jan/11/paris-gunman-amedy-coulibaly-allegiance-isis,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/11/1421003203994/Amedy-Coulibaly-009.jpg
13-01-2015,Wikileaks for Africa? Introducing Afrileaks,"A new service launching today hopes to safely connect whistleblowers with investigative journalists, encouraging a ‘new culture of accountability and justice’ across the continent",https://www.theguardian.com/world/2015/jan/13/wikileaks-for-africa-introducing-afrileaks,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/12/1421087223982/d0f214b1-4d7a-43b0-8ee2-83fd1fa298ec-460x276.jpeg
14-01-2015,"Almost half of Britons hold antisemitic view, poll suggests",YouGov study surveys attitudes towards British Jews on subjects ranging from power in the media to conduct in business,https://www.theguardian.com/world/2015/jan/14/uk-jewish-antisemitism-rise-yougov-poll,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/14/1421195485958/Jewish-Community-In-Stamf-011.jpg
15-01-2015,Hundreds of Iranian students shave their heads after teacher diagnosed with cancer,"Students of Mohammad Reza Ghaderi, a former top cyclist and national champion, cut their hair in solidarity ",https://www.theguardian.com/world/2015/jan/15/hundreds-of-iranian-students-shave-their-heads-after-teacher-diagnosed-with-cancer,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/15/1421284059537/0e6b193c-4bae-4c9e-9df7-b6bee75d1767-460x276.jpeg
16-01-2015,Indonesia would face 'wave of revulsion' if it executes two members of Bali Nine,Calls for Australian government to make new appeal to Jakarta after news that Myuran Sukumaran and Andrew Chan would be killed together by firing squad,https://www.theguardian.com/world/2015/jan/16/indonesia-would-face-wave-of-revulsion-if-it-executes-two-members-of-bali-nine,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/16/1421380679943/135da536-1e3d-41e0-af4e-ecd89a90f550-460x276.jpeg
17-01-2015,Four dead in Niger as Charlie Hebdo cartoon sparks protests,"Depiction of prophet Muhammad in French magazine also leads to violent reaction in Pakistan, Jordan and Algeria",https://www.theguardian.com/world/2015/jan/16/pakistan-police-clash-anti-charlie-hebdo-protesters,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/16/1421406539575/Anti-Charlie-Hebdo-protes-011.jpg
18-01-2015,"Seventy years after the guards fled, Auschwitz’s keepers confront their role","Amid the absurdities of modern tourism, the Auschwitz museum is tackling the delicate task of including the Nazis’ role for the first time, writes <strong>Emma Graham-Harrison</strong>",https://www.theguardian.com/world/2015/jan/18/auschwitz-custodians-confront-role-of-nazis,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/17/1421508729735/The-entrance-to-the-forme-007.jpg
19-01-2015,Homeless of Nairobi: Facebook project gives rough sleepers a voice,"Sham Patel gave little thought to people living on the streets of Kenya’s capital until a chance encounter. Now, he gathers photos and stories to help shine a light on their lives",https://www.theguardian.com/world/2015/jan/19/-sp-homeless-nairobi-facebook-project-gives-rough-sleepers-voice,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/17/1421496105392/0309eacc-08d4-4a93-a5cc-7e3aaa34324c-460x276.jpeg
20-01-2015,Alberto Nisman’s death highlights failures of Argentinian investigation,Fate of prosecutor who claimed cover-up of 1994 bombing came from on high described as fresh attack on Jewish community,https://www.theguardian.com/world/2015/jan/20/alberto-nisman-death-highlights-failures-argentina,https://static.guim.co.uk/sys-images/Guardian/About/General/2015/1/20/1421714893431/Anti-government-protests--011.jpg
21-01-2015,Houthi rebels seize Yemen president’s palace and shell home,Fate of President Abed Mansour Hadi remains unclear as violence in capital Sana’a escalates<br />,https://www.theguardian.com/world/2015/jan/20/houthi-rebels-seize-yemen-presidential-palace,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/20/1421765969987/Shia-Houthi-rebels-near-t-011.jpg
22-01-2015,North Korea seeks foreign volunteers to teach tourism students,A new travel scheme will allow English-speakers to apply for placements in Pyongyang to help educate the secretive country’s future tour guides,https://www.theguardian.com/world/2015/jan/22/-sp-volunteers-teach-tourism-north-korea,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/21/1421849349177/9455e615-96e0-450a-ae3e-e173c8fe526d-460x276.jpeg
23-01-2015,Thousands gather in 'March for Life' as activists seek to halt abortion 'through prayer',"People from all over the US gather each year for the march, but many of this year’s rally had simply gathered to pray with like-minded individuals ",https://www.theguardian.com/world/2015/jan/22/march-for-life-activists-washington-prayer,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/22/1421970790909/213b86af-dda1-47c0-b5ad-23b76dbab5fa-460x276.jpeg
24-01-2015,George Brandis says Isis recruitment of Australian fighters continues,Australians are continuing to head to Syria and Iraq to fight with Islamic State despite the government’s new security laws,https://www.theguardian.com/world/2015/jan/24/george-brandis-says-isis-recruitment-of-australian-fighters-continues,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2015/1/24/1422078451226/6da46398-5018-472c-86bb-1061c957ef77-460x276.jpeg
