date (dd-mm-yyyy),webTitle,short_description,webUrl,imageUrl
14-09-2020,Yoshihide Suga: the farmer's son set to be Japan's next PM,The favourite may be the Abe continuity candidate but his background could not be more different ,https://www.theguardian.com/world/2020/sep/14/yoshihide-suga-the-farmers-son-set-to-be-japans-next-pm,https://media.guim.co.uk/474602dcf266ec9e0a5d0b4dacc3fd0c99b2fb8e/0_0_3500_2101/500.jpg
15-09-2020,I have lost much of my childhood fluency in te reo Māori – we must fight for its survival | Leigh-Marama McLachlan,"New Zealand’s national language week will have little or no impact on most Kiwis, but we must protect te reo as a national treasure",https://www.theguardian.com/world/2020/sep/15/i-have-lost-much-of-my-childhood-fluency-in-te-reo-maori-we-must-fight-for-its-survival,https://media.guim.co.uk/d854f7b611b1aa729f7561b0b49b9577b5a7d3c6/0_96_1080_648/500.jpg
16-09-2020,How about Jeffrey? Canada town of Asbestos reveals shortlist for new name,"Contenders to help the mostly French-speaking town in Quebec move on from its past include Phénix, Trois-Lacs and ... Jeffrey",https://www.theguardian.com/world/2020/sep/16/how-about-jeffrey-canada-town-of-asbestos-reveals-shortlist-for-new-name,https://media.guim.co.uk/f0aa6736b644bd56cb1a227436c2fa0bf465bc85/0_0_1711_1027/500.jpg
17-09-2020,Hurricane Sally: slow-moving storm kills one and leaves 'historic' flooding across US Gulf coast,"Pensacola, Florida, and Mobile, Alabama, battered as rooftops torn off and more than half a million lose power",https://www.theguardian.com/world/2020/sep/16/hurricane-sally-latest-news-storm-gulf-coast-path-flooding,https://media.guim.co.uk/766e42d4451e401ba9fdf5b0f414250c667a6c63/0_0_3000_1799/500.jpg
18-09-2020,"New Zealanders want small parties at the political table, but the system is stacked against them | Claire Robinson","In an election that sorely needs alternative voices, small parties face an impossibly steep climb to be seen or heard",https://www.theguardian.com/world/2020/sep/18/new-zealanders-want-small-parties-at-the-political-table-but-the-system-is-stacked-against-them,https://media.guim.co.uk/5a113f71c29f2892b051a5bc4d14cf675dd57d29/0_0_2008_1205/500.jpg
19-09-2020,Bye bye bilaterals: UN general assembly to embrace Zoom diplomacy, Conditions that make the annual event a diplomats’ playground will be absent as it goes mostly online ,https://www.theguardian.com/world/2020/sep/19/bye-bye-bilaterals-un-general-assembly-embrace-zoom-diplomacy,https://media.guim.co.uk/786c8b8eb680bac598a851d099e224bb71be732e/0_283_4776_2866/500.jpg
20-09-2020,Pilgrim fathers: harsh truths amid the Mayflower myths of nationhood,"As Plymouth marks 400 years since the colonists set sail, the high price paid by Native American tribes is now revealed in an exhibition",https://www.theguardian.com/world/2020/sep/20/pilgrim-fathers-harsh-truths-amid-the-mayflower-myths-of-nationhood,https://media.guim.co.uk/f139d0c94151b0798904264a60b0b3020ac9e752/0_379_3557_2135/500.jpg
21-09-2020,Australian and British bomb disposal workers killed by blast in Solomon Islands,NGO workers mapping second world war bomb sites died when ordnance detonated in their home,https://www.theguardian.com/world/2020/sep/21/solomon-island-bomb-blast-australian-and-briton-killed,https://media.guim.co.uk/f4de887d5a89e6d1e72ea41222b6f640d9b94c47/0_106_1800_1080/500.jpg
22-09-2020,Rohingya refugees allege sexual assault on Bangladeshi island,Group says it has been held in jail-like conditions on Bhasan Char since April,https://www.theguardian.com/world/2020/sep/22/rohingya-refugees-allege-sexual-assault-on-bangladeshi-island,https://media.guim.co.uk/bf416cb5c301bb81db2b10437a33f1ca6f6c8f3f/37_0_2954_1773/500.jpg
23-09-2020,Australian teenager to address UN about Covid hardship among young women,"<strong>Exclusive: </strong>Mayela Dayeh, 16, a student, says ‘there’s been an absolute decline in mental health’",https://www.theguardian.com/australia-news/2020/sep/23/16-year-old-australian-student-to-address-un-about-covid-hardship-among-young-women,https://media.guim.co.uk/5a03e41d5c7e82d4a14ad21de5cc6a2a8b40ee47/0_403_5971_3583/500.jpg
24-09-2020,'Can I really do this?' New Zealand's Ashley Bloomfield reveals self-doubts at height of Covid,Much-lauded health director reveals the mental health toll of leading the medical response to the pandemic,https://www.theguardian.com/world/2020/sep/24/can-i-really-do-this-new-zealands-ashley-bloomfield-reveals-self-doubts-at-height-of-covid,https://media.guim.co.uk/9456b4652d5d5339d922a13452d0ad7f8742220c/312_0_4106_2465/500.jpg
25-09-2020,New Zealand is in a 'shecession' – so where is the much-needed 'she-covery'? | Claire Robinson,Both major parties are pinning their hopes on jobs for the boys to lead the post-coronavirus economic recovery,https://www.theguardian.com/world/2020/sep/25/new-zealand-is-in-a-shecession-so-where-is-the-much-needed-she-covery,https://media.guim.co.uk/933b1bf8aeec8b9f28f547a716d1716b750ca47d/0_84_1705_1023/500.jpg
26-09-2020,US cases pass 7m; Australian PM says countries must share vaccines – as it happened,"Jenny Mikakos quits in wake of inquiry into hotel quarantine; Madrid braces for lockdown as Spain reaches 716,481 total infections; surge in cases in Athens",https://www.theguardian.com/world/live/2020/sep/25/coronavirus-live-news-france-sees-record-new-cases-virus-may-be-becoming-more-contagious,https://media.guim.co.uk/0fe08b3f2a8284531cd2f932b712c3e215067e48/0_168_5000_3000/500.jpg
27-09-2020,Global report: Colombia and Argentina pass major milestones as Covid grips Americas,"Colombia tops 800,000 cases, Argentina passes 700,000; France reports 14,000 new cases; Australian state of Victoria lifts curfew",https://www.theguardian.com/world/2020/sep/27/global-report-colombia-and-argentina-pass-major-milestones-as-covid-grips-americas,https://media.guim.co.uk/03c5c4a254c5db34bafd2b61efd700d5a697256d/0_134_3500_2101/500.jpg
28-09-2020,Who runs Hong Kong: party faithful shipped in to carry out Beijing's will,"Hardliners and allies of the Chinese president, Xi Jinping, are remaking the semi-autonomous territory<br>",https://www.theguardian.com/world/2020/sep/28/who-runs-hong-kong-party-faithful-shipped-in-to-carry-out-beijing-will-security-law,https://media.guim.co.uk/806a54ef8165c7c02a513d9331170b39d92a21af/0_0_4000_2400/500.jpg
29-09-2020,"Demoralised but defiant, Hong Kong's spirit of resistance endures","Security law has largely stamped out anti-government protests, but the opposition is finding new ways to fight",https://www.theguardian.com/world/2020/sep/29/dispirited-but-defiant-hong-kongs-spirit-of-resistance-endures,https://media.guim.co.uk/be5c574ecc87da6a9cc51a3a73721890d8ed54be/5_0_2390_1434/500.jpg
30-09-2020,Big tech firms may be handing Hong Kong user data to China,Allegation follows new law that lets Hong Kong ask for sensitive data if deemed to threaten national security,https://www.theguardian.com/world/2020/sep/30/big-tech-firms-may-be-handing-hong-kong-user-data-to-china,https://media.guim.co.uk/d1a22615e9e3fe9e5bcbefef43aa9eadb6f13e5d/0_166_5000_3002/500.jpg
01-10-2020,Gone to pot: New Zealand cools on legalising cannabis,"With a crowded election cycle, non-committal politicians and a pandemic to worry about, public support for a yes vote in the referendum is eroding ",https://www.theguardian.com/world/2020/oct/01/gone-to-pot-new-zealand-cools-on-legalising-cannabis,https://media.guim.co.uk/1f756803a5c3c385fda1dc71995bd542efaa45e6/0_141_3500_2100/500.jpg
02-10-2020,The Māori party's policy for land rights and self-governance is not to be ignored | Claire Robinson,The Mana Motuhake policy is a 25-year plan to improve the outcomes of whānau Māori that the mainstream major parties have failed to deliver on,https://www.theguardian.com/world/2020/oct/02/the-maori-partys-vision-of-self-determination-is-not-to-be-ignored,https://media.guim.co.uk/38cdacb1b0bd2fd0450cd65a6ba4ba5309e6ea93/0_105_4633_2781/500.jpg
03-10-2020,"No dancing, no pubs, no zoos, no Christmas: this pandemic is heaven for puritans",Almost everything that brings us pleasure is at risk in this financial crisis. And that’s the way a few saddos like it<br>,https://www.theguardian.com/world/2020/oct/03/no-dancing-no-pubs-no-zoos-no-christmas-this-pandemic-is-heaven-for-puritans,https://media.guim.co.uk/7fe7f2566d58244dfc172b105140f1fcaf221ae2/0_349_2867_1719/500.jpg
04-10-2020,Italy infections spike; Madrid tightens lockdown – as it happened,Ukraine’s former president hospitalised after contracting Covid; Joe Biden urges US public to be patriotic and wear masks,https://www.theguardian.com/world/live/2020/oct/03/coronavirus-live-news-australia-sydney-melbourne-victoria-who-rapid-covid-19-test-donald-trump-positiveglobal-news-latest-updates,https://media.guim.co.uk/89670ed510a9843d21f21551e83adcbacfb35153/0_0_4420_2652/500.jpg
05-10-2020,Overseas New Zealanders urged to 'meddle' in election – here's how to vote,A tongue-in-cheek campaign is urging eligible overseas New Zealanders to vote in this month’s general election. Here’s how easy – and important – it is,https://www.theguardian.com/world/2020/oct/05/overseas-new-zealanders-urged-to-meddle-in-election-heres-how-to-vote,https://media.guim.co.uk/4ec0e2e77f5985d2967b31752184258371d4df55/0_165_3600_2160/500.jpg
06-10-2020,New Zealand bushfire that demolished village leads to climate crisis debate,Scientists say hotter and longer summers make such an unusually fierce fire more likely,https://www.theguardian.com/world/2020/oct/06/new-zealand-bushfire-that-demolished-village-leads-to-climate-crisis-debate,https://media.guim.co.uk/e2cf67d900eeb4d52d8bbf5b2eae53e4609b608b/56_0_3385_2031/500.jpg
07-10-2020,"The New Zealand election, like watching a political fight through the Calm app | James Nokise","It has been a challenge to remember what a normal political scene looks like, but how good is boring right now?",https://www.theguardian.com/world/2020/oct/07/the-new-zealand-election-like-watching-a-political-fight-through-the-calm-app,https://media.guim.co.uk/de68c31e655a876b225f835f121ee927e569c98c/641_0_2883_1730/500.jpg
08-10-2020,"New Zealand's Covid-19 response the best in the world, say global business leaders","Survey ranks Jacinda Ardern’s government highest for stability, economic management, virus control and resilience",https://www.theguardian.com/world/2020/oct/08/new-zealands-covid-19-response-the-best-in-the-world-say-global-business-leaders,https://media.guim.co.uk/81ee36dbf08499976d2a3b7b51727a1ace327200/0_365_5472_3283/500.jpg
09-10-2020,Provider of Trump Covid drug is president's golf friend,Link to drug company boss raises questions about ‘cure’ claims and exclusive access,https://www.theguardian.com/world/2020/oct/08/provider-of-trump-covid-drug-is-presidents-golf-friend,https://media.guim.co.uk/da8a11c7d6c2867e12b7aedb59ef1fd3057841e3/128_0_2304_1383/500.jpg
10-10-2020,Hurricane Delta: Louisiana battered by 100mph winds as storm makes landfall,National Hurricane Center warns of ‘significant’ flash flooding surge in state hit by Hurricane Laura six weeks ago,https://www.theguardian.com/world/2020/oct/09/hurricane-delta-louisiana-storm-surge-warning,https://media.guim.co.uk/a136dc3f45b0fa77ccac0aba9ab9e5d89b02ecd1/0_117_3500_2101/500.jpg
11-10-2020,China grants consular access to two Canadians detained for two years,Michael Spavor and Michael Kovrig were arrested for alleged espionage after Canada held Huawei executive Meng Wanzhou for extradition to US,https://www.theguardian.com/world/2020/oct/11/china-grants-consular-access-to-two-canadians-detained-for-two-years,https://media.guim.co.uk/5848dc81192989b0f6783cabdfa45cebde7d9fc5/0_5_3500_2101/500.jpg
12-10-2020,Canadian detained in China 'astonished' to learn about scale of Covid pandemic,"On Saturday Michael Kovrig had his first contact with diplomats since January, saying he was determined to come home",https://www.theguardian.com/world/2020/oct/12/canadian-detained-in-china-astonished-to-learn-about-scale-of-covid-pandemic,https://media.guim.co.uk/81d64dd76b49b48a6c8a65a1554ad220ac4d4f36/0_83_2500_1500/500.jpg
13-10-2020,Malaysia's Anwar Ibrahim to meet king in decades-long push to become PM,"Opposition leader, who has been on the brink of power several times, claims to have enough support to lead, but doubts persist",https://www.theguardian.com/world/2020/oct/13/malaysias-anwar-ibrahim-to-meet-king-in-decades-long-push-to-become-pm,https://media.guim.co.uk/5394227f5851a15d376c2397fb4026a36f5df4f7/0_232_3500_2099/500.jpg
14-10-2020,Judith Collins: New Zealand's 'anti-Ardern' whose hero is Thatcher,The New Zealand opposition leader has pulled no punches after being thrust into the role just a few months before the election,https://www.theguardian.com/world/2020/oct/14/judith-collins-new-zealands-anti-ardern-whose-hero-is-thatcher,https://media.guim.co.uk/33287198b3a36565d4dbbcf8523246bdd30b0ccd/0_318_5314_3189/500.jpg
15-10-2020,"Global Covid report: young and healthy may not get vaccine until 2022, WHO says",First vaccines will be in limited quantities and for those at greatest risk; Germany records its worst ever daily case toll ,https://www.theguardian.com/world/2020/oct/15/global-covid-report-young-and-healthy-may-not-get-vaccine-until-2022-who-says,https://media.guim.co.uk/984e9a965170aabed728bf44661b7f66a963e910/0_267_4000_2400/500.jpg
16-10-2020,"New Zealand election: the party leaders, in their own words","Revisit our interviews with the party leaders, revealing what turned Crusher Collins into a National and why Winston Peters embraces populism",https://www.theguardian.com/world/2020/oct/16/new-zealand-election-the-party-leaders-in-their-own-words,https://media.guim.co.uk/0162b668b75bf9d2f16746ba085977b9ecc585c2/0_184_4483_2690/500.jpg
17-10-2020,Pakistan's united opposition protests against Imran Khan's rule,"Former PM Nawaz Sharif accuses military of orchestrating Khan victory in first public speech since travelling to UK, as Pakistan Democratic Movement’s first rally draws tens of thousands ",https://www.theguardian.com/world/2020/oct/16/pakistans-united-opposition-protests-against-imran-khans-rule,https://media.guim.co.uk/e46c9dcc55c1ee25643aca9a17dc90b58e936dee/429_198_3022_1813/500.jpg
18-10-2020,New Zealand has put its faith in Labour: now the party must deliver | Claire Robinson,"With its most resounding victory since 1946, the weight of expectation on Labour has never been greater",https://www.theguardian.com/world/2020/oct/18/new-zealand-has-put-its-faith-in-labour-now-the-party-must-deliver,https://media.guim.co.uk/79e4b565fccd64d6fe9a8730369c19f26e19c9c9/0_365_5472_3283/500.jpg
19-10-2020,Winter Olympics: threat of boycotts clouds China's 'joyful rendezvous' in the snow,"Beijing wants another 2008-style showcase in 2022, but world is very different place this time around and the diplomatic gloves are off ",https://www.theguardian.com/world/2020/oct/19/winter-olympics-threat-of-boycotts-clouds-chinas-joyful-rendezvous-in-the-snow,https://media.guim.co.uk/f363920f1e715aa812964945f825cafc831f140b/0_194_3704_2223/500.jpg
20-10-2020,India at heart of global efforts to produce Covid vaccine,"Country plays central role in development, manufacture – and possible distribution – of potential vaccines",https://www.theguardian.com/world/2020/oct/20/india-at-heart-of-global-efforts-to-produce-covid-vaccine,https://media.guim.co.uk/a7616cb8e073c6996d51d879ed34a74eacbb3e8e/0_129_3500_2100/500.jpg
21-10-2020,Nigeria protests: security forces open fire on protesters in Lagos,Crackdown as rallies against police brutality continue in defiance of government curfew ,https://www.theguardian.com/world/2020/oct/20/nigeria-protests-lead-to-24-hour-lagos-curfew,https://media.guim.co.uk/57dcf4f5de0e03e182c5d0249053094f4b3e1732/0_302_5184_3110/500.jpg
22-10-2020,Crisis fermenting as cabbage shortage hits South Korea's kimchi culture,Rainy weather means households are struggling to find affordable ingredients for spicy pickle,https://www.theguardian.com/world/2020/oct/22/crisis-fermenting-as-cabbage-shortage-hits-south-koreas-kimchi-culture,https://media.guim.co.uk/971a8dff437711769a92dd2c5bba0b57d79555a6/443_499_3673_2205/500.jpg
23-10-2020,MPs urge Dominic Raab to demand China return detained Hong Kong protesters,"<strong>Exclusive</strong>: Dozens of MPs and peers write to UK foreign secretary, saying Beijing cannot be allowed to imprison activists on mainland ‘with little outcry or response’",https://www.theguardian.com/world/2020/oct/23/mps-urge-dominic-raab-to-demand-china-return-detained-hong-kong-protesters,https://media.guim.co.uk/192dbb02424824a6afdbf01b25157ad1c9acb023/0_182_3000_1800/500.jpg
24-10-2020,My 'feral' interview with Covid-19 denier Jami-Lee Ross didn't go as he planned | Tova O'Brien,Good journalists know balanced reporting is not as simple as providing both sides of the story. You have to squash falsehoods,https://www.theguardian.com/world/2020/oct/24/tova-obrien-my-feral-interview-with-covid-19-denier-jami-lee-ross,https://media.guim.co.uk/3de3a62efbb97e599cf71321c0be1cd13a2dbe09/86_0_1590_954/500.jpg
25-10-2020,"Now that nuclear weapons are illegal, the Pacific demands truth on decades of testing | Dimity Hawkins","With a 50th nation ratifying it, the treaty outlawing nuclear weapons for all countries will come into force in 90 days",https://www.theguardian.com/world/2020/oct/25/now-that-nuclear-weapons-are-the-pacific-demands-truth-on-decades-of-testing,https://media.guim.co.uk/bffa478a2a0d6e74c00669581f139a6768be214b/0_414_5216_3128/500.jpg
26-10-2020,"Daily infections exceed 50,000 in France – as it happened",This blog is now closed. We’ve launched a new blog at the link below: ,https://www.theguardian.com/world/live/2020/oct/25/coronavirus-live-news-cases-surge-in-europe-restrictions-victoria-uk-italy-greece-austria,https://media.guim.co.uk/569f964ed27fcefbf1f6c7eba7b00cf36b0cd0f8/0_144_5568_3341/500.jpg
27-10-2020,"Proportion of people in England with Covid antibodies has fallen, study says","Figure has dropped by over a quarter in three months, fuelling concerns over reinfection",https://www.theguardian.com/world/2020/oct/27/proportion-of-people-in-england-with-covid-antibodies-has-fallen-study-says,https://media.guim.co.uk/f02dee87aee2713434f7d8d5d452bda9bc82565f/0_117_3500_2101/500.jpg
28-10-2020,Dashboard designed to chart England's Covid-19 response finds major gaps in data, Interactive tool combines statistics to help public understand complex information ,https://www.theguardian.com/world/2020/oct/28/dashboard-designed-to-chart-englands-covid-19-response-finds-major-gaps-in-data,https://media.guim.co.uk/6c17d20867ad9e0e3e33921548a97907b6a875a0/0_117_3500_2101/500.jpg
29-10-2020,Most black British children report experiencing racism at school,"YMCA poll finds 70% under pressure to change hair, 95% hear racist language and almost half think racism is biggest barrier to success",https://www.theguardian.com/world/2020/oct/29/most-black-british-children-report-experiencing-racism-at-school,https://media.guim.co.uk/da7a848ec438ae25669393fe10b81a277b5d90a3/0_248_5120_3072/500.jpg
30-10-2020,New Zealand votes to legalise euthanasia in referendum,"Results must be enacted by the new Labour government by November 2021, but second referendum on legalising cannabis fails to find support",https://www.theguardian.com/world/2020/oct/30/new-zealand-votes-to-legalise-euthanasia-but-against-legalising-cannabis-in-referendum,https://media.guim.co.uk/30472d68d04161e2dceca701d6c1809cff678acd/0_0_5000_3002/500.jpg
31-10-2020,"Italian cases jump by 31,000 in a day – as it happened","Italy also records 199 further deaths; US record surge killing nearly 1,000 Americans a day; Moscow creates vaccination network",https://www.theguardian.com/world/live/2020/oct/30/coronavirus-live-news-eu-at-risk-of-being-overwhelmed-by-covid-cases-rise-by-over-500000-for-third-time-in-a-week,https://media.guim.co.uk/7fd94b48389f47260b742107c942eb74ed447115/0_88_3072_1843/500.jpg
01-11-2020,Papua New Guinea to give $3m to unknown firm for Covid treatment,"Leaked document shows Niugini BioMed, established in August, will be funded by government to find a treatment from existing drugs",https://www.theguardian.com/world/2020/nov/01/png-government-to-give-3m-to-unknown-firm-for-covid-treatment,https://media.guim.co.uk/9ac666efa4af126bdb39d6eaa2f081b8e894f77a/0_118_3543_2126/500.jpg
02-11-2020,Allies turned adversaries: Samoa’s former deputy PM to challenge her former leader,The most stable democracy in the Pacific is undergoing a seismic political shift as the country approaches elections next year<strong> </strong>,https://www.theguardian.com/world/2020/nov/02/allies-turned-adversaries-samoas-former-deputy-pm-to-challenge-her-former-leader,https://media.guim.co.uk/4e2c87003242ce0d73cd2f5a15b36139a53a4ab5/0_5_2000_1200/500.jpg
03-11-2020,'Europe stands united': international leaders condemn Vienna attack,French president says his country shares ‘shock and grief’ of Austria; Italian PM says ‘no room for hatred and violence’ in Europe,https://www.theguardian.com/world/2020/nov/03/europe-stands-united-international-leaders-condemn-vienna-attacks,https://media.guim.co.uk/c694022d022deaf081ec315d4c4825fddf4efc04/0_120_5378_3227/500.jpg
04-11-2020,PNG police chief raises fears officers may have been raping women inside station,New provincial commander says he is concerned by allegations of rape and sexual assault by officers in Alotau Town,https://www.theguardian.com/world/2020/nov/04/png-police-chief-raises-fears-officers-may-have-been-raping-women-inside-station,https://media.guim.co.uk/fde5da4b63cb3bfda614b9c59c7efb34878e1932/0_200_6000_3600/500.jpg
05-11-2020,England enters second lockdown after MPs approve regulation, Theresa May abstains and Iain Duncan Smith votes against PM’s plan in Tory rebellion ,https://www.theguardian.com/world/2020/nov/04/johnson-accused-of-lack-of-transparency-as-he-appeals-for-unity-on-lockdown,https://media.guim.co.uk/90d376750448b7f3259eefe1f82d13ba89cd221a/0_0_3400_2041/500.jpg
06-11-2020,New Zealand narrowly votes no to legalising cannabis in referendum,"Yes campaign garnered 48.4% of votes, while the no vote won 50.7%, meaning the referendum does not pass",https://www.theguardian.com/world/2020/nov/06/new-zealand-narrowly-votes-no-to-legalising-cannabis-in-referendum,https://media.guim.co.uk/79966dad8e1a95e398827dd65dd17a24c07ddfea/0_0_4446_2669/500.jpg
07-11-2020,"France reports record 60,486 new cases; Russia saw 9,798 deaths in September – as it happened","France’s new infections more than 2,000 higher than previous record; Italy registers 37,809 new cases; Russia says Covid was main cause in 5,199 cases",https://www.theguardian.com/world/live/2020/nov/06/coronavirus-live-news-us-records-global-record-102000-new-cases-as-world-suffers-highest-daily-deaths,https://media.guim.co.uk/16a50e44bf24f92d68fc0a6d9eaa5d7622a2f0f9/0_56_3500_2101/500.jpg
08-11-2020,UK reports 413 deaths; Trump chief of staff tests positive for Covid – as it happened,"Latest UK figures show 24,957 new cases in 24 hours; Trump aide Mark Meadows has Covid-19; Poland registers record 27,875 new cases",https://www.theguardian.com/world/live/2020/nov/07/coronavirus-live-news-italy-begins-nightly-curfew-victoria-has-eighth-straight-day-of-no-cases,https://media.guim.co.uk/70788ae76e89b9d240cd08063f58cb8b1c8aec53/0_115_4664_2799/500.jpg
09-11-2020,New Zealand's rejection of legalising cannabis is a triumph for fear-mongering | Fiona Hutton,"As other countries make leaps and bounds in drug law reform, Aotearoa seems bound to the tired and worn path of prohibition",https://www.theguardian.com/world/2020/nov/09/new-zealands-rejection-of-legalising-cannabis-is-a-triumph-for-fear-mongering,https://media.guim.co.uk/955d03df991bdb53d1c2fc3a35f5173636590b35/0_199_4571_2742/500.jpg
10-11-2020,US passes 10m Covid cases as virus rages across nation,"US saw more than 100,000 cases per day for five days, and expert warns of 100,000 more deaths by January",https://www.theguardian.com/world/2020/nov/09/us-coronavirus-cases-near-10m-with-fears-more-deaths-weather-cools,https://media.guim.co.uk/32b7b93b968d4d702ee14ae12ca9120971f5a8f3/0_0_5124_3074/500.jpg
11-11-2020,GPs in England will scale back care to deliver Covid vaccines,"Family doctors will be redeployed to more than 1,200 new seven-day-a-week clinics",https://www.theguardian.com/world/2020/nov/10/gps-in-england-will-scale-back-care-to-deliver-covid-vaccines,https://media.guim.co.uk/752667a2203e5ded5dca60b8d304b08569b986cb/0_147_4500_2699/500.jpg
12-11-2020,Antibody tests bought by UK government 'less accurate than maker claims',Abingdon Health claimed test was 99% accurate but PHE puts its real-world accuracy at 84.7%<br>,https://www.theguardian.com/world/2020/nov/12/covid-antibody-test-bought-uk-government-less-accurate-than-makers-claim,https://media.guim.co.uk/292d0dd93a37941e83a3ed49dc0ec661f9f3f197/0_379_5689_3414/500.jpg
13-11-2020,Tribute work to New Zealand's most famous artist sold in London as original,"Auction house sold painting by John Robinson that was advertised as a work by Colin McCahon, including a forged signature and false date",https://www.theguardian.com/world/2020/nov/13/tribute-work-to-new-zealands-most-famous-artist-sold-in-london-as-original,https://media.guim.co.uk/d2acd2ad496acc1649b6b8ade617ee96adcb9eee/0_53_1600_960/500.jpg
14-11-2020,"Italy registers 550 more deaths; record daily cases in Germany, Sweden and Russia – as it happened","Italy also registers 40,000 new infections; Germany records 23,542 new cases; Russia reports its worst day for new infections; Sweden’s hits daily record",https://www.theguardian.com/world/live/2020/nov/13/coronavirus-live-news-quarter-of-deaths-in-france-linked-to-covid-as-us-tops-140000-daily-cases,https://media.guim.co.uk/0d9be79aeaa62753d44f6a19318be6e36577e019/54_163_3439_2064/500.jpg
15-11-2020,Packed crowds and euphoric leaders: Australia revels in Covid-free days,"After a grinding lockdown in Victoria and punishing border closures between states, Australia has arrived at something like normality ",https://www.theguardian.com/world/2020/nov/15/packed-crowds-and-euphoric-leaders-australia-revels-in-covid-free-days,https://media.guim.co.uk/cacb9596c27fa9646fc055a23e2dfc1036c69219/0_271_5568_3341/500.jpg
16-11-2020,New labs will more than double UK Covid testing capacity in 2021,"Facilities will allow 600,000 more PCR tests a day to be processsed, in sign end of pandemic is still months away",https://www.theguardian.com/world/2020/nov/16/new-labs-will-more-than-double-uk-covid-testing-capacity-in-2021,https://media.guim.co.uk/9c05ac5d1537c13ecc40c1c46ddaa339971772f2/0_117_3500_2100/500.jpg
17-11-2020,Solomon Islands government preparing to ban Facebook,Communications minister claims move is intended to address ‘abusive language’ but observers say it is linked to China’s influence,https://www.theguardian.com/world/2020/nov/17/solomon-islands-government-preparing-to-ban-facebook,https://media.guim.co.uk/1408de82fe3f6a12496321d53d1f0a8efb2fd3c3/0_0_7796_4680/500.jpg
18-11-2020,"UK, Italy and Spain record highest daily death totals since spring - as it happened","Italian daily toll of 731 is highest since early April, when country was in lockdown; Spain reports 435 daily deaths",https://www.theguardian.com/world/live/2020/nov/17/coronavirus-live-news-vaccine-progress-encouraging-says-who-south-korea-at-critical-crossroads,https://media.guim.co.uk/d5249858dbefb0719d8d25fb7c6bdc3950e076bf/0_275_5000_3002/500.jpg
19-11-2020,"Pike river mine disaster: 10 years on,  families mark painful anniversary",New Zealand and loved ones of the 29 miners killed mourn as efforts continue to recover their bodies ,https://www.theguardian.com/world/2020/nov/19/pike-river-mine-disaster-10-years-on-families-mark-painful-anniversary,https://media.guim.co.uk/a4a8e97521625c3d05d19e21a52644413b8f35a4/306_857_7105_4263/500.jpg
20-11-2020,"Remdesivir: don't use drug Trump took for Covid-19, WHO says",Agency says no evidence the intravenous antiviral works for severe infections,https://www.theguardian.com/world/2020/nov/20/remdesivir-dont-use-drug-trump-took-for-covid-19-who-says,https://media.guim.co.uk/277a8024586f31e7b2783cbee9f9fc52e64ca647/0_22_4056_2434/500.jpg
21-11-2020,Trials to begin in UK for Covid antibody cocktail drug treatment,Scientists say jab could be used to protect those who cannot be given vaccines ,https://www.theguardian.com/world/2020/nov/21/trials-to-begin-in-uk-for-covid-antibody-cocktail-drug-treatment,https://media.guim.co.uk/db18b8eb6b6d7e6d75c93e165e07eec75a3579c1/0_161_4928_2959/500.jpg
22-11-2020,Thai teenagers tell rulers: ‘You’re dinosaurs’,"Thousands of students continue to take to streets of Bangkok to demand reform of monarchy, government and education",https://www.theguardian.com/world/2020/nov/22/thai-teenagers-tell-rulers-youre-dinosaurs,https://media.guim.co.uk/029c54aa861e2331be6e2a511e7a4a4bf16da44b/0_394_6048_3630/500.jpg
23-11-2020,"John Key tells New Zealand National MPs: if you can’t quit leaking, quit the party",Former PM says opposition must put infighting behind it and abandon the idea that the public will simply tire of Jacinda Ardern one day,https://www.theguardian.com/world/2020/nov/23/john-key-tells-new-zealand-national-mps-if-you-cant-quit-leaking-quit-the-party,https://media.guim.co.uk/d75dcfa9f6bffe6f8755795df5b53e7558d6a411/343_150_2087_1252/500.jpg
24-11-2020,'Test to release' scheme will cut England travel quarantine to five days,Paid-for test option hailed as ‘light at end of the tunnel’ for struggling travel industry,https://www.theguardian.com/world/2020/nov/24/test-to-release-cut-england-travel-quarantine-five-days,https://media.guim.co.uk/91f3a71ce23e028db9ae158425c259a73149b800/0_347_3500_2100/500.jpg
25-11-2020,'Leave Nato': Justin Trudeau pranked by Russian duo posing as Greta Thunberg,"Vovan and Lexus strike again, urging Canadian prime minister to introduce them to South Park characters Terrance and Phillip",https://www.theguardian.com/world/2020/nov/25/leave-nato-justin-trudeau-pranked-by-russian-duo-posing-as-greta-thunberg,https://media.guim.co.uk/e1fa2fb0f4e03ef0b8f621fb81fdf5e75bc58a36/0_0_2500_1500/500.jpg
26-11-2020,Most of England to enter two toughest tiers when lockdown is lifted,Signs of growing parliamentary rebellion amid fears measures could stay in place until spring,https://www.theguardian.com/world/2020/nov/25/most-of-england-will-enter-two-toughest-tiers-when-lockdown-is-lifted,https://media.guim.co.uk/31816fc327a369457077dd233a44ea92a545c55b/0_338_6570_3942/500.jpg
