artist_image,artist_id,artist_popularity,artist_name,supergenre,genres,primary_genre
https://i.scdn.co/image/ab6761610000e5eb91bc18ece360bee56573115e,6s1SjCXRjeNAa3aRNiYROK,25.0,SHXCXCHCXSH,Techno & Trance,,dub techno
https://i.scdn.co/image/3073ab7e15e6520f5d06c614ca7f7ae9bb542786,0C8DyEeKMAOHPCLck0hwk0,14.0,Architectural,Techno & Trance,,dub techno
https://i.scdn.co/image/ab6761610000e5eb00620d736644d2359ce99430,7MhMgCo0Bl0Kukl93PZbYS,69.0,Blur,Rock,,britpop
https://i.scdn.co/image/ab6761610000e5ebdd24386203ce97cd25e97496,2vJObElaIZWYDLpiXiJMo9,49.0,Cornelius,Pop,,shibuya-kei
https://i.scdn.co/image/ab6761610000e5eb09566cd2ce988a550b7b40e8,47tuSUJMhsa3twW6wgKdIW,69.0,Nursery Rhymes 123,Novelty/Spoken Word,,lullaby
https://i.scdn.co/image/9d01e4e9aac39b891d684d3d1a5b3a451d7c72bd,6P7H3ai06vU1sGvdpBwDmE,69.0,Steely Dan,Rock,,yacht rock
https://i.scdn.co/image/ab6761610000e5ebbdcef92fa9ad2f50587f7b93,37IAmIFuCYtwhxQRlQisDg,30.0,Rezzett,Bass Music,,jungle
https://i.scdn.co/image/ab6761610000e5eb39d046b747ad13d7fbf6f041,4mtHSXwIHihO6MWNq5Qoko,41.0,Squarepusher,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433,3WrFJ7ztbogyGnTHbHJFl2,84.0,The Beatles,Rock,,classic rock
https://i.scdn.co/image/ab6761610000e5eb56f63027b942def9a21d26b3,1zm4Wf8g8vXufWAKhYtZvb,28.0,Martyn Joseph,Folk/Acoustic,,singer-songwriter
https://i.scdn.co/image/ab67616d0000b2732996bfa298c918fe241392f5,1t8gwZFUoJEM9nhSJxT7ks,56.0,Vicky Arlidge,Novelty/Spoken Word,,lullaby
https://i.scdn.co/image/ab6761610000e5eb5c385ecd497969da1e25c5ec,48hZklIMPklae2Mssfp8Cx,24.0,Scuba,Techno & Trance,,dub techno
https://i.scdn.co/image/ab6772690000c46cb6b06ad747c6d92a63f7a511,0HfxCluo7N2dhr4oRM0wBv,33.0,Luke Vibert,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/ab6761610000e5ebde7d242efba80dccd0066f57,7FEUkVfaBCIk5HQ6176Pnw,17.0,L.B. Dub Corp,Techno & Trance,,dub techno
https://i.scdn.co/image/30431961fe70b3a404c8cb90052cba1783bede91,4erwZm1JybuSPTUg5Bu7nT,23.0,Regis,Techno & Trance,,minimal techno
https://i.scdn.co/image/ab6761610000e5eb71169f759c8806e49153501f,4jfwVcXoNnfnU8xQBlSWn0,29.0,Martin Carthy,Folk/Acoustic,,traditional folk
https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f,7Ln80lUS6He07XvHI8qqHH,85.0,Arctic Monkeys,Alternative/Indie,,indie
https://i.scdn.co/image/1e24691a352233bbe989a311d921f17e7892a87e,4F7Q5NV6h5TSwCainz8S5A,59.0,Duke Ellington,Jazz,,jazz
https://i.scdn.co/image/ab6761610000e5eb4104fbd80f1f795728abbd59,4Z8W4fKeB5YxbusRsdQVPb,86.0,Radiohead,Alternative/Indie,,art rock
https://i.scdn.co/image/ab6761610000e5eb032d8d3f06bc8d200f4c5eb2,7kWwQAe9JnYNMk4kuEe73S,39.0,The Cactus Blossoms,Country/Americana,,americana
https://i.scdn.co/image/ab6761610000e5eb3cfb09a7764e1ad77e323c18,3iJJD5v7oIFUevW4N5w5cj,46.0,Arthur Russell,Pop,,art pop
https://i.scdn.co/image/ab67616d0000b273b165e01b90417f18fd7cecba,3H24Sx4OTtMrkpQlcpGLtu,23.0,Hexstatic,Ambient & Experimental Electronic,,trip hop
https://i.scdn.co/image/ab6761610000e5ebf12209577c38ece10694c454,7wDfZhaCORLgP3K62R3MJK,38.0,Mark Pritchard,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/ab6761610000e5eb9cd1336e9c6eb382444c0aa2,5ztBFCBEL7OtjdAt98RnD4,34.0,Fat White Family,Rock,,space rock
https://i.scdn.co/image/ab6761610000e5ebadcb7ec1c8731dd53d06323b,46Ce0QmI1mE2bl5VQ4P9N8,37.0,Lapalux,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/ab6761610000e5ebaa3c91d792eb520a5d58daa5,6kBDZFXuLrZgHnvmPu9NsG,66.0,Aphex Twin,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/ab6761610000e5eb888dd74cbfd6fbadc55468db,2eRdPaLHWAL4d1WcNUO9Vz,41.0,The Modern Lovers,Punk/Hardcore,,proto-punk
https://i.scdn.co/image/ab6772690000c46cd80104a844665f292c1c0eb4,33HLOae9rhJfw6Mh0e8g5r,22.0,Girls Against Boys,Alternative/Indie,,noise rock
https://i.scdn.co/image/d0f9136003814386988d37964be13b1da0b1c6e1,530Sdm7eqqzWBdDmILMgnu,57.0,Robert Palmer,Rock,,yacht rock
https://i.scdn.co/image/ab6761610000e5eb6b833f493e2da9f6eb7df476,0cyEKEh8fQkksmpwLBlZV4,44.0,The Fisherman’s Friends,Folk/Acoustic,,sea shanties
https://i.scdn.co/image/2508955aebc5043d449a2f33927e00824f3af7a1,5ahuBhk9Urv0iYLrNSbPRK,9.0,Grischa Lichtenberger,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/ab6761610000e5eb2f193c74ab4203899bc8771a,08F3Y3SctIlsOEmKd6dnH8,69.0,Yusuf / Cat Stevens,Folk/Acoustic,,folk rock
https://i.scdn.co/image/ab6761610000e5eb7d2e812e63d6df77ee087b47,4EVpmkEwrLYEg6jIsiPMIb,64.0,Fleet Foxes,Folk/Acoustic,,indie folk
https://i.scdn.co/image/ab6761610000e5ebce087a46152d40b1049e0238,37YzpfBeFju8QRZ3g0Ha1Q,51.0,DJ Seinfeld,House & EDM,,lo-fi house
https://i.scdn.co/image/d364b498f85ae764cd278fbba9a8ed7f00c3e434,5c3GLXai8YOMid29ZEuR9y,62.0,Nick Drake,Folk/Acoustic,,folk
https://i.scdn.co/image/a8f47addcc6d9b7c3d95346ca26146737f104e39,5E3H2KyR31E2Dj3K6vIUe9,22.0,Vladislav Delay,Techno & Trance,,dub techno
https://i.scdn.co/image/ab6761610000e5eb9122ffb7f5927600efb4e5a7,68i1l0GWQ5dwzAy1UVNHNw,22.0,Martyn,Bass Music,,uk funky
https://i.scdn.co/image/ab6761610000e5ebab1e305a3a59fe4c918828c6,1R84VlXnFFULOsWWV8IrCQ,57.0,Panda Bear,Rock,,neo-psychedelic
https://i.scdn.co/image/ab6761610000e5ebf08fcb657b41c021f46ce4a9,0VeQgI9lzgoOMszAOq0iml,26.0,Richard Dawson,Alternative/Indie,,art rock
https://i.scdn.co/image/ab67616d0000b27372bf04c352abad42affa2f3b,5aAjDF4uS2ft9fy9vjXWYv,26.0,Wax,Techno & Trance,,dub techno
https://i.scdn.co/image/ab6761610000e5eb0dd34ec8f956be0904d8717f,5MGxwE9JG5IA6uqswrgNL6,32.0,Beak>,Alternative/Indie,,krautrock
https://i.scdn.co/image/ab6761610000e5eb8adaa3bb54439327dbdde765,7Fo8TAyGJr4VmhE68QamMf,59.0,Talk Talk,Pop,,new wave
https://i.scdn.co/image/62116e668f48de61dfaa9d12e63e31876197a18e,3XHvzfKFZkSXEUiZE4WrIz,37.0,Michael Hurley,Folk/Acoustic,,anti-folk
https://i.scdn.co/image/ab6761610000e5ebce4d5d32d9cea72f886ddf88,6XYvaoDGE0VmRt83Jss9Sn,33.0,King Gizzard & The Lizard Wizard,Rock,,neo-psychedelic
https://i.scdn.co/image/ab6761610000e5eb4679f0c1c8f862730c0b5109,7x83XhcMbOTl1UdYsPTuZM,58.0,Tom Waits,Folk/Acoustic,,singer-songwriter
https://i.scdn.co/image/ab6761610000e5eb074ec37660609a56319046a1,71th4FPdhGaAHVeng0LfRt,21.0,Cavern of Anti-Matter,Alternative/Indie,,krautrock
https://i.scdn.co/image/ab6761610000e5ebe5aecb2a4e2bff9782f9e2f2,3Rj0tDHoX7C5NFq5DKIpHt,52.0,Stereolab,Pop,,art pop
https://i.scdn.co/image/ab6761610000e5eb1f7cd35c8b776712253cfe09,2iUVQjheBnvOt8vaBrxXJz,44.0,Cass McCombs,Pop,,baroque pop
https://i.scdn.co/image/ab6761610000e5eb187aa328ce74db49e1b28576,0Cioop2zjxXxtcPUme7R46,44.0,Matthew Halsall,Jazz,,jazz
https://i.scdn.co/image/ab6761610000e5ebda14e9addaecc34837650cf8,3dmSPhg0tdao8ePj4pySJ5,43.0,Tindersticks,Pop,,baroque pop
https://i.scdn.co/image/ab6761610000e5eb3672ae91ca0ff121dfab823d,6ZoRg8NnEtVmtUhgCTSCrn,38.0,Nadia Reid,Folk/Acoustic,,indie folk
https://i.scdn.co/image/ab6761610000e5ebcd1bb3562720521214eb29d1,1qiwaJwjKod5WhcYZ76O1B,42.0,Tim Hecker,Ambient & Experimental Electronic,,drone
https://i.scdn.co/image/ab6761610000e5eb94a8326675bfcafb20f0a235,6kACVPfCOnqzgfEF5ryl0x,74.0,Johnny Cash,Country/Americana,,classic country
https://i.scdn.co/image/ab6772690000c46c28b7f5e027e8e22f29324509,6FfC7T2cxMj6H7Q5mmqAYe,45.0,C.W. Stoneking,Blues,,blues
https://i.scdn.co/image/ab6761610000e5ebdc2ab0bb7fdaf3acb103d505,710FHFQeXKC6dZGCxt7kQh,38.0,Yussef Kamaal,Jazz,,nu jazz
https://i.scdn.co/image/6d664586ecdc88d561356cc14fc42c56db65590c,4XvKzACpcdk5iiZbWNvfbq,27.0,Monolake,Techno & Trance,,dub techno
https://i.scdn.co/image/9cc76fbf0436d94a80a2bd1dab2bd9d3329d4a5c,1uFixbBAduJkFAeRKznkvW,48.0,Albert Collins,Blues,,blues
https://i.scdn.co/image/cf3ab17e21b7cd3c5776c4d2046be2a3683bcc87,4rAgFKtlTr66ic18YZZyF1,43.0,Woody Guthrie,Folk/Acoustic,,folk
https://i.scdn.co/image/c533bf6f08a42119065d8c2171cdfa8e96720b4c,2VAvhf61GgLYmC6C8anyX1,56.0,Boards of Canada,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/f2e8830d60da4660b14c97bdc4570cfbd79ef573,2GHvHovCwFqoSUmIR8l16q,18.0,British Murder Boys,Alternative/Indie,,industrial
https://i.scdn.co/image/ab6761610000e5eb5533ce5711f95f0c436b30fe,7MSUfLeTdDEoZiJPDSBXgi,61.0,Brian Eno,Ambient & Experimental Electronic,,ambient
https://i.scdn.co/image/ab6761610000e5eb90c8b988fa6e6b40e0d0bf81,776Uo845nYHJpNaStv1Ds4,67.0,Jimi Hendrix,Rock,,psychedelic rock
https://i.scdn.co/image/ab6761610000e5eb965e16bd95a0e8085d1bd065,6RWjTQqILL7a1tQ0VapyLK,58.0,The Magnetic Fields,Folk/Acoustic,,anti-folk
https://i.scdn.co/image/ab6761610000e5ebbb7b34620040b2deefef3d3a,1oMiDFyAgmIzw9ZBQYHOJI,56.0,El Guincho,Hip Hop/Rap,,drill
https://i.scdn.co/image/ab6761610000e5ebf53947fccc7f9ace4d07a43f,0RUEHcBiENFEqxgicqS2ig,69.0,The Stranglers,Punk/Hardcore,,proto-punk
https://i.scdn.co/image/ab6761610000e5eb07cb4c66b99dffbd82328366,0sHeX8oQ6o7xic3wMf4NBU,57.0,Supergrass,Rock,,britpop
https://i.scdn.co/image/ab6761610000e5eb3eda7dfad1a38d40fa666790,1nOi03kPUAMbOCl4lX9Avp,28.0,Vril,Techno & Trance,,dub techno
https://i.scdn.co/image/ab6761610000e5eb34337c6e2c7674b7d9e63459,6qEM4txXHvfMbOUOK9L7pl,30.0,Ben Frost,Ambient & Experimental Electronic,,drone
https://i.scdn.co/image/ab6761610000e5eb6beec774288ec6211667e165,5AVGx9Dhw7OLeJ5at3Y19f,30.0,Valgeir Sigurðsson,Classical/Orchestral,,neoclassical
https://i.scdn.co/image/ab6761610000e5eba968b1bb3c46e65911d8bb8c,23NIwARd4vPbxt3wwNnJ6k,44.0,Parquet Courts,Rock,,post-punk
https://i.scdn.co/image/bfb61e8da152782920e42784c2a72eed8620afc1,5aygfDCEaX5KTZOxSCpT9o,50.0,Albert King,Blues,,blues
https://i.scdn.co/image/ab67616d0000b273eae5e0611e24bd190a710c3e,30ksgkjxAtOsW0Hixcx857,14.0,Jean Redpath,Folk/Acoustic,,celtic
https://i.scdn.co/image/ab6761610000e5ebda1661b56190449e92327438,20vuBdFblWUo2FCOvUzusB,55.0,David Byrne,Alternative/Indie,,art rock
https://i.scdn.co/image/ab6761610000e5eb8ae4656aec07cd8d43364630,1PSylklb2w06BAAHEtepqM,26.0,Surgeon,Techno & Trance,,minimal techno
https://i.scdn.co/image/ab67616d0000b2730a55711006e7b6a91c39b887,1dKzjmxVJw8SSE0LVxW2Dp,27.0,Mark Hollis,Alternative/Indie,,post-rock
https://i.scdn.co/image/153e0b9c0cd76cd151427bf919b9262252aec3d5,5ZBQea34QfBgEDkcGEKK2b,26.0,Late of the Pier,House & EDM,,new rave
https://i.scdn.co/image/ab6761610000e5eb6554f29133d7e27979e009d7,4M5nCE77Qaxayuhp3fVn4V,62.0,Iron & Wine,Folk/Acoustic,,indie folk
https://i.scdn.co/image/ccef506dcc1eafa2f44270918b3ba962e67ea3ad,6DCIj8jNaNpBz8e5oKFPtp,66.0,The Cars,Rock,,power pop
https://i.scdn.co/image/ab6761610000e5ebd78e5687c34374d0e53fb436,7qdsk0UXx2jCX7jbp6rxeq,39.0,The Black Dog,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/8691898841248ffbc5e984334879337c81a268fd,430byzy0c5bPn5opiu0SRd,57.0,Edward Elgar,Classical/Orchestral,,classical
https://i.scdn.co/image/22e04c92ba1cd4fe5fd07657b0999d88d3104663,0eiyrB0ET8AbrR5s6rrLJr,15.0,Glenn Branca,Alternative/Indie,,noise rock
https://i.scdn.co/image/ab6761610000e5eb7fef5bdae9cf2d63b2a3cfef,45xTmGxZwjTjf4hTshz27I,0.0,Zyggurat,Jazz,,nu jazz
https://i.scdn.co/image/ab6761610000e5eba33df21b20428ec26f36fe61,4dGVRIf2xj0JhawVheLiOI,39.0,Tom Vek,House & EDM,,new rave
https://i.scdn.co/image/ab6761610000e5eb78cd228d6fa1e379f0055111,51CANyDEIfgYt0mwLKCpZ6,19.0,Sandwell District,Techno & Trance,,dub techno
https://i.scdn.co/image/ab6761610000e5eb8730d411428fa1355d783ab9,19l0LTWOOkajQfbeCgps4F,6.0,Geto Mark,House & EDM,,chicago house
https://i.scdn.co/image/ab67616d0000b273a0292c98efda007877b76d04,2XhhAWeUOlrZnGOB7aKEI8,40.0,Aphrodite's Child,Rock,,progressive rock
https://i.scdn.co/image/85e8343b215c98ad063417ac2f6b63919557721a,52lBOxCxbJg0ttXEW9CQpW,57.0,Louis Prima,Jazz,,swing music
https://i.scdn.co/image/ab6761610000e5ebeb2f538487b6868a97f5a7fb,7gqsi6aBSkRMJoL9psKqMr,46.0,Bill Callahan,Country/Americana,,alt country
https://i.scdn.co/image/ab6761610000e5ebccfefff59d5ce6b22e3bd4e2,6Fr9aJBxyMOkTFF0b9JZrQ,30.0,Dave Clarke,House & EDM,,acid house
https://i.scdn.co/image/ab6761610000e5ebfcc1279f26b23c8b9663e7c7,7fh7bwX9qV60tLxxsp9bTe,51.0,The Durutti Column,Alternative/Indie,,art rock
https://i.scdn.co/image/ab6761610000e5ebe2d77385e1d818300405421c,44z1nVVXZE8d4njcQmQLWc,24.0,Objekt,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/1b4858fbd24046a81cace5ee18d19c868262b91f,5me0Irg2ANcsgc93uaYrpb,77.0,The Notorious B.I.G.,Hip Hop/Rap,,old school hip hop
https://i.scdn.co/image/ab6761610000e5ebbf8cc966a555ae62a85ba60d,1JYuWmfI1YsWKxb050RxRI,43.0,Piccolo Music,Novelty/Spoken Word,,lullaby
https://i.scdn.co/image/9522ef7cf99a1e848a6e3ae715b6a75472ca3d63,3uQ5cxFHxXddqPL58egs1z,44.0,Songs: Ohia,Alternative/Indie,,slowcore
https://i.scdn.co/image/6391390229a5fb88e8e0d71e3e942b427d12d9a8,1QL7yTHrdahRMpvNtn6rI2,66.0,George Frideric Handel,Classical/Orchestral,,classical
https://i.scdn.co/image/ab6772690000c46c3b055bc9f942f2ea1caf078b,0s2YIpNnjdf0FY4tNrF8Y4,33.0,Ricardo Villalobos,Techno & Trance,,minimal techno
https://i.scdn.co/image/ab6761610000e5ebbae8276dffd864ebac759b76,6v8FB84lnmJs434UJf2Mrm,71.0,Neil Young,Rock,,classic rock
https://i.scdn.co/image/ab6761610000e5eb9b3c987329c5ae6f4c586bb0,6ykfXAed2KOLOMI3R0TZdz,48.0,Art Blakey & The Jazz Messengers,Jazz,,hard bop
https://i.scdn.co/image/ab67616d0000b27383961d71047d2fd1aa981167,271yrFHlYsmEypN8j7oHbA,47.0,Tractor Ted,Novelty/Spoken Word,,children's music
https://i.scdn.co/image/5e1155c852578ddf5d2cfea94ccb3a8a65efa882,1Uff91EOsvd99rtAupatMP,69.0,Claude Debussy,Classical/Orchestral,,classical
https://i.scdn.co/image/ab6761610000e5ebd8cce56443e12b12abd46344,2Jv5eshHtLycR6R8KQCdc4,55.0,Grizzly Bear,Alternative/Indie,,indie
https://i.scdn.co/image/ab6761610000e5eb6e3962de81015dd7e5a22931,6DKmuXxXASTF6xaJwcTfjv,42.0,Spiritualized,Alternative/Indie,,neo-psychedelic
https://i.scdn.co/image/ab6761610000e5eb03ef469bbf290d048e6c521d,6g0mn3tzAds6aVeUYRsryU,59.0,The War On Drugs,Rock,,indie rock
https://i.scdn.co/image/b46a9ed709fc3b8052cd3c45c429b30cecbc6141,1mNcpWcrGRZUvSPgJDVCpS,33.0,Jonny L,Bass Music,,jungle
https://i.scdn.co/image/ab6761610000e5eb81fb61484553c2a921f8a8c6,16eRpMNXSQ15wuJoeqguaB,53.0,The Flaming Lips,Rock,,neo-psychedelic
https://i.scdn.co/image/ab6761610000e5ebca7b43a04db5d054b34b2430,6GV2xsgXl785KIfT2Vov6I,24.0,Imitator Tots,Novelty/Spoken Word,,children's music
https://i.scdn.co/image/ab6761610000e5eb5dda8aebf5c62ac352fec1ac,7rAD9Ws0ihREeDmgPS2ZL8,14.0,Lee Gamble,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/fc4e0f474fb4c4cb83617aa884dc9fd9822d4411,1Mxqyy3pSjf8kZZL4QVxS0,80.0,Frank Sinatra,Jazz,,christmas
https://i.scdn.co/image/ab67616d0000b273b50a4b794ae8e5e611fafebd,5mRwX0K1H5QmzEEGtvpHrG,12.0,Steve Murphy,House & EDM,,lo-fi house
https://i.scdn.co/image/ab6761610000e5eba5a2314afecf8af008298b80,2RhgnQNC74QoBlaUvT4MEe,58.0,The Growlers,Rock,,surf rock
https://i.scdn.co/image/ab6761610000e5eb78fe475b08691280726d1ac2,6J7tunc4bHIFmzTevQ2J6Q,52.0,Toddler Fun Learning,Novelty/Spoken Word,,lullaby
https://i.scdn.co/image/ab6761610000e5ebb4ddbc39706ef0f2ae0f7c9b,2DaxqgrOhkeH0fpeiQq2f4,82.0,Oasis,Rock,,britpop
https://i.scdn.co/image/ab6761610000e5eb5a1ed286c90e264ea77a0c61,5VF0YkVLeVD4ytyiyVSIiF,37.0,Dirty Projectors,Pop,,art pop
https://i.scdn.co/image/ab67616d0000b27316527ecf2808e6268f431422,6WbUlW1uuChmQumXueDmgp,41.0,Wes Montgomery Trio,Jazz,,jazz blues
https://i.scdn.co/image/ab6761610000e5eb145821caf17f98dfd9592b97,1ZsnHGOLYFg8CAHQQBc1ut,48.0,Richard Hawley,Country/Americana,,singer-songwriter
https://i.scdn.co/image/ab6761610000e5ebb6dd67b20cbb1d16fbbf6403,2VhVBXSB8n2KxuzKVZNxTY,23.0,Ought,Rock,,post-punk
https://i.scdn.co/image/ab67616d0000b2732f07b57e2b4a3760a2d2faa1,0tbuVFxbrGx2oiNbpetUGc,22.0,Underground Resistance,Techno & Trance,,acid house
https://i.scdn.co/image/ab6761610000e5eb28f5622994674caec36fd95c,39T6qqI0jDtSWWioX8eGJz,68.0,The Doobie Brothers,Rock,,yacht rock
https://i.scdn.co/image/ab6761610000e5eb23103c4c9519854178be08e8,3bg5rmICvmA8dmYVAdKGYH,37.0,Actress,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/ab67616d0000b273ff39e1c459aa3900ccb9de21,25e8CxfStX7gVfGIQL2qMd,18.0,Alexander 'Skip' Spence,Folk/Acoustic,,acid rock
https://i.scdn.co/image/b542192f4b32e380822bad75ec0faed56916ce04,2M0T4a1pkOC5nifN9W6e9e,30.0,LFO,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/ab6761610000e5eb7c3e821249e3b4455323cc6d,4TkCMPznXOjlsYLfzIU1rw,61.0,Geek Music,Soundtrack/Instrumental,,anime
https://i.scdn.co/image/d836d13cf7949b67c97010805b4a258e747e967f,1zrqDVuh55auIRthalFdXp,38.0,alva noto,Ambient & Experimental Electronic,,drone
https://i.scdn.co/image/ab6761610000e5ebe425a8cbd1fd88d26cc542a9,3AmWjMXXtBJOmNGpUFSOAl,47.0,Gang Of Four,Rock,,post-punk
https://i.scdn.co/image/ab6761610000e5eb3780daf28f22ed585d60a08c,2Ks1Z1scmEDZfaYaCS7Osj,46.0,Surprise Chef,Jazz,,jazz funk
https://i.scdn.co/image/ab6761610000e5ebc3cc7f45922b9adade39ef19,6ZjFtWeHP9XN7FeKSUe80S,71.0,Bing Crosby,Jazz,,christmas
https://i.scdn.co/image/ab6772690000c46c40d0480c9de69b9ece466e87,4NZM5xKuDpGc4vEHDwGO1Q,31.0,DJ Food,Ambient & Experimental Electronic,,trip hop
https://i.scdn.co/image/ab6761610000e5eb9bed9dd9939efc8842d1de29,5IxfhXIHjAOAqibxl90NZO,42.0,Monty Python,Novelty/Spoken Word,,comedy
https://i.scdn.co/image/ab6761610000e5ebd3c972dcebb8939e9095e934,1gfIkFZ4hIs2gETkRVaY68,37.0,Sons of the Pioneers,Country/Americana,,traditional country
https://i.scdn.co/image/ab6761610000e5eb9e2576943e27fcddc3bb3646,32ogthv0BdaSMPml02X9YB,62.0,The Cinematic Orchestra,Jazz,,nu jazz
https://i.scdn.co/image/9f9b40704e3361c93ea8a8b7a86a5d9ee755466e,1R6Hx1tJ2VOUyodEpC12xM,66.0,Jim Croce,Folk/Acoustic,,folk rock
https://i.scdn.co/image/dc3adee7fb091629778dfe814414c382b9e75644,40GTTHyDAFn0HJ1vsk7CYZ,27.0,Bari Koral,Novelty/Spoken Word,,children's music
https://i.scdn.co/image/0e774218850a3aafe46d27be91badece6b665a44,5BJa6TIqtoWm8QRRbfRmyt,24.0,Luke Slater,Techno & Trance,,acid house
https://i.scdn.co/image/71f1d9f48ea0176ccb1e4bea3925c39b4af9b3b5,4OrieSJUghNfNx5UuPCgxF,45.0,Robin Williams,Novelty/Spoken Word,,comedy
https://i.scdn.co/image/ab6761610000e5eb8004d3184eb89db0618772ed,7eYZSXnQVCODCVmTV8Hk2T,39.0,The Lemon Twigs,Pop,,baroque pop
https://i.scdn.co/image/ab6761610000e5eb8293ef63a5f666df243db068,3rVAnydRNnaQr24T3reJZg,29.0,Luke Abbott,Techno & Trance,,idm
https://i.scdn.co/image/207803ce008388d3427a685254f9de6a8f61dc2e,36QJpDe2go2KgaRleHCDTp,77.0,Led Zeppelin,Rock,,classic rock
https://i.scdn.co/image/ab6761610000e5eb0260b3499a99bad92a139c49,7aqjHeupqqWY9tPApz26Mf,18.0,Silvertwin,Rock,,power pop
https://i.scdn.co/image/c4c4c7443921a184b94743c6841af16eb0d9c5b3,5naKaYAyzzuPDsh4H2dwyT,24.0,Rrose,Techno & Trance,,dub techno
https://i.scdn.co/image/ab6761610000e5ebe456c0e91da965f7bfb90b60,02fDf7HEPtBZLtPzCyxSR2,17.0,Lanark Artefax,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/ab6772690000c46c15bb58a1f8637c91dd384618,72PnPUc1qv9UjRPaGVZ1jq,54.0,The Handsome Family,Country/Americana,,southern gothic
https://i.scdn.co/image/ab6761610000e5ebdf035e44ebd9ec9dbd2d8697,5CPQQs8WGfYZjEyRu3mkij,21.0,Soccer96,Rock,,space rock
https://i.scdn.co/image/6544e0228cb0d330f49b3af58d306f4bc7241a29,6LZGB6IfaSWrHqzIGJktBC,14.0,Lakker,Ambient & Experimental Electronic,,idm
https://i.scdn.co/image/ab6761610000e5ebddeeadc7793743f12a7a3959,01PnN11ovfen6xUOHfNpn3,54.0,Overmono,Garage & Breaks,,uk garage
https://i.scdn.co/image/ab6761610000e5ebb399c0fb7440577afe194eb5,4qG1qjeHfkASTdyRGbLWbV,35.0,FJAAK,Techno & Trance,,acid techno
https://i.scdn.co/image/e9d9b15654d3e95f09c723bab1deb041422160ac,3R2PskrehkwlPyDmz8OGq1,15.0,Sic Alps,Rock,,garage rock
https://i.scdn.co/image/d69c2cf10323bf08443c7d122f3a1824a760ab57,1nJvji2KIlWSseXRSlNYsC,61.0,The Velvet Underground,Punk/Hardcore,,proto-punk
https://i.scdn.co/image/ab6761610000e5ebe53304a3369f80f337e16e07,65mMkD9WW39U9Yadv0dWUF,39.0,Rolling Blackouts Coastal Fever,Alternative/Indie,,jangle pop
https://i.scdn.co/image/ab6761610000e5ebae05213e52565bfd7e7489b3,1GhPHrq36VKCY3ucVaZCfo,63.0,The Chemical Brothers,House & EDM,,big beat
https://i.scdn.co/image/ab6761610000e5eb44f7fa6d53b7e9dec2b5e34b,08Z0yhWGksNk3wceqlCeGE,27.0,Pangaea,Garage & Breaks,,breakbeat
https://i.scdn.co/image/11764844d1f4c66e266661ea9dce3e64285c8036,06egMm0xwc1DYUaApCCKiH,4.0,Nkisi,World/Traditional,,singeli
https://i.scdn.co/image/ab6761610000e5eb3c0a3cafde53be39a91f373e,2ooIqOf4X2uz4mMptXCtie,56.0,Neutral Milk Hotel,Alternative/Indie,,anti-folk
https://i.scdn.co/image/ab6761610000e5eb893b0f45ee2362b0805a4cdc,1PPpmEpuN1KrWNOBqrHeMj,29.0,Ultimate Painting,Alternative/Indie,,jangle pop
https://i.scdn.co/image/ab6761610000e5eb2222d60ba23f6b3bfaa9445b,5FQbU5Lrb4pFcW45ZgZzMx,29.0,Ducktails,Pop,,baroque pop
https://i.scdn.co/image/ab6761610000e5ebde28918be5176b9fbea8f471,15e0X6NuMsVuHi7AZhcfyI,30.0,James Holden,Ambient & Experimental Electronic,,gnawa
https://i.scdn.co/image/ab6761610000e5eb057068ad79970a943dc50686,2xLEV2jDreAOcpJXFNoXyt,45.0,Hurray For The Riff Raff,Country/Americana,,americana
https://i.scdn.co/image/ab6761610000e5eb47e877323b9ed3e02aad1499,7CdGfkCRgPhElnqy3HPJ4a,75.0,Super Simple Songs,Novelty/Spoken Word,,children's music
https://i.scdn.co/image/ab6761610000e5eb3e3e634435f477df50760eae,6gkWznnJkdkwRPVcmnrays,59.0,Sister Sledge,Funk/Disco,,disco
https://i.scdn.co/image/ab6761610000e5eb7e6dca959714339b69e9718d,6J7biCazzYhU3gM9j1wfid,71.0,Jamiroquai,Jazz,,acid jazz
https://i.scdn.co/image/ab6761610000e5eb4bbeb54a562d3de858825979,2jgPkn6LuUazBoBk6vvjh5,58.0,The Zombies,Pop,,baroque pop
https://i.scdn.co/image/ab6761610000e5ebd4b7f8e8b63977b63a3adb32,7AiamoV760pPGGM5PbOC6X,41.0,µ-Ziq,Ambient & Experimental Electronic,,idm
