  artist_popularity,artist_id,supergenre,primary_genre,artist_name,artist_image
72,7o95ZoZt5ZYn31e9z1Hc0a,Unlisted,none,Natasha Bedingfield,https://i.scdn.co/image/ab6761610000e5eb59bb5a8e6b7d6b4df92d32f4
18,6sa5l8ptzi13T7xIlU3XsD,Unlisted,none,Rachael Dadd,https://i.scdn.co/image/ab6761610000e5eb1b5926f0fa49996f91b68552
19,2a8NONYfrGgsdUUORy4rFa,Unlisted,none,Machine Woman,https://i.scdn.co/image/ab6761610000e5eb50389f21d35b3a5115efe3c1
32,0H4Rek6UJ2GpLm5HduQ9uv,Unlisted,none,Land of the Loops,https://i.scdn.co/image/ab67616d0000b2736ba011183f2bcfe2a6950b5e
30,3hZYcnuncZYCJzqO9pwpAK,Unlisted,drumstep,Shades,https://i.scdn.co/image/ab6761610000e5eb44012660746ab8527779032a
64,6mQfAAqZGBzIfrmlZCeaYT,Unlisted,none,Chaka Khan,https://i.scdn.co/image/ab6761610000e5eb87b0c6a4811964bd1b7d701f
20,28GmLYDzZIZWQChkzH1Mgy,Unlisted,none,Cheyenne Kimball,https://i.scdn.co/image/ab6761610000e5eb716c60c78c811f0903a681f7
37,4BO8wK4OAaFsi6PSzs366S,Unlisted,none,Ricky Eat Acid,https://i.scdn.co/image/ab6761610000e5ebb59b71c8e8bf4fdf8b85ce3c
49,6O3ZB5Cz5CNT3wQWouKcNJ,Unlisted,none,Carmen Twillie,https://i.scdn.co/image/f372f0bc303e9ebbcc49227f256428d52961ab9f
30,0AIim12jO78DuyyUYbHfAe,Unlisted,none,Shire T,https://i.scdn.co/image/ab6761610000e5ebf6d1ab4b9a993e2c7af41637
58,72VzFto8DYvKHocaHYNWSi,Unlisted,none,Hot Chocolate,https://i.scdn.co/image/dd72b50e171fb494dcbca05fe8958bcef84144d5
65,1vSN1fsvrzpbttOYGsliDr,Unlisted,none,Tori Kelly,https://i.scdn.co/image/ab6761610000e5ebb8b0504e27b895cca3981a1c
31,6xq7g0E52yq4y8Op9X82Uo,Unlisted,stutter house,TIBASKO,https://i.scdn.co/image/ab6761610000e5eba7e43eec2e40d18bcd69fa81
51,3fCQnw6VSudXBTN5d2QP2z,Unlisted,none,Gary Lightbody,https://i.scdn.co/image/ab6761610000e5eb7ddb04387d61f44573b82959
37,01Ru0hfWYNVxQHtFkvYY7r,Unlisted,none,Floating Action,https://i.scdn.co/image/ab6761610000e5eb67d772cc9fd5847677ec8bcd
0,5a8Y06JGE6jIOgBwCs7RKo,Unlisted,none,RHYS BIBI,https://i.scdn.co/image/ab67616d0000b273df76f301ab93403e963f9260
1,7d1xjDIoghWcgAkCANoCKe,Unlisted,none,Max Bygraves With Archie Andrews,
28,2zpEwiWTHCGrgFlkiepARL,Unlisted,none,Phil Cordell,https://i.scdn.co/image/ab6761610000e5ebc87c74b7e91126089497f14f
6,7IAOR9C0ax7e19MmW4Q8Zk,Unlisted,none,Noah Cline,https://i.scdn.co/image/ab6761610000e5eb39cfa1ba65680c7e0674e46c
10,6zUOCdZl6bwhPde0zG1c1s,Unlisted,none,Bop English,https://i.scdn.co/image/c1a923ec92e9480ed8dad16459ad5c088215bc70
6,6L918QEtLluHUOEoOVOkI7,Unlisted,none,Bryan Cox,https://i.scdn.co/image/ab6761610000e5eba269b773275ceef7203d163d
41,5XoM6cP8fQykllfuK5V5TR,Unlisted,none,The Bobby Fuller Four,https://i.scdn.co/image/ab67616d0000b2737808c94d787cfceb6b28f294
20,7o1ZMKgeiRZ8jDvDtGX7HL,Unlisted,none,Naomie Klaus,https://i.scdn.co/image/ab67616d0000b273a8a732975966054dfed1bf43
49,5670CyWrIOA7702gNjsGMZ,Unlisted,none,Manfred Mann,https://i.scdn.co/image/c06b9e6723a6ec5be9ac73454ef807e3e3e1f27f
44,6iyQYs37mRXLW04Z9NOnNT,Unlisted,none,Maurice Jarre,https://i.scdn.co/image/fa0c5cf8b7cba56919cce22b3b21ddf37f13ec30
2,2MEaD3yPu9VDkLyorJuq7C,Unlisted,none,30drop,https://i.scdn.co/image/ab6761610000e5eb0acd63b8ad068c4922ed600d
15,4suufHyoFCOPWuFgTdQVPz,Unlisted,none,BLACK GIRL / WHITE GIRL,https://i.scdn.co/image/ab6761610000e5eb7b9599d8c2b631fe005cc365
33,4eh3NWjKDBI81nFl9uhWtU,Unlisted,none,Mickey Hart,https://i.scdn.co/image/ab6761610000e5ebdfdb4a34017030af3c0b87c8
62,3K2zB87GZv1krx031en5VA,Unlisted,none,La Roux,https://i.scdn.co/image/ab6761610000e5eb209cc92e50bcfed40a6028e1
6,6oYcn2i1dq34wUi5HBIFCT,Unlisted,none,Oaktree,https://i.scdn.co/image/ab6761610000e5eb5a0b16557afb2b613c32180e
44,1G0Xwj8mza6b03iYkVdzDP,Unlisted,none,The Sugarcubes,https://i.scdn.co/image/a73646308028d5b5cd81d7eb28554a12686fc481
34,3O5v1qkExBx2B6i9WTWhOE,Unlisted,none,The Canadian Tenors,https://i.scdn.co/image/647da0024578eb2855d7576cfd54099f7ff3e055
3,4Vtor2uAebmqnTvLP1vb4p,Unlisted,none,Gaetek,https://i.scdn.co/image/ab6761610000e5ebb530b9412410498b1e72aea6
0,1U0ooypQ59GyKyj1smbLz7,Unlisted,none,Anima & Ennui,https://i.scdn.co/image/ab6761610000e5ebbbc8f63960ec4f0f7cc3ff7a
37,3tKmZgJAXrog8SnYpzWSbe,Unlisted,none,"Dave Dee, Dozy, Beaky, Mick & Tich",https://i.scdn.co/image/ab67616d0000b273bdfd941b38d27b6ddc3e7cd0
46,4iy3JrFlBLHPvXqN1OcQS1,Unlisted,none,Luis Bacalov,https://i.scdn.co/image/a961ac3d889ed95dc1a43991819ba42622147824
41,3gvT4Mc7kn54IUy08Y0Tr5,Unlisted,none,Sam Brown,https://i.scdn.co/image/ab6761610000e5ebd744c7eb0d2e0a922c367f5d
0,1fEDf2uzrvMRpkUifuP2p2,Unlisted,none,Badgerlore,
41,6nKfpz5OosWfOp3CnY0kvy,Unlisted,musicals,Michelle Pfeiffer,
22,43qPWPlDL5noyuCJKPKm6N,Unlisted,drumstep,Deft,https://i.scdn.co/image/ab6761610000e5eb3f140d494bf31bc4659cc021
35,6QNL63YF6rLawrWWhrrhYI,Unlisted,none,Jesse James Solomon,https://i.scdn.co/image/ab6761610000e5ebc1ae32f4a6a69691867a5efd
55,3zunDAtRDg7kflREzWAhxl,Unlisted,none,Eels,https://i.scdn.co/image/ab6761610000e5eb70fc0f8e1eece53e15f1db17
49,5PSWc8Y94zFsAtZlTe7ipI,Unlisted,christian country,The Statler Brothers,https://i.scdn.co/image/cb80bd63d8d6d986cc66292affea75e8bc07cd2f
73,2HcwFjNelS49kFbfvMxQYw,Unlisted,none,Robbie Williams,https://i.scdn.co/image/ab6761610000e5ebec4b5ff594ae3d7c5622cf23
64,7A9yZMTrFZcgEWAX2kBfK6,Unlisted,none,Huey Lewis & The News,https://i.scdn.co/image/ab6761610000e5eb8dfb95eb4902b28206963614
69,7ohlPA8dRBtCf92zaZCaaB,Unlisted,none,Crowded House,https://i.scdn.co/image/ab6761610000e5eb44cb4815148bd49c0a600b89
58,2i1IdHG5w0wiSmJGoqAGlj,Unlisted,none,Minnie Riperton,https://i.scdn.co/image/80230921f3d0c8bd777b39133506f3e103317539
28,0uo6UbyUYXbG4xBT7vBGSx,Unlisted,none,Wilma Archer,https://i.scdn.co/image/ab6761610000e5eb1f5fc794f24911920ad40040
52,7mlge4peaoNgzTsY6M32RB,Unlisted,none,Marianne Faithfull,https://i.scdn.co/image/ab6761610000e5eb4623ecf94362f5b6b28bab5e
74,4aKWmkWAKviFlyvHYPTNQY,Unlisted,none,Adrianne Lenker,https://i.scdn.co/image/ab6761610000e5eb5a7d5278cf9deda53119028c
2,0Qio0rUxu4zfzGDVNQDU5R,Unlisted,none,Leogun,https://i.scdn.co/image/ab67616d0000b273a6f06dfb1b9a52bd2c664e0b
33,24caHjJclAtCI8Ld7Az8l1,Unlisted,none,Jim Ford,https://i.scdn.co/image/0a36b5a160c37e95d883d7ccdc46ac460ca424ce
33,4IYYmybW7zLRFIPnOjBUUO,Unlisted,none,Frank Ifield,https://i.scdn.co/image/01ba128675f08fb0df31c4b449d03e713a651cf6
0,5jtp6zuEEszdXJCrdGx7s8,Unlisted,none,Hugo Moya,
32,0tYc0gVOzssZmLpVO6wh7L,Unlisted,none,The Thrills,https://i.scdn.co/image/604b6f65c9c82bc277768770dcf2b09cd827ef73
0,4523NI6nAmHz7N9IVtvFOJ,Unlisted,none,Turntable Hype,
48,1KeIof0zqga5ojkmOKg88P,Unlisted,none,Plastic Bertrand,https://i.scdn.co/image/ab6761610000e5eba5a2ce029483726a2f855445
28,6ccc2jvU6SYt0OyInCkIbG,Unlisted,none,Paul Robeson,https://i.scdn.co/image/9fd35b061a2df67cbd7bbc7f5520e1f08c016cbf
38,3iBuBivHItWMpdiVmLT0uB,Unlisted,none,The Sandpipers,https://i.scdn.co/image/7028ef2814990e38fee3068a199f51e60d8ed5be
37,52la6ts4higk3sqyFC3aTg,Unlisted,none,Novedades Carminha,https://i.scdn.co/image/ab6761610000e5eb5844bddd5074c1108c0c601c
46,6R6PqKFwzVPIePSH8BCKvf,Unlisted,none,Elia y Elizabeth,https://i.scdn.co/image/595e2921f242f62bd855961c5c3e2eec2e2114fb
0,1oBWYL2vgseWD4sjtypCQ8,Unlisted,none,Kurash Sultan,https://i.scdn.co/image/ab67616d0000b27388ee32daba0107092bf15886
39,6fimwBQkUgYS2HweErgxN5,Unlisted,none,Anika,https://i.scdn.co/image/ab6761610000e5eb098d11648a891cb1a115c650
36,7rtLZcKWGV4eaZsBwSKimf,Unlisted,rock and roll,Billy Fury,https://i.scdn.co/image/ab67616d0000b273c86bd1f140b5d5005544d790
20,1zFFPge0OhBC34dMGOrvcT,Unlisted,none,The Hundred In The Hands,https://i.scdn.co/image/7f110155cf954e19622c1f3aecedccf31bb5fe9f
61,4ULO7IGI3M2bo0Ap7B9h8a,Unlisted,none,Teyana Taylor,https://i.scdn.co/image/ab6761610000e5ebf4cee208869b5b41ddf9c97b
28,5xYs3nRDPg3VZukPlhjAlW,Unlisted,none,Back II Black,https://i.scdn.co/image/ab6761610000e5eb229d4288b9ea3b9e3e16da62
27,7oht1HPKaMDnuALYWZHgtV,Unlisted,none,John Leyton,https://i.scdn.co/image/ab6761610000e5eb7effdf9cfc887f39469c8ffb
15,28GtJHVA8ARidEYFWX0tiG,Unlisted,musicals,Joe Carroll,https://i.scdn.co/image/ab67616d0000b2738145f3afe703233d859d5e7f
61,771qBvjnXOH9Azr6lKy6FB,Unlisted,none,Michael Sembello,https://i.scdn.co/image/f545777994a61365718ca313df3a6b7f754d38ce
14,24CJU16EbtzMYQWicTXNDR,Unlisted,none,Zina Goldrich,
2,1zDGZ8MFqGZ2ET428hd68O,Unlisted,none,The Eccentronic Research Council,https://i.scdn.co/image/ab67616d0000b273766c4ca12c7019da2fcf7d39
48,1gkcZQArk5rV8uBwG8y5FX,Unlisted,none,Amy Adams,https://i.scdn.co/image/eb75e4c21bda45df023d29471e188fb6e9eb0bf2
62,2oQJQUIpJFFnfKvHJA0xBu,Unlisted,orchestral,The City of Prague Philharmonic Orchestra,https://i.scdn.co/image/ab6761610000e5eb8c6007c4950dd2361e50be9a
47,0epidpyARaIPmKpFUwcgnJ,Unlisted,none,Sex Bob-Omb,
82,5YGY8feqx7naU7z4HrwZM6,Unlisted,none,Miley Cyrus,https://i.scdn.co/image/ab6761610000e5ebf4cccd14ec026038d713e353
0,3egGg0DkCVYwuDmtwzIbDs,Unlisted,none,0=0,
49,71wy5iisVKXLZgoPxdFi8A,Unlisted,musicals,Les Misérables Cast,https://i.scdn.co/image/ab67616d0000b273170e79548d280867ef12742b
28,1lrPNYVtvuiB3lmOjbyJc9,Unlisted,musicals,Faith Prince,https://i.scdn.co/image/ab67616d0000b273635ef9e3070c39ccafeb5bbd
37,5Q8gM5SMBT2LAoZ5LzqAvH,Unlisted,none,Frank Black,https://i.scdn.co/image/ab6761610000e5eb073898fc874df2fda5624f89
63,2sd9Q3r0Jhqpe3w9WVuG43,Unlisted,none,Crystal Waters,https://i.scdn.co/image/ab6761610000e5ebf391dcee5336bb3d0e429a7d
50,3UpIbyXfGzmHG6TMH4dJEk,Unlisted,none,Aimee Mann,https://i.scdn.co/image/ab6761610000e5eba7a33e1bce1d8c9b6a173d6a
39,5Rr15NSbi1Xjno1AEP9u21,Unlisted,none,Dan Croll,https://i.scdn.co/image/ab6761610000e5eb7bf2565ac21c50a07050c2e5
0,1Ok9uJhfJ0cOQB3IPHeHYF,Unlisted,traditional music,Tarentule,https://i.scdn.co/image/ab67616d0000b27308536f11cc60480685b18138
41,7m63GptZSke3jGqCxR4rom,Unlisted,none,Brutus,https://i.scdn.co/image/ab6761610000e5eb62e0938cf0822beda02e8477
4,3Vq2jaIAqMDl7bKB3UcHTt,Unlisted,none,My Latest Novel,https://i.scdn.co/image/7249d5b09534e995c3c8852530e317955a28cd9b
22,0ow3Ac8tlahUoDVXbRuaRy,Unlisted,christian country,Jimmie Davis,https://i.scdn.co/image/ab6772690000c46c6a62b3ed4a66784c09ee2e8d
33,6G39Gakqv1r26pZzijSWti,Unlisted,christian country,George Hamilton IV,https://i.scdn.co/image/2b1c6d4461977f2bca2f51fce53cf1aab6708b1c
14,0GkDenXPntgMBSzRZab1JM,Unlisted,none,Loveshadow,https://i.scdn.co/image/ab6761610000e5eba059df10b48d61d07ca0012f
35,6ztZs0FOUv1FqwSxsj11R3,Unlisted,chanson québécoise,Jean-Pierre Ferland,https://i.scdn.co/image/ab6761610000e5eb72930ae8f479f987fe0c24c0
16,17n6UvOtuUQsCeotfPe8KS,Unlisted,none,Meursault,https://i.scdn.co/image/ab67616d0000b273bbad85698155503d9d3fb2da
21,3UaqlbNBzQzIYq0K1RMScu,Unlisted,none,Los Rockets,https://i.scdn.co/image/ab67616d0000b273cf1e0f50d08f84901dd85109
75,4yvcSjfu4PC0CYQyLy4wSq,Unlisted,none,Glass Animals,https://i.scdn.co/image/ab6761610000e5ebeb2cc96b0ed023c5e3675b6f
5,2uiBUFM6ifJQVNkmSGtrPR,Unlisted,none,Th Blisks,https://i.scdn.co/image/ab6761610000e5eb26e868fd2a542cd6e79b8ec6
53,5PHOUKyz1tjA3vaDPIIVE0,Unlisted,none,Armando Trovajoli,https://i.scdn.co/image/7b492a5d583bf56c75835e4cd1d85d18a9e31b22
60,2TzHIUhVpeeDxyJPpQfnV3,Unlisted,none,Katrina & The Waves,https://i.scdn.co/image/733bf3eb9178fd24dbce4a9a5ec64d0c870ea822
42,1tchnux34dr1K8VevCDxPn,Unlisted,none,Guillaume Poncelet,https://i.scdn.co/image/ab6761610000e5eb73fa1705c2e4dcae27d294f9
49,27jRNjIvlUcGN7FBRDnqhp,Unlisted,none,Matt Berninger,https://i.scdn.co/image/ab6761610000e5eb2c1e6ba3faf47eb782ccd497
12,5zgSa1p65tKQvIEAKqwlPg,Unlisted,none,Sir Harry Lauder,https://i.scdn.co/image/ab67616d0000b2736f6b3250666915a7e7713be6
18,2TI0KeX2tlQh8g6urDeufh,Unlisted,none,Blackfoot,
34,0dV9xcjrW5YwkxG3gEBhRx,Unlisted,none,Martin Short,https://i.scdn.co/image/ab67616d0000b273dfad5518182eefd76fcdc556
24,1KKpoCjkEc0b0vAuiMe2uT,Unlisted,latin afrobeats,Alex Figueira,https://i.scdn.co/image/ab6761610000e5eb82b1e5a12449c4d53987d65e
2,4pD9Gun18RljQZ96lrddck,Unlisted,none,Machine Gunners,
33,4o6gglPeg2GgT0FYDtzFeF,Unlisted,none,Clap! Clap!,https://i.scdn.co/image/ab6761610000e5eba6081a1f26d01f0ab4f3d955
36,5Ly0z60jjgsY4rkmjRFtPS,Unlisted,none,Elkka,https://i.scdn.co/image/ab6761610000e5eb4bfea8a1148d4f601dc9aa43
33,7w5cbnOLouZ5bGFvwIF5Ff,Unlisted,none,infinite bisous,https://i.scdn.co/image/ab6761610000e5eb9b6c70d54d39ac29ce7ef7d9
46,0exhrQcReCdr11oPbOh22M,Unlisted,none,Deaf Havana,https://i.scdn.co/image/ab6761610000e5eb4f1ffb95e8bfbb6df8373b7f
34,3LtYMPncqtiugGwOuuLq3h,Unlisted,none,"Baddiel, Skinner & Lightning Seeds",https://i.scdn.co/image/ab6761610000e5eb11e6ef7a8e7a6b79f6ca91e5
23,1PCSZ5DaA1s1gpz2sKmnDr,Unlisted,none,Disney Channel Stars,
10,302BGj6HLRd3ZDZmX0U3Be,Unlisted,none,The Lady Machine,https://i.scdn.co/image/ab67616d0000b2732167069de856c5c503c1f7c3
45,1nSRa2YjjFWJLHGKM07oGQ,Unlisted,none,Blaque,https://i.scdn.co/image/ab6761610000e5eb4cbb82c4bbbbe571d0f0b515
48,3KGQvnOoqUHi3KxKQMZtXr,Unlisted,none,The Box Tops,https://i.scdn.co/image/756148625f8fedb1e713964caf175edd96d504d8
79,6S2OmqARrzebs0tKUEyXyp,Unlisted,none,Demi Lovato,https://i.scdn.co/image/ab6761610000e5eb42d7061876b87861d7c8f3fb
44,3fWTFntAThCp6vaoGjD71D,Unlisted,none,Enfant Sauvage,https://i.scdn.co/image/ab6761610000e5ebcbefd4e8b3fcf1b37a11d5e7
69,6ogn9necmbUdCppmNnGOdi,Unlisted,none,Alanis Morissette,https://i.scdn.co/image/ab6761610000e5ebf6a97342ccd47692b7cdf8c0
37,7y1GT7SdgGiFLWoktv2TSw,Unlisted,none,BBMAK,https://i.scdn.co/image/ab6761610000e5ebe2948aab960eb3f03d7892b3
31,00hKB8cu5lyBE35ilxyP7v,Unlisted,none,Lillix,https://i.scdn.co/image/14449ceb4131a274ce92bf56306356cddea53349
53,4zxH2Yu5AvPNRdEDBz120D,Unlisted,variété française,Véronique Sanson,https://i.scdn.co/image/ab6761610000e5ebfb179ff556140f849efa9ddb
67,4Fgf6RvuWpiwDXSE7Vammx,Unlisted,none,George Martin,https://i.scdn.co/image/5aa5e5e3b2caae03c5a8ebdd2a60d7d717275e46
1,7qN4J9VgDR2OFKJTdEVOqQ,Unlisted,none,Magnet,https://i.scdn.co/image/ab67616d0000b27382ba0a36c7dfdcb4b98826a8
33,2RWgO3s8UmCP8tG1kTFFzF,Unlisted,none,Jimmy Carter and Dallas County Green,https://i.scdn.co/image/ab6761610000e5eb26d7bd98bbcd949b06d70b14
40,5uxkcHbgyNbyzq1nyChvCa,Unlisted,none,Sandie Shaw,https://i.scdn.co/image/ab6761610000e5ebb46e6930003cf283bfe0aec7
24,6DwtKOBE3ubTsXyRX7wiUz,Unlisted,none,Tom Robinson,https://i.scdn.co/image/ab6761610000e5eb2f74248ba07cf80000029fe9
26,7oAhOpIfgNbM7IGlUwkOAV,Unlisted,none,Claudio Simonetti,https://i.scdn.co/image/ab6761610000e5eb7641c13b0c6b3a284a241cd0
21,1dltH13STs72NOVycFeamM,Unlisted,none,Rexy,https://i.scdn.co/image/ab6761610000e5ebd3c39303f5bd573d8ad049aa
8,0rMjC98w4mx0XqSsBt3Vfw,Unlisted,none,SPAZA,https://i.scdn.co/image/ab67616d0000b273811b4fffadb7da710a833ea3
22,2GfwNBU0jeY3MkaxjkoZzo,Unlisted,none,Elvis Costello & The Imposters,https://i.scdn.co/image/ab6772690000c46c6b9db902dcb78f1f70585c42
0,6XDMfPEILvE18HeIbD8H8G,Unlisted,none,Eric Burdon,
13,2UyNtB2SNJhTnCcuLATDXJ,Unlisted,none,J. Roddy Walston,
26,4zDG2kkm3SmF383uO3Hgo8,Unlisted,none,Martin Rev,https://i.scdn.co/image/d6ec13a921da13970b5c61889003658c02def19c
22,2VaniQ30BeId1MM6RzmHNc,Unlisted,none,The Scaffold,https://i.scdn.co/image/ab67616d0000b273d50677cc46d58d47234e2d5a
31,1wCc2Wgga1H8C7u57pcqYk,Unlisted,none,Freddie & The Dreamers,https://i.scdn.co/image/b33fe20077c80ab2fcbed930634eeb8d76a231bc
18,3IQ7smN25mo56K9Xm6YqKj,Unlisted,none,Dominic Harlan,
42,08avsqaGIlK2x3i2Cu7rKH,Unlisted,none,Keith Richards,https://i.scdn.co/image/a13eee07307adc70fe177f0fa73e935cb909afe6
44,1tttI1iC4FsS6BM5l38oe5,Unlisted,none,Marmalade,https://i.scdn.co/image/ab67616d0000b273ab1c33a1fdf13ba70164bb48
68,4EzkuveR9pLvDVFNx6foYD,Unlisted,none,James Bay,https://i.scdn.co/image/ab6761610000e5eb58d57084e75247d33ce25eaf
33,3Ps27dDfvubd75rh5A0wz9,Unlisted,uk r&b,Honeyz,https://i.scdn.co/image/ab6761610000e5eb6b5dd0c5529725e9d17c81d4
43,7Eshpryyi2F9Jg0ixaysNn,Unlisted,none,Kuana Torres Kahele,https://i.scdn.co/image/6b20824818f3a93c91e8e1146623fb2df8ffbf99
30,7xwppARWdjgnJSKLhbGzFc,Unlisted,none,Ryley Walker,https://i.scdn.co/image/ab6761610000e5eb06e83dcf3d80ed38779f55fb
53,2NqgE99Ll5vOTvmbN7O2R6,Unlisted,none,Boy & Bear,https://i.scdn.co/image/ab6761610000e5eb0fe99c60e94cf0fa9e140f88
50,0ap24Mjt6qlze8v667KlaF,Unlisted,none,Ten Sharp,https://i.scdn.co/image/ab6761610000e5eb5c81c079bfb4f6811a78c8f2
52,3ZKyADicHqelBDeADLutiu,Unlisted,none,Flyte,https://i.scdn.co/image/ab6761610000e5eb5aa349a85ed95ae0f5ae37ac
53,1yMYjh77WgOVafRkI50mim,Unlisted,none,Wilson Phillips,https://i.scdn.co/image/9101beb98984fddaf5f65b6e918370ccea6d11da
41,2uxy7shOeojRrRr9EwD2t7,Unlisted,latin indie,Mi Amigo Invencible,https://i.scdn.co/image/ab6761610000e5eb070b9627e21a9b63d18242c9
32,4RozeU8Gb3RQ9qqsEbf3JT,Unlisted,none,Anna Domino,https://i.scdn.co/image/ab6761610000e5ebc54871fd5f9c84b829cdf85d
55,0nIyPY7J7G68WgQEOLHn0x,Unlisted,musicals,Anne Hathaway,https://i.scdn.co/image/09f4a0a499359540e40075f8e912d7c3e94bc4a6
92,6qqNVTkY8uBg9cP3Jd7DAH,Unlisted,none,Billie Eilish,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da
37,6CLayzfExGy0fSn5IT0aX4,Unlisted,uk r&b,A2,https://i.scdn.co/image/ab6761610000e5eb1f618c021f274f1e2facac22
42,6Nii4K84ZzBZS8X2MP8c9t,Unlisted,cold wave,Black Marble,https://i.scdn.co/image/ab6761610000e5eb8cdcb891fdaf8bf5cd6001c9
46,6XZYAWJLL8UIbxAqjKj3cg,Unlisted,none,SOHN,https://i.scdn.co/image/ab6761610000e5eb4ea5a275c6d5480e20edb4e2
0,3UcqhHuevCjo9XHneXhoiD,Unlisted,none,Michael Olatunji,https://i.scdn.co/image/ab67616d0000b273d49c76ac6d8967b6eca6f7c7
43,59IPo3F7aZifhZtHnoGHbo,Unlisted,none,Heatmiser,https://i.scdn.co/image/ab6761610000e5eb96b0839181282e3ddcb8934a
59,3o1cwVQfiDWafhYA02k13C,Unlisted,italian trap,Crookers,https://i.scdn.co/image/ab6761610000e5eb21e6c818fa5506891944a779
1,3g7CYgIAN21cwqiY48BY50,Unlisted,none,MGUN,https://i.scdn.co/image/005a986996e4f31b0a07f8459b612fd30f5c36e7
28,1pW42WHCsBicnNoBkcbD7i,Unlisted,none,Max Pope,https://i.scdn.co/image/ab6761610000e5eb1613f105cf36e74326f8241f
63,37hAfseJWi0G3Scife12Il,Unlisted,none,City Girls,https://i.scdn.co/image/ab6761610000e5eb5d4891c63de9b0b74a4b7b9e
27,4p8paFuSiFNTvYFXNr5kIr,Unlisted,none,The Sleepy Jackson,https://i.scdn.co/image/f89fe4db332c8f4be68ee1989ae017aab8c2df52
52,71lGEtP9qYXDsSXjfexTqO,Unlisted,none,Sonny & Cher,https://i.scdn.co/image/ad4df17118081886d4b98d847f8e6a4ae3d23417
56,4hf3caW9H8uFwwbv5pFjcg,Unlisted,none,Jake Bugg,https://i.scdn.co/image/ab6761610000e5eb820b99abb2afb55ac00a1ecc
35,1aIozCeQrpKipbEdkGtr0j,Unlisted,none,Paul Heaton,https://i.scdn.co/image/ab6761610000e5ebc599eff48c869816106f87af
35,2gzxBoK71ohENPlxlshHV7,Unlisted,none,Jerry Paper,https://i.scdn.co/image/ab6761610000e5eb051fe6b1ac019719685e86eb
61,3Y10boYzeuFCJ4Qgp53w6o,Unlisted,none,Scissor Sisters,https://i.scdn.co/image/ab6761610000e5eb064aceda61eac4b617a9ad3f
27,0W8ZVf53GqJkTOPRWQaaBq,Unlisted,none,CHLOE (Thévenin),https://i.scdn.co/image/ab6761610000e5eb4e4e54a225a8db107337c3be
12,47ZuSTG3WQaDWkCLc2BhSt,Unlisted,none,Salvador Bacarisse,https://i.scdn.co/image/ab67616d0000b273ccf82409023dc70ed1f86f5e
1,4SqRQprhiFuELVUXfe3Lct,Unlisted,none,Frisky & Mannish,https://i.scdn.co/image/ab6761610000e5ebd6c6d613e9cb416e4f642fb2
80,2uYWxilOVlUdk4oV9DvwqK,Unlisted,none,Mitski,https://i.scdn.co/image/ab6761610000e5eb4bdb3888818637acb71c4a13
31,5nfow6tv4Dtm6K4WHzczBI,Unlisted,none,Catey Shaw,https://i.scdn.co/image/ab6761610000e5eb380eada5d80ba33def8f791b
61,1W4itxt3vwhmrgLEBuVHJ6,Unlisted,none,Vundabar,https://i.scdn.co/image/ab6761610000e5ebedebd091e0dfedc99014eaeb
17,3KC0ek7g2xpRg2ET1gn2nv,Unlisted,none,Dave Davies,https://i.scdn.co/image/ab6761610000e5ebf7ef3e14f119b6551611abf2
12,6FyQbvzBZlMmCliciKIufF,Unlisted,musicals,Christopher J. Hanke,
35,207WozQ2u38q4rRu9quqMU,Unlisted,none,Marcellus Juvann,https://i.scdn.co/image/ab6761610000e5ebd92dd325524283ad84b5b060
55,5rIhaCHkbFVvLJpKHWwOJD,Unlisted,none,Charles & Eddie,https://i.scdn.co/image/ab6761610000e5eb152ed62e8d7fe6c589bc404b
34,3qM2kgxt87sXgP2ytxZZv2,Unlisted,none,Flo Morrissey,https://i.scdn.co/image/1b507f599929d3599f337fc509f6cf3fbfc7e523
0,4eBB5kWqRRjclVVoLHGZol,Unlisted,none,Howard Keel & Brothers,
5,2LmkgfMMLXdQiJQSRRoxKY,Unlisted,none,Louis Prima and His New Orleans,
59,7MoIc5s9KXolCBH1fy9kkw,Unlisted,none,Japanese Breakfast,https://i.scdn.co/image/ab6761610000e5eb679cee0110b7cc128a496431
0,03GwqabFQElK6JBysfXNy0,Unlisted,none,Richard M. Jone's Jazzmen,
37,5UCLo0DwCef9lexQS5bzhb,Unlisted,musicals,Orfeh,https://i.scdn.co/image/ab6761610000e5eba88259eeccace46f252b858b
47,5ukRxzaJiJLe6khkJeIHOn,Unlisted,none,Martin Phipps,https://i.scdn.co/image/ab6761610000e5eb3f0c8c329f1f970291497aad
2,3MKpIxwzJctX6ol1ieC56M,Unlisted,none,Sassieon Dupris,https://i.scdn.co/image/ab6761610000e5ebd663871159d446a07a2493d8
48,7dedWAqd0IKTdCiqiadUrV,Unlisted,none,The Seekers,https://i.scdn.co/image/ab6772690000c46c0634580ab7bf302607d36b08
1,4NZdYuSlqlg56KtQCeTb5W,Unlisted,none,Kid Ory's Sunshine Band,
39,1wUmdemiR9Dxw8A2el365A,Unlisted,none,Stalley,https://i.scdn.co/image/ab6761610000e5ebfd2c7dd9ef0305c04dd9eab7
47,6g4QFMHc4H90YskTtuVItO,Unlisted,none,Touch & Go,https://i.scdn.co/image/ab6761610000e5eb4d4881eac5cefe26365cc528
