,artist_name,artist_id,artist_popularity,artist_image,genre
74,Christopher D Ashley,2PRitPunjUVIiBhD4LCVOW,0,https://i.scdn.co/image/ab67616d0000b2732e12eed3c81fa54f14d649f2,['new rave']
75,Classic Klezmer Trio,1Mq20TKTSGsIPw9HzGH9eS,0,https://i.scdn.co/image/ab67616d0000b27344721b3891ca37678cd2691e,"['Jazz' 'Folk, World, & Country' 'Klezmer']"
76,Classical Guitar Samplers,2x4pVpzxxhOD5yFyb0wEqS,0,https://i.scdn.co/image/ab67616d0000b2730c844c10eee6e213de917c83,[]
77,Cloudboy,61ABKqhBpwJI7qynjyhbY2,0,https://i.scdn.co/image/ab6761610000e5eb03b0cdeb5c0c334e02219dda,['Electronic' 'Downtempo' 'Abstract']
78,Clouds For Sale,4QLgJ7a3lBC4ZCe3nQWfyu,0,https://i.scdn.co/image/ab6761610000e5eb1ad0532a349867d177706a4f,[]
79,Comb the Desert,1QojbDDcN0rLTdDdxE8Zss,0,https://i.scdn.co/image/ab6761610000e5eb3d672be7754362896a88440e,['Rock' 'Punk' 'Hardcore' 'Grunge']
80,Crispin Hunt,0OjccKNy9xWK8vJt2r4Hfg,0,https://i.scdn.co/image/ab67616d0000b27371bddcefbaf87768bef80886,['alternative dance' 'trip hop']
81,Cross Jordan Singers,1hMTiRk0z0lsiH5GawNGdO,0,https://i.scdn.co/image/ab67616d0000b2730ccdba2f3628608f38581398,['Funk / Soul' 'Gospel']
82,Cyborg 95,1oLuIJGoRWhYTfA1h8RM5J,0,https://i.scdn.co/image/ab67616d0000b273fe024ecd0a2180c2358e7139,['Electronic' 'Electro' 'Techno']
83,D-Ana,4ZW4SmmJzm6bCv4zGybTSp,0,https://i.scdn.co/image/ab67616d0000b273f954662c455c7f279af0c749,['indie r&b']
84,DJ Jacopenji,3ulEyzsbDegiYAmL2Ney01,0,https://i.scdn.co/image/ab67616d0000b273ddf5924311b6512ce5409c4b,[]
85,DJ Kron,1uwWu8oLWOOYIgpZQL9urI,0,https://i.scdn.co/image/ab67616d0000b2730352205531209abd31b25bfa,['Electronic' 'Hard House']
86,DJ Residue,764orTWgcOrgj61Gc1Jw6b,0,https://i.scdn.co/image/ab67616d0000b27365bdcf901ca9a662ca4dfdc5,['experimental']
87,DMG,2nxofaRKzUgrwnWseuVzcW,0,https://i.scdn.co/image/35caee82bb4c9637aa089a09679b0054a18264f3,['frenchcore' 'speedcore' 'hardcore']
88,Dabone,6YsFdkScM0NvvqNp0oF5oV,0,https://i.scdn.co/image/ab6761610000e5ebce22cf21b2cfcccdbf32d9a1,[]
89,Daniel Lessner,2x36n65XTsB79MN98VjZFQ,0,https://i.scdn.co/image/ab67616d0000b273b0991c887b8f56752470b0de,['classical piano']
90,Dave Fredrickson,1HQt7wM4ktqw111HUYFQ0r,0,https://i.scdn.co/image/ab67616d0000b27303fdc44193cff56322839c25,['traditional folk']
91,Denise Mangiardi,5F6qWZuONPaZJnBN423Ri6,0,https://i.scdn.co/image/ab6761610000e5eb7b08dd466b5ab35f9a99e8d5,['vocal jazz']
92,Denni Ian,73zVj4UIYVIo6ahlOPDEL8,0,https://i.scdn.co/image/ab6761610000e5ebcd5b898171761b3459915c58,"['Rock' 'Folk, World, & Country' 'Indie Rock' 'Lo-Fi' 'Alternative Rock'
 'Folk Rock' 'Folk']"
93,Der-Con,4DUsCSb7wtayeaBJl83QSU,0,https://i.scdn.co/image/ab6761610000e5ebcc28c758a60dccc49c3b52b1,['arabic hip hop']
94,Devienne,1zLQnOFYU2MSSYgmGf64jN,0,https://i.scdn.co/image/ab67616d0000b273299fd170b04ee7e9bb2f56e8,['Pop']
95,Diabl's,3EUdTaSJNWIGHNcCt1csX3,0,https://i.scdn.co/image/ab67616d0000b2731a4a7659dd40f9fc471bde5f,['tekno']
96,Die Horries,4u5Vy9NkYfPsrhJL6Yp0L3,0,https://i.scdn.co/image/ab67616d0000b273fb17170cb4bdc22dadae00a0,[]
97,Die See,4C5Zzp25eOugvSULzxV7v0,0,https://i.scdn.co/image/ab6761610000e5ebb67e1ca8c9e617aee48c2d7b,['Rock' 'Indie Rock']
98,Dior Cardyae,0l0tN6kijU25qGGRrjKTBw,0,https://i.scdn.co/image/ab6761610000e5eb270cf946fdcef181f7ac7788,[]
99,Dizzy Woodz,716o5nkHOjtU2by5BZBw3o,0,https://i.scdn.co/image/ab6761610000e5eb4e0f0c62489a54894df638ea,[]
100,Dj Nemora,1WZFBFTlUvoqldF8ntTTnd,0,https://i.scdn.co/image/ab67616d0000b2739f44359ba680bc37650c5672,['Electronic' 'Trance']
101,Dj Viberay,5N4qT3x52q0kc32x0JOBoI,0,https://i.scdn.co/image/ab67616d0000b273a9f05e36e66227b5631cb9ba,[]
102,Doctor Frost,0iXfqtHVr8PFPNhyCFKylr,0,https://i.scdn.co/image/ab67616d0000b273e90f3272bab4af53e338ed7c,['g-funk']
103,Dolomite Minor,0j0NzikZ753ZSGCAfnMg4c,0,https://i.scdn.co/image/72a648dbe310dc3d6985c4ef392ebcd5e0931f03,['stoner rock']
104,Dooley Ridah,58BZB8M4iEy2Y3CZHuLdVB,0,https://i.scdn.co/image/ab67616d0000b273643f83f6d4167b559d6e7b5d,[]
105,Doscompac,0YfsB7aTiLLgCWK2z08j0R,0,https://i.scdn.co/image/ab6761610000e5eb85604b5c53dddf945526e6e3,[]
106,Duke Nukem,6g0c37tP1Yb9bdvt3fE1jw,0,https://i.scdn.co/image/ab67616d0000b273219db17c5b96beb1f72f172c,['speed metal' 'grindcore']
107,Dunk Tunk,2TQr37TY0zawUSyRgrfmKa,0,https://i.scdn.co/image/ab67616d0000b273fdc6b6960c532eeccbe44960,['indie electronic']
108,EIF,1Ip3Kc3dci4G1MKzWJstX9,0,https://i.scdn.co/image/ab6761610000e5ebf897f2da7ced549fcba02ea8,['Electronic' 'Noise']
109,ERENKO,0iVJ144XsnQgeFhSTJ1XqZ,0,https://i.scdn.co/image/ab6761610000e5eb4d3bd607fc1e21ad65d19740,[]
110,Edward Johnson,10oAEFeg6rjFRK3Iyyx715,0,https://i.scdn.co/image/ab67616d0000b273ee483758fa18d90c41fd9624,['Classical' 'Opera']
111,Effy,1y0XP5nAN3zuXQ3vcPJ74x,0,https://i.scdn.co/image/ab67616d0000b273805e81e0cb4f02b1d467fdb6,['bass music']
112,Elodie Jade,24fZLj4Fm0jljxKZ2qsOpR,0,https://i.scdn.co/image/ab67616d0000b27361264ed108552ca992e7bbb0,[]
113,Elysia Crampton,75v4Rn3SqXn6dmq2PFrRgN,0,https://i.scdn.co/image/ab6761610000e5eba25a0f7fc0a7a882dcf20f9e,['Electronic' 'Experimental']
114,Elşad Əkbərov,3NVY4cww8f5fCwk1575MbN,0,https://i.scdn.co/image/ab67616d0000b273a6bc57eccf716640d411346a,[]
115,Equator Club,1mgVFummFaTVwyH1M0d6oK,0,https://i.scdn.co/image/ab6761610000e5eb37f3819d1b973856281e46e8,[]
116,Eric Sneo & Sascha Kron,3iMozaeGTQdXmYiqmYGFr7,0,https://i.scdn.co/image/ab67616d0000b27337cf5d8aeb3d3ea659dd4294,['hard techno']
117,Error 909,4VtDFL2uriGPYAeh0R9S45,0,https://i.scdn.co/image/ab6761610000e5eb0c09e635341e47bfd0963518,[]
118,Error Corrective,7bheeP3QzQBh7JYr4YuCsE,0,https://i.scdn.co/image/ab67616d0000b27336fedfbaf3c1beca7bd85291,['psytrance']
119,European Union Youth Orchestra,7iR1ppLTl5HW9t85K21o1d,0,https://i.scdn.co/image/ab6761610000e5eb07a9aaaea1903d61153a3eb7,['Classical']
120,FA.ded.AF,2osGc3NJ4NJImjaCPNys7W,0,https://i.scdn.co/image/ab6761610000e5ebe4076ef1aef790f2d756803e,[]
121,FRAME JANKO,4XAZVtfp33Adx1bxtJKAZ6,0,https://i.scdn.co/image/ab6761610000e5ebc952ec968307811b834062ea,[]
122,Fabinho Matias,6H6DyGgNrjOa43wNHZ7dTE,0,https://i.scdn.co/image/ab6761610000e5eb3a882c16ace49b059b970686,['dark ambient']
123,Faith Grace,1O5FlbCH7titT6SkEa10wC,0,https://i.scdn.co/image/ab67616d0000b2736f2fd75ec8cd1b22d05e2bf2,"['Pop' 'Folk, World, & Country' 'Indie Pop' 'Folk' 'Holiday']"
124,Feign,62KtseXhYT2GVhOvUk14EU,0,https://i.scdn.co/image/ab6761610000e5eb942492b31ca46db671cc9dab,['Rock' 'Deathcore']
125,Fights,28nTQIqiykwJMmdmvagMCq,0,https://i.scdn.co/image/ab67616d0000b2738ef558dab00cd66a086789fb,['Rock']
126,Finn Mortensen,1Ku1qtQ90OmRBDdbcXEdIm,0,https://i.scdn.co/image/ab67616d0000b2732470a0c84ec2e983f27c70f8,['Classical' 'Contemporary']
127,Fishy Tunes,516GstZDPpbTfcOtC3Ui5x,0,https://i.scdn.co/image/ab67616d0000b273d0efefbac74c8f1d1141dceb,['Electronic' 'House']
128,Flow River's,6hA6lMKlkmA9dKLnuBsnnS,0,https://i.scdn.co/image/ab67616d0000b27365b420cda381267bd6e3cc0d,['Electronic' 'Ambient' 'Big Beat' 'Downtempo']
129,Flying Bathtubs,2moRyjFeOjE8oJYfPqfmlr,0,https://i.scdn.co/image/ab67616d0000b2731a3e688107bcec7e60c7f77b,[]
130,Fran Hartnett,2cVCVxALgLh7AkJMf2g4Ad,0,https://i.scdn.co/image/ab67616d0000b273179472db79b2a71ac9ec9107,['Electronic' 'Techno']
131,Freak Masters,2tIdiDL8wQntDVSpC7K3nu,0,https://i.scdn.co/image/ab67616d0000b2734d5af8e79e50a0e0ac976e02,['Electronic' 'Tribal' 'Techno']
132,Fred Van Hove,2CNuqNL1RlBr6d16LH0sw1,0,https://i.scdn.co/image/ab67616d0000b273e26ece5b6824d6ed9021e809,['free jazz' 'avant-garde']
133,Frisky & Mannish,4SqRQprhiFuELVUXfe3Lct,0,https://i.scdn.co/image/ab6761610000e5ebd6c6d613e9cb416e4f642fb2,[]
134,GATLING,10vQ4130pKkZsbMBoE2ft5,0,https://i.scdn.co/image/ab67616d0000b273fe1a9965b5872e4c17f29e56,['Rock' 'Experimental']
135,Gabriel <3,0cAaBr28wSJGPadZdR35cQ,0,https://i.scdn.co/image/ab6761610000e5ebe9da3670105ab9c747a0912c,['Electronic' 'Tech House']
136,Garcon,2iFwQN7GKb6O8Q3YPq4vty,0,https://i.scdn.co/image/ab6761610000e5eb4700abaef9da7bff9515535a,['hi-nrg']
137,Garp,5w8DFdOINv3dMxAI5xjWn8,0,https://i.scdn.co/image/ab67616d0000b273b110298ba066ff0eabae6ad8,['Electronic' 'Rock' 'Pop' 'Pub Rock' 'Britpop' 'Indie Pop' 'Indie Rock']
138,Gaza Technic,6cLgrb0JpFqKBDEDJlomd6,0,https://i.scdn.co/image/ab6761610000e5ebfc2cd27463876c074fe87289,['turkish hip hop']
139,Gena Raps,7bXQel2OlKm490tVZoTF8O,0,https://i.scdn.co/image/ab67616d0000b27389e9be86b09b7b22a4e11f9a,['Classical' 'Romantic']
140,Geoff Mullen,1UGAJIJsfFFbkR5t6KMUxt,0,https://i.scdn.co/image/ab67616d0000b2732855668e0334c91fde17306b,['drone' 'neoclassical' 'ambient']
141,George Lewis' Jazz Band,2eUDx7ujygr0L7H2c5SdmS,0,https://i.scdn.co/image/ab67616d0000b273a5f63c5e3ee191df4e2d31dc,['ragtime']
142,Girl & the Unicorn,6jSRzA6h34XsSCHVf9VxGH,0,https://i.scdn.co/image/ab67616d0000b2738cbcb262ddbddd72c2b2fe0f,[]
143,Giuseppe Cavallo,62a7y8oPbm2ADpYDYCNDPl,0,https://i.scdn.co/image/ab67616d0000b273b2a649652e088a24ab96d1fd,['Classical' 'Baroque' 'Oratorio']
144,Giuseppe Galante,6cUuZji3Nkds7LZm6WfHpX,0,https://i.scdn.co/image/ab67616d0000b273df7b9ebadb30772b59b665d5,['Classical' 'Baroque' 'Classical']
145,Glitter Thief,1PKJ8a62DgXdw34XoOTrSx,0,https://i.scdn.co/image/ab6761610000e5eb79c431d27f914274db78835e,[]
146,Gorm Askjær Secret Safari,7LrNVmH4pDR8A0MVPiKV65,0,https://i.scdn.co/image/ab67616d0000b27300d201de97252b6839ed7403,['nu jazz']
147,Green Fact,6byHPtZeahtsDJyMtsJ4g6,0,https://i.scdn.co/image/ab67616d0000b273ff2976624d2ebf3c1e551ef5,['psytrance']
148,Greena,1Lu0h2Rc5Gy6RDDNMOyv7G,0,https://i.scdn.co/image/ab67616d0000b273e38c443d545108403da4169d,['uk funky']
149,Grey Area 03,5zaaSq5kBeam20iRoCahMj,0,https://i.scdn.co/image/ab67616d0000b2738b854c715cb12734db2e496e,[]
150,Grey Fields,76JwlkXcpyVuS3H6hUKUYy,0,https://i.scdn.co/image/ab6761610000e5ebda7a8638ae7119aab996623f,[]
151,HD Substance,3cZpYRPu0xR9zSSyPEldVU,0,https://i.scdn.co/image/ab67616d0000b27337d08796b26a0c8feb1c3d81,['Electronic' 'Techno']
152,HUNK,255lrcSspz44yakhvbO9ra,0,https://i.scdn.co/image/ab6761610000e5eb06726bb588a00d3139562aef,['Rock' 'Pop' 'Pop Rock']
153,HUREN,1i27Umpz7ZtcEXWN2lK206,0,https://i.scdn.co/image/ab67616d0000b273ce8e3c5b91d3d677a51423ff,['industrial']
154,Harris & Brooks,3CTPVg0f25jkodFlfAPcQi,0,https://i.scdn.co/image/ab67616d0000b27301789cd07a935dae7f6abc4f,['Electronic' 'Techno']
155,Harry Edwards,5l6T8qOBj24gRiXWJnUT5C,0,https://i.scdn.co/image/ab6761610000e5ebfea66a2a1feaee0c59e30e77,"['Folk, World, & Country']"
156,Harry Wilson,3HlppbUVAZ7D6DQ214BD8T,0,https://i.scdn.co/image/ab6761610000e5ebec0fc7bd250852193e4d27b6,"['Folk, World, & Country' 'Aboriginal']"
157,Hello the Mind Control,01o5XPCNyLbjDvkejcMwU1,0,https://i.scdn.co/image/ab67616d0000b273f5c463afeb2b6acb8129a735,['Rock' 'Pop' 'Indie Pop']
158,Henri Brod,3ihZ8LcRKm4rPe7pceUF34,0,https://i.scdn.co/image/ab67616d0000b2733c69bf556332c0d520903eb3,['Classical' 'Romantic']
159,Hesselager/Tagel/Laub,4Tzurz32tX5O2t2c6DH6q8,0,https://i.scdn.co/image/ab67616d0000b273967f37c5e51ef247ed1f9630,[]
160,Hexagram,50yndHG7CLYqjXCs9pHCNQ,0,https://i.scdn.co/image/ab67616d0000b27356c57f35eaf7c3854532220f,['Rock' 'Thrash']
161,Hiroki Yamamura,0Aa4rSHm0camTjhAh3aBfk,0,https://i.scdn.co/image/ab6761610000e5eb1398a8381f49b3cc0fb7e0b3,['footwork']
162,Holiday Music,03swdHjGpkcZ4PRUscyytu,0,https://i.scdn.co/image/ab67616d0000b273714b9f8225fa465f58487760,['Electronic' 'Rock' 'Indie Rock' 'Experimental']
163,Hound Scales,3okk9uA5OVmHovTDKRn4Fq,0,https://i.scdn.co/image/ab67616d0000b273696dc5f1f9ce343da286be52,['Electronic' 'Techno']
164,Hunk,1S720Gbp0Sn13h3Dby9Kn0,0,https://i.scdn.co/image/ab67616d0000b273bcbb166bb1d6d4bf8ba0bfa3,['Rock' 'Pop' 'Pop Rock']
165,Hybernation,1JeUzF9WDhRPcixNN6etfV,0,https://i.scdn.co/image/ab67616d0000b273b38cd1a7ffa1585bad52aee1,['Electronic' 'IDM' 'Downtempo' 'Ambient']
166,I Cried Wolf,28Dq2rFAgbaO4ehLeSUG7K,0,https://i.scdn.co/image/ab6761610000e5eb973f94c351aeb75d4a19f124,[]
