weekdate,position,artist_name,track_name,weighting
2018-11-30,47,billie eilish,come out and play,4
2018-11-30,48,lewis capaldi,grace,3
2018-11-30,49,lady gaga & bradley cooper,i'll never love again,2
2018-11-30,50,queen,bohemian rhapsody,1
2018-12-07,1,ariana grande,thank u next,50
2018-12-07,2,ava max,sweet but psycho,49
2018-12-07,3,halsey,without me,48
2018-12-07,4,dalton harris ft james arthur,the power of love,47
2018-12-07,5,jess glynne,thursday,46
2018-12-07,6,mariah carey,all i want for christmas is you,45
2018-12-07,7,little mix ft nicki minaj,woman like me,44
2018-12-07,8,james arthur & anne-marie,rewrite the stars,43
2018-12-07,9,6ix9ine ft tory lanez,kika,42
2018-12-07,10,mark ronson ft miley cyrus,othing breaks like a heart,41
2018-12-07,11,zara larsson,ruin my life,40
2018-12-07,12,dave ft fredo,funky friday,39
2018-12-07,13,freya ridings,lost without you,38
2018-12-07,14,wham,last christmas,37
2018-12-07,15,kodak black/scott/offset,zeze,36
2018-12-07,16,post malone ft swae lee,sunflower,35
2018-12-07,17,meek mill ft drake,going bad,34
2018-12-07,18,pogues ft kirsty maccoll,fairytale of new york,33
2018-12-07,19,pink,a million dreams,32
2018-12-07,20,khalid,better,31
2018-12-07,21,ellie goulding/diplo/swae lee,close to me,30
2018-12-07,22,rita ora,let you love me,29
2018-12-07,23,jonas blue/liam payne/lennon,polaroid,28
2018-12-07,24,charli xcx ft troye sivan,1999,27
2018-12-07,25,clean bandit/marina/luis fonsi,baby,26
2018-12-07,26,band aid,do they know it's christmas,25
2018-12-07,27,dj snake/gomez/cardi b/ozuna,taki taki,24
2018-12-07,28,billie eilish,when the party's over,23
2018-12-07,29,6ix9ine/nicki minaj/kanye west,mama,22
2018-12-07,30,michael buble,it's beginning to look a lot like,21
2018-12-07,31,tom walker,leave a light on,20
2018-12-07,32,lady gaga & bradley cooper,shallow,19
2018-12-07,33,george ezra,hold my girl,18
2018-12-07,34,james arthur,empty space,17
2018-12-07,35,ariana grande,resanta tell me,16
2018-12-07,36,shakin' stevens,remerry christmas everyone,15
2018-12-07,37,pinkfong,baby shark,14
2018-12-07,38,calvin harris & sam smith,promises,13
2018-12-07,39,brenda lee,rerockin' around the christmas tree,12
2018-12-07,40,xxxtentacion/pump/maluma/swae,arms around you,11
2018-12-07,41,george ezra,shotgun,10
2018-12-07,42,leona lewis,reone more sleep,9
2018-12-07,43,6ix9ine ft lil baby,tic toc,8
2018-12-07,44,elton john,restep into christmas,7
2018-12-07,45,wizzard,rei wish it could be christmas everyday,6
2018-12-07,46,cadet & deno driz,advice,5
2018-12-07,47,digdat ft k trap/krept & konan,airforce,4
2018-12-07,48,sheck wes,mo bamba,3
2018-12-07,49,chris rea,redriving home for christmas,2
2018-12-07,50,settle/greatest showman ens,this is me,1
2018-12-14,1,ariana grande,thank u next,50
2018-12-14,2,ava max,sweet but psycho,49
2018-12-14,3,halsey,without me,48
2018-12-14,4,mark ronson ft miley cyrus,othing breaks like a heart,47
2018-12-14,5,mariah carey,all i want for christmas is you,46
2018-12-14,6,jess glynne,thursday,45
2018-12-14,7,wham,last christmas,44
2018-12-14,8,little mix ft nicki minaj,woman like me,43
2018-12-14,9,post malone ft swae lee,sunflower,42
2018-12-14,10,pogues ft kirsty maccoll,fairytale of new york,41
2018-12-14,11,james arthur & anne-marie,rewrite the stars,40
2018-12-14,12,freya ridings,lost without you,39
2018-12-14,13,kodak black/scott/offset,zeze,38
2018-12-14,14,zara larsson,ruin my life,37
2018-12-14,15,band aid,do they know it's christmas,36
2018-12-14,16,michael buble,it's beginning to look a lot like,35
2018-12-14,17,ellie goulding/diplo/swae lee,close to me,34
2018-12-14,18,6ix9ine ft tory lanez,kika,33
2018-12-14,19,dalton harris ft james arthur,the power of love,32
2018-12-14,20,meek mill ft drake,going bad,31
2018-12-14,21,shakin' stevens,merry christmas everyone,30
2018-12-14,22,elton john,step into christmas,29
2018-12-14,23,khalid,better,28
2018-12-14,24,clean bandit/marina/luis fonsi,baby,27
2018-12-14,25,george ezra,hold my girl,26
2018-12-14,26,brenda lee,rockin' around the christmas tree,25
2018-12-14,27,pink,a million dreams,24
2018-12-14,28,leona lewis,one more sleep,23
2018-12-14,29,charli xcx ft troye sivan,1999,22
2018-12-14,30,ariana grande,santa tell me,21
2018-12-14,31,jonas blue/liam payne/lennon,polaroid,20
2018-12-14,32,james arthur,empty space,19
2018-12-14,33,wizzard,i wish it could be christmas everyday,18
2018-12-14,34,rita ora,let you love me,17
2018-12-14,35,pinkfong,baby shark,16
2018-12-14,36,chris rea,driving home for christmas,15
2018-12-14,37,xxxtentacion,whoa (mind in awe),14
2018-12-14,38,lady gaga & bradley cooper,shallow,13
2018-12-14,39,george ezra,shotgun,12
2018-12-14,40,billie eilish,when the party's over,11
2018-12-14,41,xxxtentacion,rebad,10
2018-12-14,42,john & yoko/plastic ono band,happy xmas (war is over),9
2018-12-14,43,cadet & deno driz,advice,8
2018-12-14,44,xxxtentacion,guardian angel,7
2018-12-14,45,settle/greatest showman ens,this is me,6
2018-12-14,46,calvin harris & sam smith,promises,5
2018-12-14,47,xxxtentacion/pump/maluma/swae,arms around you,4
2018-12-14,48,paul mccartney,wonderful christmastime,3
2018-12-14,49,tom walker,leave a light on,2
2018-12-14,50,benny blanco/halsey/khalid,eastside,1
2018-12-21,1,ladbaby,we built this city,50
2018-12-21,2,ava max,sweet but psycho,49
2018-12-21,3,ariana grande,thank u next,48
2018-12-21,4,mariah carey,all i want for christmas is you,47
2018-12-21,5,halsey,without me,46
2018-12-21,6,mark ronson ft miley cyrus,othing breaks like a heart,45
2018-12-21,7,wham,last christmas,44
2018-12-21,8,ariana grande,imagine,43
2018-12-21,9,jess glynne,thursday,42
2018-12-21,10,post malone ft swae lee,sunflower,41
2018-12-21,11,pogues ft kirsty maccoll,fairytale of new york,40
2018-12-21,12,james arthur & anne-marie,rewrite the stars,39
2018-12-21,13,band aid,do they know it's christmas,38
2018-12-21,14,freya ridings,lost without you,37
2018-12-21,15,kodak black/scott/offset,zeze,36
2018-12-21,16,michael buble,it's beginning to look a lot like,35
2018-12-21,17,zara larsson,ruin my life,34
2018-12-21,18,elton john,step into christmas,33
2018-12-21,19,leona lewis,one more sleep,32
2018-12-21,20,shakin' stevens,merry christmas everyone,31
2018-12-21,21,brenda lee,rockin' around the christmas tree,30
2018-12-21,22,chris rea,driving home for christmas,29
2018-12-21,23,ariana grande,santa tell me,28
2018-12-21,24,wizzard,i wish it could be christmas everyday,27
2018-12-21,25,clean bandit/marina/luis fonsi,baby,26
2018-12-21,26,meek mill ft drake,going bad,25
2018-12-21,27,pink,a million dreams,24
2018-12-21,28,ellie goulding/diplo/swae lee,close to me,23
2018-12-21,29,john & yoko/plastic ono band,happy xmas (war is over),22
2018-12-21,30,pinkfong,baby shark,21
2018-12-21,31,james arthur,empty space,20
2018-12-21,32,george ezra,hold my girl,19
2018-12-21,33,khalid,better,18
2018-12-21,34,6ix9ine ft tory lanez,kika,17
2018-12-21,35,paul mccartney,wonderful christmastime,16
2018-12-21,36,slade,merry xmas everybody,15
2018-12-21,37,george ezra,shotgun,14
2018-12-21,38,cadet & deno driz,advice,13
2018-12-21,39,billie eilish,when the party's over,12
2018-12-21,40,rita ora,let you love me,11
2018-12-21,41,little mix ft nicki minaj,woman like me,10
2018-12-21,42,settle/greatest showman ens,this is me,9
2018-12-21,43,dalton harris ft james arthur,the power of love,8
2018-12-21,44,lady gaga & bradley cooper,shallow,7
2018-12-21,45,calvin harris & sam smith,promises,6
2018-12-21,46,justin bieber,mistletoe,5
2018-12-21,47,sia,santa's coming for us,4
2018-12-21,48,sheck wes,mo bamba,3
2018-12-21,49,xxxtentacion/pump/maluma/swae,arms around you,2
2018-12-21,50,jax jones/years & years,play,1
2018-12-28,1,ava max,sweet but psycho,50
2018-12-28,2,mariah carey,all i want for christmas is you,49
2018-12-28,3,wham,last christmas,48
2018-12-28,4,pogues ft kirsty maccoll,fairytale of new york,47
2018-12-28,5,ariana grande,thank u next,46
2018-12-28,6,band aid,do they know it's christmas,45
2018-12-28,7,michael buble,it's beginning to look a lot like,44
2018-12-28,8,leona lewis,one more sleep,43
2018-12-28,9,shakin' stevens,merry christmas everyone,42
2018-12-28,10,elton john,step into christmas,41
2018-12-28,11,chris rea,driving home for christmas,40
2018-12-28,12,wizzard,i wish it could be christmas everyday,39
2018-12-28,13,ariana grande,santa tell me,38
2018-12-28,14,halsey,without me,37
2018-12-28,15,mark ronson ft miley cyrus,othing breaks like a heart,36
2018-12-28,16,brenda lee,rockin' around the christmas tree,35
2018-12-28,17,slade,merry xmas everybody,34
2018-12-28,18,john & yoko/plastic ono band,happy xmas (war is over),33
2018-12-28,19,post malone ft swae lee,sunflower,32
2018-12-28,20,paul mccartney,wonderful christmastime,31
2018-12-28,21,ladbaby,we built this city,30
2018-12-28,22,darlene love,christmas (baby please come home),29
2018-12-28,23,katy perry,cozy little christmas,28
2018-12-28,24,sia,santa's coming for us,27
2018-12-28,25,james arthur & anne-marie,rewrite the stars,26
2018-12-28,26,boney m,mary's boy child/oh my lord,25
2018-12-28,27,pinkfong,baby shark,24
2018-12-28,28,justin bieber,mistletoe,23
2018-12-28,29,andy williams,it's the most wonderful time of the year,22
2018-12-28,30,michael jackson & jackson five,santa claus is coming to town,21
2018-12-28,31,bing crosby,white christmas,20
2018-12-28,32,freya ridings,lost without you,19
2018-12-28,33,george ezra,shotgun,18
2018-12-28,34,kodak black/scott/offset,zeze,17
2018-12-28,35,zara larsson,ruin my life,16
2018-12-28,36,east 17,stay another day,15
2018-12-28,37,kelly clarkson,underneath the tree,14
2018-12-28,38,mud,lonely this christmas,13
2018-12-28,39,idina menzel ft michael buble,baby it's cold outside,12
2018-12-28,40,jess glynne,thursday,11
2018-12-28,41,bobby helms,jingle bell rock,10
2018-12-28,42,darkness,christmas time (don't let the bells end),9
2018-12-28,43,ariana grande,imagine,8
2018-12-28,44,michael buble,holly jolly christmas,7
2018-12-28,45,pink,a million dreams,6
2018-12-28,46,waitresses,christmas wrapping,5
2018-12-28,47,coldplay,christmas lights,4
2018-12-28,48,bruce springsteen,resanta claus is comin' to town,3
2018-12-28,49,clean bandit/marina/luis fonsi,baby,2
2018-12-28,50,george ezra,hold my girl,1
2019-01-04,1,ava max,sweet but psycho,50
2019-01-04,2,ariana grande,thank u next,49
2019-01-04,3,post malone ft swae lee,sunflower,48
2019-01-04,4,mark ronson ft miley cyrus,othing breaks like a heart,47
2019-01-04,5,post malone,wow.,46
2019-01-04,6,pinkfong,baby shark,45
2019-01-04,7,george ezra,shotgun,44
2019-01-04,8,james arthur & anne-marie,rewrite the stars,43
2019-01-04,9,zara larsson,ruin my life,42
2019-01-04,10,kodak black/scott/offset,zeze,41
2019-01-04,11,halsey,without me,40
2019-01-04,12,freya ridings,lost without you,39
2019-01-04,13,jess glynne,thursday,38
2019-01-04,14,george ezra,hold my girl,37
2019-01-04,15,clean bandit/marina/luis fonsi,baby,36
2019-01-04,16,settle/greatest showman ens,this is me,35
2019-01-04,17,pink,a million dreams,34
2019-01-04,18,little mix ft nicki minaj,woman like me,33
2019-01-04,19,jax jones/years & years,play,32
2019-01-04,20,ariana grande,imagine,31
2019-01-04,21,calvin harris & sam smith,promises,30
2019-01-04,22,meek mill ft drake,going bad,29
2019-01-04,23,rita ora,let you love me,28
2019-01-04,24,lady gaga & bradley cooper,shallow,27
2019-01-04,25,jackman/settle/efron/zendaya,the greatest show,26
2019-01-04,26,marshmello ft bastille,happier,25
2019-01-04,27,cadet & deno driz,advice,24
2019-01-04,28,sheck wes,mo bamba,23
2019-01-04,29,benny blanco/halsey/khalid,eastside,22
2019-01-04,30,ziv zaifman/jackman/williams,a million dreams,21
2019-01-04,31,tom walker,leave a light on,20
2019-01-04,32,6ix9ine ft tory lanez,kika,19
2019-01-04,33,travis scott,sicko mode,18
2019-01-04,34,maroon 5 ft cardi b,girls like you,17
2019-01-04,35,cardi b,money,16
2019-01-04,36,russ,gun lean,15
2019-01-04,37,calvin harris & dua lipa,reone kiss,14
2019-01-04,38,dave ft fredo,funky friday,13
2019-01-04,39,loud luxury ft brando,rebody,12
2019-01-04,40,ed sheeran,reperfect,11
2019-01-04,41,anne-marie,reperfect to me,10
2019-01-04,42,panic at the disco,rehigh hopes,9
2019-01-04,43,ellie goulding/diplo/swae lee,close to me,8
2019-01-04,44,lewis capaldi,regrace,7
2019-01-04,45,dua lipa & blackpink,rekiss and make up,6
2019-01-04,46,george ezra,reparadise,5
2019-01-04,47,charli xcx ft troye sivan,re1999,4
2019-01-04,48,queen,rebohemian rhapsody,3
2019-01-04,49,jonas blue/liam payne/lennon,repolaroid,2
2019-01-04,50,khalid,resaturday nights,1
2019-01-11,1,ava max,sweet but psycho,50
2019-01-11,2,ariana grande,thank u next,49
2019-01-11,3,mark ronson ft miley cyrus,othing breaks like a heart,48
2019-01-11,4,post malone,wow.,47
2019-01-11,5,post malone ft swae lee,sunflower,46
2019-01-11,6,headie one ft dave,18hunna,45
2019-01-11,7,james arthur & anne-marie,rewrite the stars,44
2019-01-11,8,george ezra,hold my girl,43
2019-01-11,9,freya ridings,lost without you,42
2019-01-11,10,halsey,without me,41
2019-01-11,11,jax jones/years & years,play,40
2019-01-11,12,zara larsson,ruin my life,39
2019-01-11,13,kodak black/scott/offset,zeze,38
2019-01-11,14,pinkfong,baby shark,37
2019-01-11,15,chris brown,undecided,36
2019-01-11,16,george ezra,shotgun,35
2019-01-11,17,clean bandit/marina/luis fonsi,baby,34
2019-01-11,18,meek mill ft drake,going bad,33
2019-01-11,19,jess glynne,thursday,32
2019-01-11,20,ariana grande,imagine,31
2019-01-11,21,lady gaga & bradley cooper,shallow,30
2019-01-11,22,calvin harris & dua lipa,one kiss,29
2019-01-11,23,settle/greatest showman ens,this is me,28
2019-01-11,24,pink,a million dreams,27
2019-01-11,25,nsg ft tion wayne,options,26
2019-01-11,26,sheck wes,mo bamba,25
2019-01-11,27,calvin harris & sam smith,promises,24
2019-01-11,28,little mix ft nicki minaj,woman like me,23
2019-01-11,29,rita ora,let you love me,22
2019-01-11,30,cadet & deno driz,advice,21
2019-01-11,31,benny blanco/halsey/khalid,eastside,20
2019-01-11,32,6ix9ine ft tory lanez,kika,19
2019-01-11,33,lewis capaldi,grace,18
2019-01-11,34,tom walker,leave a light on,17
2019-01-11,35,marshmello ft bastille,happier,16
2019-01-11,36,travis scott,sicko mode,15
2019-01-11,37,anne-marie,2002,14
2019-01-11,38,jackman/settle/efron/zendaya,the greatest show,13
2019-01-11,39,russ,gun lean,12
2019-01-11,40,jess glynne,i'll be there,11
2019-01-11,41,cardi b,money,10
2019-01-11,42,bring me the horizon,medicine,9
2019-01-11,43,benny blanco & calvin harris,i found you,8
2019-01-11,44,khalid,saturday nights,7
2019-01-11,45,panic at the disco,high hopes,6
2019-01-11,46,ziv zaifman/jackman/williams,a million dreams,5
2019-01-11,47,ellie goulding/diplo/swae lee,close to me,4
2019-01-11,48,flipp dinero,leave me alone,3
2019-01-11,49,loud luxury ft brando,body,2
2019-01-11,50,dave ft fredo,funky friday,1
2019-01-18,1,ava max,sweet but psycho,50
2019-01-18,2,mark ronson ft miley cyrus,othing breaks like a heart,49
2019-01-18,3,post malone,wow.,48
2019-01-18,4,sam smith & normani,dancing with a stranger,47
2019-01-18,5,post malone ft swae lee,sunflower,46
2019-01-18,6,ariana grande,thank u next,45
2019-01-18,7,calvin harris & rag'n'bone man,giant,44
2019-01-18,8,jax jones/years & years,play,43
2019-01-18,9,gesaffelstein ft weeknd,lost in the fire,42
2019-01-18,10,halsey,without me,41
2019-01-18,11,headie one ft dave,18hunna,40
2019-01-18,12,george ezra,hold my girl,39
2019-01-18,13,westlife,hello my love,38
2019-01-18,14,nsg ft tion wayne,options,37
2019-01-18,15,james arthur & anne-marie,rewrite the stars,36
2019-01-18,16,freya ridings,lost without you,35
2019-01-18,17,zara larsson,ruin my life,34
2019-01-18,18,pinkfong,baby shark,33
2019-01-18,19,kodak black/scott/offset,zeze,32
2019-01-18,20,meek mill ft drake,going bad,31
2019-01-18,21,chris brown,undecided,30
2019-01-18,22,george ezra,shotgun,29
2019-01-18,23,clean bandit/marina/luis fonsi,baby,28
2019-01-18,24,jess glynne,thursday,27
2019-01-18,25,catfish & the bottlemen,longshot,26
2019-01-18,26,calvin harris & dua lipa,one kiss,25
2019-01-18,27,lady gaga & bradley cooper,shallow,24
2019-01-18,28,sheck wes,mo bamba,23
2019-01-18,29,lewis capaldi,someone you loved,22
2019-01-18,30,calvin harris & sam smith,promises,21
2019-01-18,31,settle/greatest showman ens,this is me,20
2019-01-18,32,cadet & deno driz,advice,19
2019-01-18,33,ariana grande,imagine,18
2019-01-18,34,russ,gun lean,17
2019-01-18,35,pink,a million dreams,16
2019-01-18,36,flipp dinero,leave me alone,15
2019-01-18,37,tom walker,leave a light on,14
2019-01-18,38,khalid,saturday nights,13
2019-01-18,39,benny blanco/halsey/khalid,eastside,12
2019-01-18,40,little mix ft nicki minaj,woman like me,11
2019-01-18,41,rita ora,let you love me,10
2019-01-18,42,travis scott,sicko mode,9
2019-01-18,43,anne-marie,2002,8
2019-01-18,44,6ix9ine ft tory lanez,kika,7
2019-01-18,45,marshmello ft bastille,happier,6
2019-01-18,46,jess glynne,i'll be there,5
2019-01-18,47,lewis capaldi,grace,4
2019-01-18,48,panic at the disco,high hopes,3
2019-01-18,49,cardi b,money,2
2019-01-18,50,jackman/settle/efron/zendaya,the greatest show,1
2019-01-25,1,ariana grande,7 rings,50
2019-01-25,2,ava max,sweet but psycho,49
2019-01-25,3,sam smith & normani,dancing with a stranger,48
2019-01-25,4,post malone,wow.,47
2019-01-25,5,calvin harris & rag'n'bone man,giant,46
2019-01-25,6,mark ronson ft miley cyrus,othing breaks like a heart,45
2019-01-25,7,post malone ft swae lee,sunflower,44
2019-01-25,8,ariana grande,thank u next,43
2019-01-25,9,russ,gun lean,42
2019-01-25,10,jax jones/years & years,play,41
2019-01-25,11,mabel,don't call me up,40
2019-01-25,12,nsg ft tion wayne,options,39
2019-01-25,13,lewis capaldi,someone you loved,38
2019-01-25,14,halsey,without me,37
2019-01-25,15,gesaffelstein ft weeknd,lost in the fire,36
2019-01-25,16,chris brown,undecided,35
2019-01-25,17,james arthur & anne-marie,rewrite the stars,34
2019-01-25,18,meek mill ft drake,going bad,33
2019-01-25,19,freya ridings,lost without you,32
2019-01-25,20,kodak black/scott/offset,zeze,31
2019-01-25,21,headie one ft dave,18hunna,30
2019-01-25,22,george ezra,hold my girl,29
2019-01-25,23,zara larsson,ruin my life,28
2019-01-25,24,pinkfong,baby shark,27
2019-01-25,25,ellie goulding/diplo/swae lee,close to me,26
2019-01-25,26,george ezra,shotgun,25
2019-01-25,27,aj tracey,psych out,24
2019-01-25,28,clean bandit/marina/luis fonsi,baby,23
2019-01-25,29,westlife,hello my love,22
2019-01-25,30,jess glynne,thursday,21
2019-01-25,31,lady gaga & bradley cooper,shallow,20
2019-01-25,32,calvin harris & dua lipa,one kiss,19
2019-01-25,33,sheck wes,mo bamba,18
2019-01-25,34,khalid,saturday nights,17
2019-01-25,35,ariana grande,imagine,16
2019-01-25,36,cadet & deno driz,advice,15
2019-01-25,37,flipp dinero,leave me alone,14
2019-01-25,38,calvin harris & sam smith,promises,13
2019-01-25,39,settle/greatest showman ens,this is me,12
2019-01-25,40,anne-marie,2002,11
2019-01-25,41,a boogie wit da hoodie/6ix9ine,swervin,10
2019-01-25,42,catfish & the bottlemen,longshot,9
2019-01-25,43,tom walker,leave a light on,8
2019-01-25,44,benny blanco/halsey/khalid,eastside,7
2019-01-25,45,rita ora,let you love me,6
2019-01-25,46,travis scott,sicko mode,5
2019-01-25,47,james blake/travis scott/metro,mile high,4
2019-01-25,48,marshmello ft bastille,happier,3
2019-01-25,49,6ix9ine ft tory lanez,kika,2
2019-01-25,50,little mix ft nicki minaj,woman like me,1
2019-02-01,1,ariana grande,7 rings,50
2019-02-01,2,ava max,sweet but psycho,49
2019-02-01,3,sam smith & normani,dancing with a stranger,48
2019-02-01,4,calvin harris & rag'n'bone man,giant,47
2019-02-01,5,post malone,wow.,46
2019-02-01,6,mark ronson ft miley cyrus,othing breaks like a heart,45
2019-02-01,7,mabel,don't call me up,44
2019-02-01,8,post malone ft swae lee,sunflower,43
2019-02-01,9,j cole,middle child,42
2019-02-01,10,lewis capaldi,someone you loved,41
2019-02-01,11,nsg ft tion wayne,options,40
2019-02-01,12,jax jones/years & years,play,39
2019-02-01,13,russ,gun lean,38
2019-02-01,14,halsey,without me,37
2019-02-01,15,meek mill ft drake,going bad,36
2019-02-01,16,chris brown,undecided,35
2019-02-01,17,freya ridings,lost without you,34
2019-02-01,18,kodak black/scott/offset,zeze,33
2019-02-01,19,gesaffelstein ft weeknd,lost in the fire,32
2019-02-01,20,westlife,hello my love,31
2019-02-01,21,george ezra,hold my girl,30
2019-02-01,22,ariana grande,thank u next,29
2019-02-01,23,headie one ft dave,18hunna,28
2019-02-01,24,pinkfong,baby shark,27
2019-02-01,25,dua lipa,swan song,26
2019-02-01,26,lady gaga & bradley cooper,shallow,25
2019-02-01,27,ellie goulding/diplo/swae lee,close to me,24
2019-02-01,28,george ezra,shotgun,23
2019-02-01,29,clean bandit/marina/luis fonsi,baby,22
2019-02-01,30,flipp dinero,leave me alone,21
2019-02-01,31,khalid,saturday nights,20
2019-02-01,32,yungen ft dappy,comfortable,19
2019-02-01,33,jess glynne,thursday,18
2019-02-01,34,little mix ft ty dolla sign,think about us,17
2019-02-01,35,calvin harris & dua lipa,one kiss,16
2019-02-01,36,aj tracey,psych out,15
2019-02-01,37,sheck wes,mo bamba,14
2019-02-01,38,a boogie wit da hoodie/6ix9ine,swervin,13
2019-02-01,39,cadet & deno driz,advice,12
2019-02-01,40,kehlani ft ty dolla sign,ights like this,11
2019-02-01,41,anne-marie,2002,10
2019-02-01,42,calvin harris & sam smith,promises,9
2019-02-01,43,lauv & troye sivan,i'm so tired,8
2019-02-01,44,ariana grande,imagine,7
2019-02-01,45,tom walker,leave a light on,6
2019-02-01,46,settle/greatest showman ens,this is me,5
2019-02-01,47,catfish & the bottlemen,longshot,4
2019-02-01,48,bring me the horizon,medicine,3
2019-02-01,49,panic at the disco,high hopes,2
2019-02-01,50,benny blanco/halsey/khalid,eastside,1
2019-02-08,1,ariana grande,7 rings,50
2019-02-08,2,ava max,sweet but psycho,49
2019-02-08,3,sam smith & normani,dancing with a stranger,48
2019-02-08,4,calvin harris & rag'n'bone man,giant,47
2019-02-08,5,mabel,don't call me up,46
2019-02-08,6,post malone,wow.,45
2019-02-08,7,billie eilish,bury a friend,44
2019-02-08,8,mark ronson ft miley cyrus,othing breaks like a heart,43
2019-02-08,9,lewis capaldi,someone you loved,42
2019-02-08,10,post malone ft swae lee,sunflower,41
2019-02-08,11,nsg ft tion wayne,options,40
2019-02-08,12,jax jones/years & years,play,39
2019-02-08,13,freya ridings,lost without you,38
2019-02-08,14,j cole,middle child,37
2019-02-08,15,fredo ft dave,all i ever wanted,36
2019-02-08,16,russ,gun lean,35
2019-02-08,17,halsey,without me,34
2019-02-08,18,meek mill ft drake,going bad,33
2019-02-08,19,pinkfong,baby shark,32
2019-02-08,20,chris brown,undecided,31
2019-02-08,21,kodak black/scott/offset,zeze,30
2019-02-08,22,westlife,hello my love,29
2019-02-08,23,george ezra,hold my girl,28
2019-02-08,24,gesaffelstein ft weeknd,lost in the fire,27
2019-02-08,25,dua lipa,swan song,26
2019-02-08,26,lady gaga & bradley cooper,shallow,25
2019-02-08,27,ellie goulding/diplo/swae lee,close to me,24
2019-02-08,28,ariana grande,thank u next,23
2019-02-08,29,marshmello ft bastille,happier,22
2019-02-08,30,kehlani ft ty dolla sign,ights like this,21
2019-02-08,31,george ezra,shotgun,20
2019-02-08,32,headie one ft dave,18hunna,19
2019-02-08,33,flipp dinero,leave me alone,18
2019-02-08,34,a boogie wit da hoodie/6ix9ine,swervin,17
2019-02-08,35,khalid,saturday nights,16
2019-02-08,36,21 savage,a lot,15
2019-02-08,37,jess glynne,thursday,14
2019-02-08,38,calvin harris & dua lipa,one kiss,13
2019-02-08,39,lauv & troye sivan,i'm so tired,12
2019-02-08,40,lewis capaldi,grace,11
2019-02-08,41,camelphat/cristoph/jem cooke,breathe,10
2019-02-08,42,sheck wes,mo bamba,9
2019-02-08,43,little mix ft ty dolla sign,think about us,8
2019-02-08,44,cadet & deno driz,advice,7
2019-02-08,45,panic at the disco,high hopes,6
2019-02-08,46,tom walker,leave a light on,5
2019-02-08,47,anne-marie,2002,4
2019-02-08,48,aj tracey,psych out,3
2019-02-08,49,yungen ft dappy,comfortable,2
2019-02-08,50,calvin harris & sam smith,promises,1
2019-02-15,1,ariana grande,break up with your girlfriend i'm bored,50
2019-02-15,2,ariana grande,7 rings,49
2019-02-15,3,lewis capaldi,someone you loved,48
2019-02-15,4,sam smith & normani,dancing with a stranger,47
2019-02-15,5,mabel,don't call me up,46
2019-02-15,6,calvin harris & rag'n'bone man,giant,45
2019-02-15,7,post malone,wow.,44
2019-02-15,8,ariana grande,eedy,43
2019-02-15,9,mark ronson ft miley cyrus,othing breaks like a heart,42
2019-02-15,10,billie eilish,bury a friend,41
2019-02-15,11,ava max,sweet but psycho,40
2019-02-15,12,nsg ft tion wayne,options,39
2019-02-15,13,meek mill ft drake,going bad,38
2019-02-15,14,jax jones/years & years,play,37
2019-02-15,15,freya ridings,lost without you,36
2019-02-15,16,khalid,talk,35
2019-02-15,17,j cole,middle child,34
2019-02-15,18,aj tracey,psych out,33
2019-02-15,19,westlife,hello my love,32
2019-02-15,20,russ,gun lean,31
2019-02-15,21,lady gaga & bradley cooper,shallow,30
2019-02-15,22,pinkfong,baby shark,29
2019-02-15,23,post malone ft swae lee,sunflower,28
2019-02-15,24,dua lipa,swan song,27
2019-02-15,25,chris brown,undecided,26
2019-02-15,26,lewis capaldi,grace,25
2019-02-15,27,a boogie wit da hoodie/6ix9ine,swervin,24
2019-02-15,28,halsey,without me,23
2019-02-15,29,21 savage,a lot,22
2019-02-15,30,tom walker,just you and i,21
2019-02-15,31,marshmello ft bastille,happier,20
2019-02-15,32,george ezra,shotgun,19
2019-02-15,33,lauv & troye sivan,i'm so tired,18
2019-02-15,34,chainsmokers ft 5 seconds of,who do you love,17
2019-02-15,35,gesaffelstein ft weeknd,lost in the fire,16
2019-02-15,36,cadet & deno driz,advice,15
2019-02-15,37,camelphat/cristoph/jem cooke,breathe,14
2019-02-15,38,kehlani ft ty dolla sign,ights like this,13
2019-02-15,39,jess glynne,thursday,12
2019-02-15,40,blueface,thotiana,11
2019-02-15,41,flipp dinero,leave me alone,10
2019-02-15,42,khalid,saturday nights,9
2019-02-15,43,panic at the disco,high hopes,8
2019-02-15,44,headie one ft dave,18hunna,7
2019-02-15,45,anne-marie,2002,6
2019-02-15,46,aj tracey,wifey riddim 3,5
2019-02-15,47,fredo ft dave,all i ever wanted,4
2019-02-15,48,aj tracey,ladbroke grove,3
2019-02-15,49,little mix ft ty dolla sign,think about us,2
2019-02-15,50,calvin harris & sam smith,promises,1
2019-02-22,1,ariana grande,7 rings,50
2019-02-22,2,ariana grande,break up with your girlfriend i'm bored,49
2019-02-22,3,lewis capaldi,someone you loved,48
2019-02-22,4,calvin harris & rag'n'bone man,giant,47
2019-02-22,5,mabel,don't call me up,46
2019-02-22,6,sam smith & normani,dancing with a stranger,45
2019-02-22,7,post malone,wow.,44
2019-02-22,8,billie eilish,bury a friend,43
2019-02-22,9,nsg ft tion wayne,options,42
2019-02-22,10,ava max,sweet but psycho,41
2019-02-22,11,ariana grande,eedy,40
2019-02-22,12,cardi b & bruno mars,please me,39
2019-02-22,13,meek mill ft drake,going bad,38
