weekdate,position,artist_name,track_name,weighting
2012-07-13,9,katy perry,wide awake,42
2012-07-13,10,cheryl,call my name,41
2012-07-13,11,carly rae jepsen,call me maybe,40
2012-07-13,12,labrinth,express yourself,39
2012-07-13,13,taio cruz,there she goes,38
2012-07-13,14,train,drive by,37
2012-07-13,15,rihanna,where have you been,36
2012-07-13,16,nicki minaj,pound the alarm,35
2012-07-13,17,gotye ft kimbra,somebody that i used to know,34
2012-07-13,18,paloma faith,picking up the pieces,33
2012-07-13,19,usher,scream,32
2012-07-13,20,nicki minaj,starships,31
2012-07-13,21,jay-z & kanye west,****s in paris,30
2012-07-13,22,lady antebellum,eed you now,29
2012-07-13,23,emeli sande,my kind of love,28
2012-07-13,24,rita ora ft tinie tempah,r.i.p.,27
2012-07-13,25,alex clare,too close,26
2012-07-13,26,flo rida ft sia,wild ones,25
2012-07-13,27,gary barlow/commonwealth band,sing,24
2012-07-13,28,wanted,chasing the sun,23
2012-07-13,29,professor green ft ruth anne,remedy,22
2012-07-13,30,david guetta ft sia,titanium,21
2012-07-13,31,d'banj,oliver twist,20
2012-07-13,32,dj fresh ft dizzee rascal,the power,19
2012-07-13,33,ed sheeran,small bump,18
2012-07-13,34,blur,under the westway,17
2012-07-13,35,dappy,i'm coming (tarzan pt 2),16
2012-07-13,36,skrillex ft sirah,bangarang,15
2012-07-13,37,tulisa,young,14
2012-07-13,38,jessie j,domino,13
2012-07-13,39,azealia banks ft lazy jay,212,12
2012-07-13,40,calvin harris ft ne-yo,let's go,11
2012-07-13,41,jay-z/kanye west/frank,o church in the wild,10
2012-07-13,42,loreen,euphoria,9
2012-07-13,43,david guetta/lil wayne/c brown,i can only imagine,8
2012-07-13,44,pitbull,back in time,7
2012-07-13,45,muse,survival,6
2012-07-13,46,maroon 5 ft christina aguilera,moves like jagger,5
2012-07-13,47,jessie j ft david guetta,laserlight,4
2012-07-13,48,lmfao,sexy and i know it,3
2012-07-13,49,justin bieber,boyfriend,2
2012-07-13,50,sean paul,she doesn't mind,1
2012-07-20,1,florence & the machine,spectrum,50
2012-07-20,2,maroon 5 ft wiz khalifa,payphone,49
2012-07-20,3,will i am ft eva simons,this is love,48
2012-07-20,4,chris brown,don't wake me up,47
2012-07-20,5,stooshe,black heart,46
2012-07-20,6,flo rida,whistle,45
2012-07-20,7,rudimental ft john newman,feel the love,44
2012-07-20,8,coldplay & rihanna,princess of china,43
2012-07-20,9,katy perry,wide awake,42
2012-07-20,10,nicki minaj,pound the alarm,41
2012-07-20,11,fun ft janelle monae,we are young,40
2012-07-20,12,carly rae jepsen,call me maybe,39
2012-07-20,13,cheryl,call my name,38
2012-07-20,14,train,drive by,37
2012-07-20,15,rihanna,where have you been,36
2012-07-20,16,gotye ft kimbra,somebody that i used to know,35
2012-07-20,17,adam lambert,ever close our eyes,34
2012-07-20,18,lady antebellum,eed you now,33
2012-07-20,19,nicki minaj,starships,32
2012-07-20,20,usher,scream,31
2012-07-20,21,david guetta/lil wayne/c brown,i can only imagine,30
2012-07-20,22,paloma faith,picking up the pieces,29
2012-07-20,23,labrinth,express yourself,28
2012-07-20,24,jay-z & kanye west,****s in paris,27
2012-07-20,25,taio cruz,there she goes,26
2012-07-20,26,rita ora ft tinie tempah,r.i.p.,25
2012-07-20,27,wanted,chasing the sun,24
2012-07-20,28,alex clare,too close,23
2012-07-20,29,jessie j,domino,22
2012-07-20,30,skrillex ft sirah,bangarang,21
2012-07-20,31,lmfao,sexy and i know it,20
2012-07-20,32,emeli sande,my kind of love,19
2012-07-20,33,rizzle kicks,mama do the hump,18
2012-07-20,34,gary barlow/commonwealth band,sing,17
2012-07-20,35,david guetta ft sia,titanium,16
2012-07-20,36,ed sheeran,small bump,15
2012-07-20,37,vaccines,o hope,14
2012-07-20,38,professor green ft ruth anne,remedy,13
2012-07-20,39,calvin harris ft ne-yo,let's go,12
2012-07-20,40,d'banj,oliver twist,11
2012-07-20,41,azealia banks ft lazy jay,212,10
2012-07-20,42,flo rida ft sia,wild ones,9
2012-07-20,43,tulisa,young,8
2012-07-20,44,jay-z/kanye west/frank,o church in the wild,7
2012-07-20,45,knife party,bonfire,6
2012-07-20,46,bob ft taylor swift,reboth of us,5
2012-07-20,47,maroon 5 ft christina aguilera,moves like jagger,4
2012-07-20,48,eminem ft rihanna,relove the way you lie,3
2012-07-20,49,dj fresh ft dizzee rascal,the power,2
2012-07-20,50,bryan adams,summer of '69,1
2012-07-27,1,florence & the machine,spectrum,50
2012-07-27,2,maroon 5 ft wiz khalifa,payphone,49
2012-07-27,3,chris brown,don't wake me up,48
2012-07-27,4,will i am ft eva simons,this is love,47
2012-07-27,5,stooshe,black heart,46
2012-07-27,6,flo rida,whistle,45
2012-07-27,7,rudimental ft john newman,feel the love,44
2012-07-27,8,coldplay & rihanna,princess of china,43
2012-07-27,9,nicki minaj,pound the alarm,42
2012-07-27,10,katy perry,wide awake,41
2012-07-27,11,misha b,home run,40
2012-07-27,12,fun ft janelle monae,we are young,39
2012-07-27,13,carly rae jepsen,call me maybe,38
2012-07-27,14,train,drive by,37
2012-07-27,15,lady antebellum,eed you now,36
2012-07-27,16,cheryl,call my name,35
2012-07-27,17,gotye ft kimbra,somebody that i used to know,34
2012-07-27,18,david guetta/lil wayne/c brown,i can only imagine,33
2012-07-27,19,rihanna,where have you been,32
2012-07-27,20,angel,wonderful,31
2012-07-27,21,nicki minaj,starships,30
2012-07-27,22,bob ft taylor swift,both of us,29
2012-07-27,23,paloma faith,picking up the pieces,28
2012-07-27,24,wanted,chasing the sun,27
2012-07-27,25,jay-z & kanye west,****s in paris,26
2012-07-27,26,usher,scream,25
2012-07-27,27,skrillex ft sirah,bangarang,24
2012-07-27,28,far east movement/cover drive,turn up the love,23
2012-07-27,29,lmfao,sexy and i know it,22
2012-07-27,30,labrinth,express yourself,21
2012-07-27,31,jessie j,domino,20
2012-07-27,32,alex clare,too close,19
2012-07-27,33,rizzle kicks,mama do the hump,18
2012-07-27,34,rita ora ft tinie tempah,r.i.p.,17
2012-07-27,35,emeli sande,my kind of love,16
2012-07-27,36,david guetta ft sia,titanium,15
2012-07-27,37,ed sheeran,small bump,14
2012-07-27,38,taio cruz,there she goes,13
2012-07-27,39,azealia banks ft lazy jay,212,12
2012-07-27,40,gary barlow/commonwealth band,sing,11
2012-07-27,41,calvin harris ft ne-yo,let's go,10
2012-07-27,42,kylie minogue,retimebomb,9
2012-07-27,43,jay-z/kanye west/frank,o church in the wild,8
2012-07-27,44,swedish house mafia,greyhound,7
2012-07-27,45,d'banj,oliver twist,6
2012-07-27,46,knife party,bonfire,5
2012-07-27,47,bryan adams,summer of '69,4
2012-07-27,48,elton john vs pnau,sad,3
2012-07-27,49,maroon 5 ft christina aguilera,moves like jagger,2
2012-07-27,50,adam lambert,ever close our eyes,1
2012-08-03,1,florence & the machine,spectrum,50
2012-08-03,2,maroon 5 ft wiz khalifa,payphone,49
2012-08-03,3,stooshe,black heart,48
2012-08-03,4,conor maynard,vegas girl,47
2012-08-03,5,flo rida,whistle,46
2012-08-03,6,karmin,brokenhearted,45
2012-08-03,7,rudimental ft john newman,feel the love,44
2012-08-03,8,chris brown,don't wake me up,43
2012-08-03,9,will i am ft eva simons,this is love,42
2012-08-03,10,fun ft janelle monae,we are young,41
2012-08-03,11,coldplay & rihanna,princess of china,40
2012-08-03,12,nicki minaj,pound the alarm,39
2012-08-03,13,carly rae jepsen,call me maybe,38
2012-08-03,14,katy perry,wide awake,37
2012-08-03,15,misha b,home run,36
2012-08-03,16,far east movement/cover drive,turn up the love,35
2012-08-03,17,train,drive by,34
2012-08-03,18,david guetta/lil wayne/c brown,i can only imagine,33
2012-08-03,19,nicki minaj,starships,32
2012-08-03,20,angel,wonderful,31
2012-08-03,21,lady antebellum,eed you now,30
2012-08-03,22,cheryl,call my name,29
2012-08-03,23,rihanna,where have you been,28
2012-08-03,24,bob ft taylor swift,both of us,27
2012-08-03,25,gotye ft kimbra,somebody that i used to know,26
2012-08-03,26,cedric gervais,molly,25
2012-08-03,27,public enemy,harder than you think,24
2012-08-03,28,wanted,chasing the sun,23
2012-08-03,29,jay-z & kanye west,****s in paris,22
2012-08-03,30,alex clare,too close,21
2012-08-03,31,paloma faith,picking up the pieces,20
2012-08-03,32,usher,scream,19
2012-08-03,33,skrillex ft sirah,bangarang,18
2012-08-03,34,labrinth,express yourself,17
2012-08-03,35,madeon,finale,16
2012-08-03,36,rita ora ft tinie tempah,r.i.p.,15
2012-08-03,37,azealia banks ft lazy jay,212,14
2012-08-03,38,clement marfo & the frontline,champion,13
2012-08-03,39,emeli sande,my kind of love,12
2012-08-03,40,ed sheeran,small bump,11
2012-08-03,41,d'banj,oliver twist,10
2012-08-03,42,emeli sande,ext to me,9
2012-08-03,43,david guetta ft sia,titanium,8
2012-08-03,44,gym class heroes/ryan tedder,the fighter,7
2012-08-03,45,drake ft the weeknd,crew love,6
2012-08-03,46,lmfao,sexy and i know it,5
2012-08-03,47,swedish house mafia,greyhound,4
2012-08-03,48,knife party,bonfire,3
2012-08-03,49,taio cruz,there she goes,2
2012-08-03,50,killers,mr brightside,1
2012-08-10,1,wiley ft ms d,heatwave,50
2012-08-10,2,calvin harris ft example,we'll be coming back,49
2012-08-10,3,florence & the machine,spectrum,48
2012-08-10,4,maroon 5 ft wiz khalifa,payphone,47
2012-08-10,5,stooshe,black heart,46
2012-08-10,6,karmin,brokenhearted,45
2012-08-10,7,rudimental ft john newman,feel the love,44
2012-08-10,8,chris brown,don't wake me up,43
2012-08-10,9,conor maynard,vegas girl,42
2012-08-10,10,flo rida,whistle,41
2012-08-10,11,nicki minaj,pound the alarm,40
2012-08-10,12,underworld/dockhead ch/glennie,caliban's dream,39
2012-08-10,13,far east movement/cover drive,turn up the love,38
2012-08-10,14,will i am ft eva simons,this is love,37
2012-08-10,15,carly rae jepsen,call me maybe,36
2012-08-10,16,fun ft janelle monae,we are young,35
2012-08-10,17,coldplay & rihanna,princess of china,34
2012-08-10,18,katy perry,wide awake,33
2012-08-10,19,angel,wonderful,32
2012-08-10,20,misha b,home run,31
2012-08-10,21,arctic monkeys,come together,30
2012-08-10,22,train,drive by,29
2012-08-10,23,nicki minaj,starships,28
2012-08-10,24,david guetta/lil wayne/c brown,i can only imagine,27
2012-08-10,25,bob ft taylor swift,both of us,26
2012-08-10,26,rihanna,where have you been,25
2012-08-10,27,gotye ft kimbra,somebody that i used to know,24
2012-08-10,28,lady antebellum,eed you now,23
2012-08-10,29,cheryl,call my name,22
2012-08-10,30,cedric gervais,molly,21
2012-08-10,31,skrillex ft sirah,bangarang,20
2012-08-10,32,jay-z & kanye west,****s in paris,19
2012-08-10,33,wanted,chasing the sun,18
2012-08-10,34,drumsound & bassline smith,through the night,17
2012-08-10,35,alex clare,too close,16
2012-08-10,36,paloma faith,picking up the pieces,15
2012-08-10,37,drake ft the weeknd,crew love,14
2012-08-10,38,azealia banks ft lazy jay,212,13
2012-08-10,39,emeli sande,ext to me,12
2012-08-10,40,frank turner,i still believe,11
2012-08-10,41,usher,scream,10
2012-08-10,42,rita ora ft tinie tempah,r.i.p.,9
2012-08-10,43,emeli sande,my kind of love,8
2012-08-10,44,emeli sande,abide with me,7
2012-08-10,45,bruno mars,runaway baby,6
2012-08-10,46,ed sheeran,small bump,5
2012-08-10,47,killers,mr brightside,4
2012-08-10,48,justin bieber ft big sean,as long as you love me,3
2012-08-10,49,labrinth,express yourself,2
2012-08-10,50,david guetta ft sia,titanium,1
2012-08-17,1,wiley ft ms d,heatwave,50
2012-08-17,2,calvin harris ft example,we'll be coming back,49
2012-08-17,3,lawson,taking over me,48
2012-08-17,4,florence & the machine,spectrum,47
2012-08-17,5,redlight,lost in your love,46
2012-08-17,6,maroon 5 ft wiz khalifa,payphone,45
2012-08-17,7,rudimental ft john newman,feel the love,44
2012-08-17,8,nicki minaj,pound the alarm,43
2012-08-17,9,stooshe,black heart,42
2012-08-17,10,karmin,brokenhearted,41
2012-08-17,11,will i am ft eva simons,this is love,40
2012-08-17,12,angel,wonderful,39
2012-08-17,13,far east movement/cover drive,turn up the love,38
2012-08-17,14,flo rida,whistle,37
2012-08-17,15,chris brown,don't wake me up,36
2012-08-17,16,carly rae jepsen,call me maybe,35
2012-08-17,17,fun ft janelle monae,we are young,34
2012-08-17,18,katy perry,wide awake,33
2012-08-17,19,conor maynard,vegas girl,32
2012-08-17,20,coldplay & rihanna,princess of china,31
2012-08-17,21,underworld/dockhead ch/glennie,caliban's dream,30
2012-08-17,22,dizzee rascal ft pepper,scream,29
2012-08-17,23,train,drive by,28
2012-08-17,24,alex clare,too close,27
2012-08-17,25,justin bieber ft big sean,as long as you love me,26
2012-08-17,26,skrillex ft sirah,bangarang,25
2012-08-17,27,nicki minaj,starships,24
2012-08-17,28,of monsters & men,little talks,23
2012-08-17,29,david guetta/lil wayne/c brown,i can only imagine,22
2012-08-17,30,gotye ft kimbra,somebody that i used to know,21
2012-08-17,31,dizzee rascal/van helden,bonkers,20
2012-08-17,32,rihanna,where have you been,19
2012-08-17,33,misha b,home run,18
2012-08-17,34,jay-z & kanye west,****s in paris,17
2012-08-17,35,cheryl,call my name,16
2012-08-17,36,cheryl,under the sun,15
2012-08-17,37,lady antebellum,eed you now,14
2012-08-17,38,azealia banks ft lazy jay,212,13
2012-08-17,39,avicii,silhouettes,12
2012-08-17,40,drake ft the weeknd,crew love,11
2012-08-17,41,wanted,chasing the sun,10
2012-08-17,42,drumsound & bassline smith,through the night,9
2012-08-17,43,emeli sande,ext to me,8
2012-08-17,44,paloma faith,picking up the pieces,7
2012-08-17,45,blur,reunder the westway,6
2012-08-17,46,bob ft taylor swift,both of us,5
2012-08-17,47,fun,some nights,4
2012-08-17,48,rita ora ft tinie tempah,r.i.p.,3
2012-08-17,49,arctic monkeys,come together,2
2012-08-17,50,train,50 ways to say goodbye,1
2012-08-24,1,rita ora,how we do (party),50
2012-08-24,2,wiley ft ms d,heatwave,49
2012-08-24,3,emeli sande,reread all about it pt 3,48
2012-08-24,4,elbow,reone day like this,47
2012-08-24,5,calvin harris ft example,we'll be coming back,46
2012-08-24,6,kate bush,rerunning up that hill,45
2012-08-24,7,florence & the machine,spectrum,44
2012-08-24,8,trey songz,simply amazing,43
2012-08-24,9,porter robinson,language,42
2012-08-24,10,redlight,lost in your love,41
2012-08-24,11,angel,wonderful,40
2012-08-24,12,maroon 5 ft wiz khalifa,payphone,39
2012-08-24,13,nicki minaj,pound the alarm,38
2012-08-24,14,stooshe,black heart,37
2012-08-24,15,george michael,white light,36
2012-08-24,16,rudimental ft john newman,feel the love,35
2012-08-24,17,lawson,taking over me,34
2012-08-24,18,john lennon,reimagine,33
2012-08-24,19,flo rida,whistle,32
2012-08-24,20,carly rae jepsen,call me maybe,31
2012-08-24,21,chris brown,don't wake me up,30
2012-08-24,22,muse,survival,29
2012-08-24,23,will i am ft eva simons,this is love,28
2012-08-24,24,justin bieber ft big sean,as long as you love me,27
2012-08-24,25,karmin,brokenhearted,26
2012-08-24,26,cheryl,under the sun,25
2012-08-24,27,alex clare,too close,24
2012-08-24,28,fun ft janelle monae,we are young,23
2012-08-24,29,far east movement/cover drive,turn up the love,22
2012-08-24,30,katy perry,wide awake,21
2012-08-24,31,ryan o'shaughnessy,o name,20
2012-08-24,32,one direction,rewhat makes you beautiful,19
2012-08-24,33,paloma faith,picking up the pieces,18
2012-08-24,34,sheeran/jones/mason/rutherford,wish you were here,17
2012-08-24,35,of monsters & men,little talks,16
2012-08-24,36,underworld/dockhead ch/glennie,caliban's dream,15
2012-08-24,37,train,drive by,14
2012-08-24,38,oasis,rewonderwall,13
2012-08-24,39,nicki minaj,starships,12
2012-08-24,40,coldplay & rihanna,princess of china,11
2012-08-24,41,dizzee rascal ft pepper,scream,10
2012-08-24,42,taio cruz,redynamite,9
2012-08-24,43,skrillex ft sirah,bangarang,8
2012-08-24,44,avicii,silhouettes,7
2012-08-24,45,fun,some nights,6
2012-08-24,46,gotye ft kimbra,somebody that i used to know,5
2012-08-24,47,kinks,rewaterloo sunset,4
2012-08-24,48,dizzee rascal/van helden,bonkers,3
2012-08-24,49,aiden grimshaw,curtain call,2
2012-08-24,50,paloma faith,30 minute love affair,1
2012-08-31,1,sam & the womp,bom bom,50
2012-08-31,2,rita ora,how we do (party),49
2012-08-31,3,wiley ft ms d,heatwave,48
2012-08-31,4,emeli sande,read all about it pt 3,47
2012-08-31,5,taylor swift,we are never ever getting back together,46
2012-08-31,6,florence & the machine,spectrum,45
2012-08-31,7,devlin ft ed sheeran,(all along the) watchtower,44
2012-08-31,8,calvin harris ft example,we'll be coming back,43
2012-08-31,9,angel,wonderful,42
2012-08-31,10,trey songz,simply amazing,41
2012-08-31,11,public enemy,harder than you think,40
2012-08-31,12,simple plan ft sean paul,summer paradise,39
2012-08-31,13,nicki minaj,pound the alarm,38
2012-08-31,14,maroon 5 ft wiz khalifa,payphone,37
2012-08-31,15,stooshe,black heart,36
2012-08-31,16,porter robinson,language,35
2012-08-31,17,owl city/carly rae jepsen,good time,34
2012-08-31,18,elbow,one day like this,33
2012-08-31,19,redlight,lost in your love,32
2012-08-31,20,rudimental ft john newman,feel the love,31
2012-08-31,21,of monsters & men,little talks,30
2012-08-31,22,justin bieber ft big sean,as long as you love me,29
2012-08-31,23,cheryl,under the sun,28
2012-08-31,24,fun,some nights,27
2012-08-31,25,flo rida,whistle,26
2012-08-31,26,alex clare,too close,25
2012-08-31,27,carly rae jepsen,call me maybe,24
2012-08-31,28,chris brown,don't wake me up,23
2012-08-31,29,will i am ft eva simons,this is love,22
2012-08-31,30,lady antebellum,eed you now,21
2012-08-31,31,fun ft janelle monae,we are young,20
2012-08-31,32,lawson,taking over me,19
2012-08-31,33,kate bush,running up that hill,18
2012-08-31,34,far east movement/cover drive,turn up the love,17
2012-08-31,35,muse,madness,16
2012-08-31,36,nicki minaj,starships,15
2012-08-31,37,paloma faith,picking up the pieces,14
2012-08-31,38,katy perry,wide awake,13
2012-08-31,39,train,drive by,12
2012-08-31,40,skrillex ft sirah,bangarang,11
2012-08-31,41,emeli sande,ext to me,10
2012-08-31,42,karmin,brokenhearted,9
2012-08-31,43,coldplay & rihanna,princess of china,8
2012-08-31,44,gotye ft kimbra,somebody that i used to know,7
2012-08-31,45,cover drive,explode,6
2012-08-31,46,jessie ware,wildest moments,5
2012-08-31,47,rita ora ft tinie tempah,r.i.p.,4
2012-08-31,48,muse,survival,3
2012-08-31,49,ryan o'shaughnessy,o name,2
2012-08-31,50,jay-z & kanye west,****s in paris,1
2012-09-07,1,little mix,wings,50
2012-09-07,2,sam & the womp,bom bom,49
2012-09-07,3,rita ora,how we do (party),48
2012-09-07,4,public enemy,harder than you think,47
2012-09-07,5,owl city/carly rae jepsen,good time,46
2012-09-07,6,wiley ft ms d,heatwave,45
2012-09-07,7,florence & the machine,spectrum,44
2012-09-07,8,taylor swift,we are never ever getting back together,43
2012-09-07,9,emeli sande,read all about it pt 3,42
2012-09-07,10,angel,wonderful,41
2012-09-07,11,lucy spraggan,last night,40
2012-09-07,12,of monsters & men,little talks,39
2012-09-07,13,calvin harris ft example,we'll be coming back,38
2012-09-07,14,fun,some nights,37
2012-09-07,15,stooshe,black heart,36
2012-09-07,16,simple plan ft sean paul,summer paradise,35
2012-09-07,17,fazer,killer,34
2012-09-07,18,maroon 5 ft wiz khalifa,payphone,33
2012-09-07,19,elbow,one day like this,32
2012-09-07,20,devlin ft ed sheeran,(all along the) watchtower,31
2012-09-07,21,trey songz,simply amazing,30
2012-09-07,22,nicki minaj,pound the alarm,29
2012-09-07,23,rita ora ft tinie tempah,r.i.p.,28
2012-09-07,24,cheryl,under the sun,27
2012-09-07,25,justin bieber ft big sean,as long as you love me,26
2012-09-07,26,alex clare,too close,25
2012-09-07,27,rudimental ft john newman,feel the love,24
2012-09-07,28,carly rae jepsen,call me maybe,23
2012-09-07,29,cover drive,explode,22
2012-09-07,30,fun ft janelle monae,we are young,21
2012-09-07,31,flo rida,whistle,20
2012-09-07,32,redlight,lost in your love,19
2012-09-07,33,porter robinson,language,18
2012-09-07,34,chris brown,don't wake me up,17
2012-09-07,35,will i am ft eva simons,this is love,16
2012-09-07,36,lady antebellum,eed you now,15
2012-09-07,37,train,drive by,14
2012-09-07,38,skrillex ft sirah,bangarang,13
2012-09-07,39,nicki minaj,starships,12
2012-09-07,40,katy perry,wide awake,11
2012-09-07,41,far east movement/cover drive,turn up the love,10
2012-09-07,42,gotye ft kimbra,somebody that i used to know,9
2012-09-07,43,coldplay & rihanna,princess of china,8
2012-09-07,44,steve aoki/angger dimas/iggy a,beat down,7
2012-09-07,45,lawson,taking over me,6
2012-09-07,46,uncle kracker,follow me,5
2012-09-07,47,paloma faith,picking up the pieces,4
2012-09-07,48,jay-z & kanye west,****s in paris,3
2012-09-07,49,karmin,brokenhearted,2
2012-09-07,50,azealia banks ft lazy jay,212,1
2012-09-14,1,ne-yo,let me love you (until you learn to love,50
2012-09-14,2,script ft will i am,hall of fame,49
2012-09-14,3,pink,blow me (one last kiss),48
2012-09-14,4,little mix,wings,47
2012-09-14,5,sam & the womp,bom bom,46
2012-09-14,6,owl city/carly rae jepsen,good time,45
2012-09-14,7,public enemy,harder than you think,44
2012-09-14,8,taylor swift,we are never ever getting back together,43
2012-09-14,9,rita ora,how we do (party),42
2012-09-14,10,fun,some nights,41
2012-09-14,11,flo rida,i cry,40
2012-09-14,12,florence & the machine,spectrum,39
2012-09-14,13,wiley ft ms d,heatwave,38
2012-09-14,14,of monsters & men,little talks,37
2012-09-14,15,cheryl,under the sun,36
2012-09-14,16,angel,wonderful,35
2012-09-14,17,emeli sande,read all about it pt 3,34
2012-09-14,18,calvin harris ft example,we'll be coming back,33
2012-09-14,19,simple plan ft sean paul,summer paradise,32
2012-09-14,20,maroon 5 ft wiz khalifa,payphone,31
2012-09-14,21,stooshe,black heart,30
2012-09-14,22,nicki minaj,pound the alarm,29
2012-09-14,23,rudimental ft john newman,feel the love,28
2012-09-14,24,trey songz,simply amazing,27
2012-09-14,25,alex clare,too close,26
2012-09-14,26,justin bieber ft big sean,as long as you love me,25
2012-09-14,27,plan b,deepest shame,24
2012-09-14,28,devlin ft ed sheeran,(all along the) watchtower,23
2012-09-14,29,elbow,one day like this,22
2012-09-14,30,carly rae jepsen,call me maybe,21
2012-09-14,31,fun ft janelle monae,we are young,20
2012-09-14,32,flo rida,whistle,19
2012-09-14,33,rita ora ft tinie tempah,r.i.p.,18
2012-09-14,34,chris brown,don't wake me up,17
2012-09-14,35,redlight,lost in your love,16
2012-09-14,36,professor green/kusterbeck,avalon,15
2012-09-14,37,porter robinson,language,14
2012-09-14,38,fazer,killer,13
2012-09-14,39,vaccines,teenage icon,12
2012-09-14,40,will i am ft eva simons,this is love,11
2012-09-14,41,lady antebellum,eed you now,10
2012-09-14,42,otto knows,million voices,9
2012-09-14,43,cover drive,explode,8
2012-09-14,44,skrillex ft sirah,bangarang,7
2012-09-14,45,nicki minaj,starships,6
2012-09-14,46,train,drive by,5
2012-09-14,47,katy perry,wide awake,4
2012-09-14,48,gotye ft kimbra,somebody that i used to know,3
2012-09-14,49,lenny kravitz/avicii,superlove,2
2012-09-14,50,jay-z & kanye west,****s in paris,1
2012-09-21,1,script ft will i am,hall of fame,50
2012-09-21,2,amelia lily,you bring me joy,49
2012-09-21,3,ne-yo,let me love you (until you learn to love,48
2012-09-21,4,little mix,wings,47
2012-09-21,5,pink,blow me (one last kiss),46
2012-09-21,6,flo rida,i cry,45
2012-09-21,7,taylor swift,we are never ever getting back together,44
2012-09-21,8,owl city/carly rae jepsen,good time,43
2012-09-21,9,sam & the womp,bom bom,42
2012-09-21,10,fun,some nights,41
2012-09-21,11,tulisa ft tyga,live it up,40
2012-09-21,12,gerry & the pacemakers,reyou'll never walk alone,39
2012-09-21,13,cheryl,under the sun,38
2012-09-21,14,david guetta ft sia,she wolf (falling to pieces),37
2012-09-21,15,rita ora,how we do (party),36
2012-09-21,16,public enemy,harder than you think,35
2012-09-21,17,mumford & sons,i will wait,34
2012-09-21,18,killers,runaways,33
2012-09-21,19,emeli sande,read all about it pt 3,32
2012-09-21,20,of monsters & men,little talks,31
2012-09-21,21,florence & the machine,spectrum,30
2012-09-21,22,david guetta ft ne-yo/akon,play hard,29
2012-09-21,23,wiley ft ms d,heatwave,28
2012-09-21,24,otto knows,million voices,27
2012-09-21,25,maroon 5 ft wiz khalifa,payphone,26
2012-09-21,26,simple plan ft sean paul,summer paradise,25
2012-09-21,27,stooshe,black heart,24
2012-09-21,28,calvin harris ft example,we'll be coming back,23
2012-09-21,29,kanye west/jay z/big sean,clique,22
2012-09-21,30,angel,wonderful,21
2012-09-21,31,rudimental ft john newman,feel the love,20
2012-09-21,32,elbow,one day like this,19
2012-09-21,33,nicki minaj,pound the alarm,18
2012-09-21,34,coldplay & rihanna,princess of china,17
2012-09-21,35,carly rae jepsen,call me maybe,16
2012-09-21,36,plan b,deepest shame,15
2012-09-21,37,psy,gangnam style,14
2012-09-21,38,conor maynard ft ne-yo,turn around,13
2012-09-21,39,professor green/kusterbeck,avalon,12
2012-09-21,40,alex clare,too close,11
2012-09-21,41,trey songz,simply amazing,10
2012-09-21,42,fun ft janelle monae,we are young,9
2012-09-21,43,xx,angels,8
2012-09-21,44,justin bieber ft big sean,as long as you love me,7
2012-09-21,45,flo rida,whistle,6
2012-09-21,46,chris brown,don't wake me up,5
2012-09-21,47,nicki minaj,starships,4
2012-09-21,48,lady antebellum,eed you now,3
2012-09-21,49,coldplay,paradise,2
2012-09-21,50,redlight,lost in your love,1
2012-09-28,1,script ft will i am,hall of fame,50
2012-09-28,2,example,say nothing,49
2012-09-28,3,psy,gangnam style,48
2012-09-28,4,ne-yo,let me love you (until you learn to love,47
2012-09-28,5,pink,blow me (one last kiss),46
2012-09-28,6,taylor swift,we are never ever getting back together,45
2012-09-28,7,little mix,wings,44
2012-09-28,8,amelia lily,you bring me joy,43
2012-09-28,9,flo rida,i cry,42
2012-09-28,10,owl city/carly rae jepsen,good time,41
2012-09-28,11,david guetta ft sia,she wolf (falling to pieces),40
2012-09-28,12,dappy,good intentions,39
2012-09-28,13,sam & the womp,bom bom,38
2012-09-28,14,fun,some nights,37
2012-09-28,15,emeli sande,read all about it pt 3,36
2012-09-28,16,mumford & sons,i will wait,35
2012-09-28,17,cheryl,under the sun,34
2012-09-28,18,conor maynard ft ne-yo,turn around,33
2012-09-28,19,killers,runaways,32
2012-09-28,20,rita ora,how we do (party),31
2012-09-28,21,otto knows,million voices,30
2012-09-28,22,david guetta ft ne-yo/akon,play hard,29
2012-09-28,23,of monsters & men,little talks,28
2012-09-28,24,tulisa ft tyga,live it up,27
2012-09-28,25,florence & the machine,spectrum,26
2012-09-28,26,public enemy,harder than you think,25
2012-09-28,27,gerry & the pacemakers,you'll never walk alone,24
2012-09-28,28,wiley ft ms d,heatwave,23
2012-09-28,29,maroon 5 ft wiz khalifa,payphone,22
2012-09-28,30,justin bieber ft big sean,as long as you love me,21
2012-09-28,31,kanye west/jay z/big sean,clique,20
2012-09-28,32,stooshe,black heart,19
2012-09-28,33,carly rae jepsen,call me maybe,18
2012-09-28,34,nicki minaj,pound the alarm,17
2012-09-28,35,rudimental ft john newman,feel the love,16
2012-09-28,36,jessica wright,dance all night,15
2012-09-28,37,angel,wonderful,14
2012-09-28,38,professor green/kusterbeck,avalon,13
2012-09-28,39,calvin harris ft example,we'll be coming back,12
2012-09-28,40,alex clare,too close,11
2012-09-28,41,simple plan ft sean paul,summer paradise,10
2012-09-28,42,fun ft janelle monae,we are young,9
2012-09-28,43,xx,angels,8
2012-09-28,44,flo rida,whistle,7
2012-09-28,45,plan b,deepest shame,6
