date (dd-mm-yyyy),webTitle,short_description,webUrl,imageUrl,section
01-01-2021,"Cancel New Year's Eve parties as Covid loves a crowd, urge UK officials",Government launches information campaign encouraging people to see in 2021 at home,https://www.theguardian.com/world/2020/dec/31/cancel-new-years-eve-parties-as-covid-loves-a-crowd-urge-uk-officials,https://media.guim.co.uk/09ad4007b1c8af4f8e0e2c9575dcdfc0e0d9a93b/0_111_3500_2101/500.jpg,world
02-01-2021,Dr Anthony Fauci says US will not delay second doses of Covid vaccine,American infectious disease expert disagrees with UK’s plans to prioritise first doses,https://www.theguardian.com/world/2021/jan/02/dr-anthony-fauci-says-us-will-not-delay-second-doses-of-covid-vaccine,https://media.guim.co.uk/99c86bc20d5c9c8d2f98ce26f06778f205245371/0_65_2816_1690/500.jpg,world
03-01-2021,Testing of 3D-printed Covid face guards and UV air treatment win Australian funding,"‘This is a rapidly scalable, customised technology that could quickly and feasibly be utilised around the world,’ Greg Hunt says",https://www.theguardian.com/world/2021/jan/03/testing-of-3d-printed-covid-face-guards-and-uv-air-treatment-win-australian-funding,https://media.guim.co.uk/919d7e874e21d5154b3cb9163fbee4a3067791df/0_100_3965_2380/500.jpg,world
04-01-2021,New Zealand tightens border again amid fears over new Covid variant,Travellers from UK and US now required to test negative before departure and take an extra test on arrival as ‘extra precautionary steps’ ,https://www.theguardian.com/world/2021/jan/04/new-zealand-tightens-border-again-amid-fears-over-new-covid-strain,https://media.guim.co.uk/7604d83c036ea9ee2843d9a6661fd5b89174931d/0_154_4617_2770/500.jpg,world
05-01-2021,European Medicines Agency 'not ready' to approve Moderna vaccine – as it happened,This blog is now closed. We’ve launched a new blog at the link below: ,https://www.theguardian.com/world/live/2021/jan/04/coronavirus-live-news-us-deaths-pass-350000-as-india-authorises-two-vaccines,https://media.guim.co.uk/ba92e1fe7b45fdd4d10f45693359f30d8c3ef998/0_208_6278_3769/500.jpg,world
06-01-2021,Life without Covid: the nations that have sidestepped the pandemic so far,"A handful of countries – most of them islands, most of them remote – remain coronavirus-free, but life has not remained wholly unchanged",https://www.theguardian.com/world/2021/jan/06/life-without-covid-the-nations-that-have-sidestepped-the-pandemic-so-far,https://media.guim.co.uk/b1c8ae09f2f77683648cd80c0f72272d1bc34ece/24_0_3767_2262/500.jpg,world
07-01-2021,"New Zealand's housing market soars, with record prices for second month in a row","Average price hits NZ$788,967, an increase of 2.6% – amid 6.1% growth in 2020’s final quarter",https://www.theguardian.com/world/2021/jan/07/new-zealands-housing-market-soars-with-record-prices-for-second-month-in-a-row,https://media.guim.co.uk/aaa78475114abf0b6ba316752c31a60cfb8dbd5a/0_20_3000_1800/500.jpg,world
08-01-2021,New Zealand: woman dies after suspected shark attack near Auckland,"Kaelah Marlow, 19, was fatally injured while swimming off Waihi Beach",https://www.theguardian.com/world/2021/jan/08/new-zealand-woman-dies-after-suspected-shark-attack-near-auckland,https://media.guim.co.uk/0c9f88e237c9ecde95c4397701f7d90eb8510862/0_186_1969_1182/500.jpg,world
09-01-2021,Derbyshire police to review lockdown fines after walkers given £200 penalties,Two friends were ‘surrounded’ officers and each given a fine for driving five miles to a beauty spot,https://www.theguardian.com/uk-news/2021/jan/09/covid-derbyshire-police-to-review-lockdown-fines-after-walkers-given-200-penalties,https://media.guim.co.uk/bf1d3e04b32f6f7792e4f3a38563528cd6047ad0/0_189_5705_3425/500.jpg,world
10-01-2021,"UK deaths surpass 80,000 after 1,035 recorded - as it happened","Shijiazhuang, Hebei’s capital, on alert; US reports 290,000 cases and 3,676 deaths in 24 hours as Australia changes rules for hotel quarantine",https://www.theguardian.com/world/live/2021/jan/09/us-records-highest-daily-increase-in-cases-brisbane-under-lockdown-as-single-case-reported-in-australia,https://media.guim.co.uk/c040e8dabb0c3517a514e678200ee880605df319/0_355_6647_3990/500.jpg,world
11-01-2021,Headteachers in England forced to ration on-site lockdown learning,Survey suggests almost 50% of school leaders forced to choose which students have most need,https://www.theguardian.com/world/2021/jan/11/headteachers-in-england-forced-to-ration-on-site-lockdown-learning,https://media.guim.co.uk/8c7c370ec78ef661ee6781b58abbdfd7dcdecb05/544_539_2928_1756/500.jpg,world
12-01-2021,"New Zealand records seventh-hottest year, with extreme weather more likely","It has been nearly four years since New Zealand experienced a month with below-average temperatures, researchers say",https://www.theguardian.com/world/2021/jan/12/new-zealand-records-seventh-hottest-year-with-extreme-weather-more-likely,https://media.guim.co.uk/d48434da71a91370c98d38213af62efb9633a9b7/0_320_5400_3240/500.jpg,world
13-01-2021,Ukraine asks EU for vaccine help – as it happened,This blog is now closed. We’ve launched a new blog at the link below: ,https://www.theguardian.com/world/live/2021/jan/12/coronavirus-live-news-who-warns-no-herd-immunity-in-2021-moderna-says-vaccine-immunity-lasts-a-year,https://media.guim.co.uk/68a75b44fff83916006ba8e3ed6e90f0e522450a/0_71_6048_3630/500.jpg,world
14-01-2021,Labour to educate members on history of Good Friday agreement,Shadow Northern Ireland secretary wants to highlight party’s role in securing peace while in government,https://www.theguardian.com/world/2021/jan/14/labour-to-educate-members-on-history-of-good-friday-agreement,https://media.guim.co.uk/6d85c7dc1e48980652b59d7bf9718d294efb2429/1_78_1130_678/500.jpg,world
15-01-2021,Immunity passports could be the ticket to help reopen international borders | Anthony Gardiner,"Though questions remain that still need answering, there are encouraging signs that proof of immunity to Covid-19 could help people return to normality",https://www.theguardian.com/world/commentisfree/2021/jan/15/immunity-passports-could-be-the-ticket-to-help-reopen-international-borders,https://media.guim.co.uk/a64287cbb0401dab1493479534118163fb0370c2/0_22_1735_1041/500.jpg,world
16-01-2021,Global report: coronavirus death toll reaches 2 million,‘Heart-wrenching milestone’ says UN chief; China reports 130 new cases in flare-up; India starts mass vaccination campaign,https://www.theguardian.com/world/2021/jan/15/global-coronavirus-death-toll-reaches-2-million-people,https://media.guim.co.uk/3df6b440570c74fddf401a22340a23f9758fae3c/0_267_4000_2400/500.jpg,world
17-01-2021,"France's Covid toll passes 70,000 – as it happened",Death toll reaches 2 million people; UK shuts travel corridors and requires negative tests to enter; German vaccine officials forced to guess who is eligible from names,https://www.theguardian.com/world/live/2021/jan/16/coronavirus-live-news-global-death-toll-passes-milestone-as-emirates-cancels-australian-flights-live,https://media.guim.co.uk/4db7324ce2c9ffe26c93aee1281d68775b4edc85/0_153_4601_2760/500.jpg,world
18-01-2021,Bolsonaro rival hails Covid vaccinations as 'triumph of science against denialists',São Paulo governor João Doria takes aim at Brazil’s president after his state beat federal authorities to secure first coronavirus vaccines,https://www.theguardian.com/world/2021/jan/18/bolsonaro-rival-hails-covid-vaccinations-as-triumph-of-science-against-denialists,https://media.guim.co.uk/1f13cc77b484a78d24e919b7cda91116fcb3b3f3/0_119_2713_1628/500.jpg,world
19-01-2021,International arrivals to New Zealand must return negative Covid test before flight,"Australia, Antarctica and most Pacific Islands exempt from new requirement, but 14-day quarantine still applies to all travellers",https://www.theguardian.com/world/2021/jan/19/international-arrivals-to-new-zealand-must-return-negative-covid-test-before-flight,https://media.guim.co.uk/24e657538b0c6a82e28de3475eb2947552b17ebb/80_0_5005_3004/500.jpg,world
20-01-2021,"Talking can spread Covid as much as coughing, says research",Tiny aerosols of the virus emitted when speaking linger in air for longer than larger droplets from a cough,https://www.theguardian.com/world/2021/jan/20/talking-can-spread-covid-as-much-as-coughing-says-research,https://media.guim.co.uk/4e69eaca0212ae8186cd5804e5b922bbc7215e8e/0_113_4928_2956/500.jpg,world
21-01-2021,"Covid cases may have stopped falling, major English survey shows","Tests from 142,000 people suggest level of infections stable or rising slightly after recent falls",https://www.theguardian.com/world/2021/jan/21/covid-cases-may-have-stopped-falling-major-english-survey-shows,https://media.guim.co.uk/4a738b1983257be12a29db0e87dab1b9319f8a49/0_396_6048_3628/500.jpg,world
22-01-2021,New Zealand eagle rays astonish aquarium with mystery births,Scientists say pups may be result of asexual reproduction or that rays may have stored sperm from last encounter with males,https://www.theguardian.com/world/2021/jan/22/new-zealand-eagle-rays-astonish-aquarium-with-mystery-births,https://media.guim.co.uk/0e67e7eadf1b5419f793046cb77bbb880a639c72/59_0_1687_1012/500.jpg,world
23-01-2021,Summer holidays cancelled? UK faces big decision on border,"Stricter controls appear likely, with government’s approach in stark contrast to that during first Covid wave<br>",https://www.theguardian.com/world/2021/jan/23/summer-holidays-cancelled-uk-faces-big-decision-on-border,https://media.guim.co.uk/5cf82b7be32e15628a58dce5acb167ab13945b97/0_199_4957_2976/500.jpg,world
24-01-2021,Spain's defence chief quits over alleged vaccination queue-jumping – as it happened, This blog is now closed. We’ve launched a new blog at the link below: <br> ,https://www.theguardian.com/world/live/2021/jan/23/coronavirus-live-news-uk-variant-fears-while-western-australia-to-relax-border-rules,https://media.guim.co.uk/a025a84033e8024155c309f157a47126e41e77f4/0_516_5842_3505/500.jpg,world
25-01-2021,"New Zealand Covid case appears to be South African variant, officials say",Testing and genome sequencing sheds more light on outbreak at quarantine hotel in Auckland,https://www.theguardian.com/world/2021/jan/25/new-zealand-covid-case-appears-to-be-south-african-variant-officials-say,https://media.guim.co.uk/0c4244e3f6b31ab7e9c9edb21720d3a468679536/0_182_5472_3283/500.jpg,world
26-01-2021,Wuhan doctor: China authorities stopped me sounding alarm on Covid,Medic at heart of original outbreak tells BBC documentary staff were not allowed to wear masks despite concern about human transmissionCoronavirus – latest updatesSee all our coronavirus coverage,https://www.theguardian.com/world/2021/jan/26/wuhan-doctor-china-authorities-stopped-me-sounding-alarm-on-covid,https://media.guim.co.uk/ad2ca0e4a4280393ecb72d658b2fcbed30e717a9/0_796_5133_3082/500.jpg,world
27-01-2021,'Seen all this before': Tourism NZ says ditch influencer shots for something new,"No more lavender fields or mountain tops please, urges agency in effort to stop people ‘travelling under the social influence’ ",https://www.theguardian.com/world/2021/jan/27/seen-all-this-before-tourism-nz-says-ditch-influencer-shots-for-something-new,https://media.guim.co.uk/7f8373960c260774c74d9de1833e26ca62f51b9e/0_240_5854_3513/500.jpg,world
28-01-2021,Covid-19 cases in England 'must fall to ease NHS pressure',Imperial College study notes decline in week to 22 January but fall is slower than in first national lockdown,https://www.theguardian.com/world/2021/jan/28/covid-cases-in-england-must-fall-faster-to-ease-nhs-pressure,https://media.guim.co.uk/7f26e3f831037932ff7ffd3a33c63000359678e6/0_276_4134_2480/500.jpg,world
29-01-2021,Paris hospitals to suspend jabs next week – as it happened,UK has ordered 60m doses of Novavax jab; French health authority says only enough doses left for second shots from 2 February,https://www.theguardian.com/world/live/2021/jan/28/coronavirus-live-news-who-says-covid-war-can-be-won-white-house-predicts-90000-more-deaths-by-march,https://media.guim.co.uk/f11e07da540e6d8732acf6dca7bbe12f4110532b/0_0_3500_2101/500.jpg,world
30-01-2021,‘Doing a great job’: Johnson hails parents for efforts in lockdown,PM pens letter recognising ‘unique challenges’ faced by those looking after children during the pandemic,https://www.theguardian.com/world/2021/jan/30/boris-johnson-hails-parents-for-efforts-in-covid-lockdown,https://media.guim.co.uk/be89f90c9d2a1f7ab2758b1afa3268250ff6535f/0_232_3500_2101/500.jpg,world
31-01-2021,Coronavirus live news: UK and EU agree to 'reset' after vaccine fiasco; Iran imposes two-week quarantine for travellers from Europe,This blog is now closed. We’ve launched a new blog at the link below,https://www.theguardian.com/world/live/2021/jan/30/coronavirus-live-news-eu-vaccine-export-shortages-brexit-astrazeneca-pfizer-european-union-vaccination-uk-australia,https://media.guim.co.uk/eeddb38bf7eb7abc814ae007e6b66f10f7234651/0_217_5849_3509/500.jpg,world
01-02-2021,Hundreds arrested in Belgium and Hungary protests – as it happened,This blog is now closed. We’ve launched a new blog at the link below: ,https://www.theguardian.com/world/live/2021/jan/31/coronavirus-live-news-germany-threatens-legal-action-over-vaccine-delays-nsw-marks-14-days-of-no-cases,https://media.guim.co.uk/ed809999e3aefc4386dd7ac624875f9d073a990c/0_51_3898_2338/500.jpg,world
02-02-2021,Germany sends healthcare workers to Portugal – as it happened,This blog is now closed. We’ve launched a new blog at the link below: ,https://www.theguardian.com/world/live/2021/feb/01/coronavirus-live-news-eu-wants-70-of-adults-vaccinated-by-end-of-summer-israel-extends-covid-lockdown,https://media.guim.co.uk/6eacf94618b9f4873af22eb48878d8b0db69bdfd/0_170_5906_3543/500.jpg,world
03-02-2021,New Caledonia government falls apart over nickel deal and independence push,Thierry Santa’s multi-party government collapses a few months after narrow referendum vote to remain within French republic,https://www.theguardian.com/world/2021/feb/03/new-caledonia-government-falls-over-nickel-deal-and-independence-push,https://media.guim.co.uk/57b863985848507aafc3d0592befd8cfb6fa5ea9/0_181_4123_2474/500.jpg,world
04-02-2021,"EU leaders risking their people's health with UK vaccine attacks, says expert – as it happened",This blog is now closed. We’ve launched a new blog at the link below: ,https://www.theguardian.com/world/live/2021/feb/03/coronavirus-live-news-who-warns-vaccine-nationalism-will-spawn-new-covid-mutations,https://media.guim.co.uk/43601bebdfb0deafb8b24c4647b4b16044b15779/0_421_7185_4311/500.jpg,world
05-02-2021,International travel 'biggest factor in death rate' – as it happened,French prime-minister defends slow rollout of vaccine; Study finds a million international arrivals associated with 3.4% increase in Covid deaths,https://www.theguardian.com/world/live/2021/feb/04/coronavirus-live-news-canada-has-secured-nearly-10-vaccine-doses-per-person-us-deaths-pass-450000,https://media.guim.co.uk/d8e51bc83c0ea7f2682f5be85bce2a052b36e824/0_359_3732_2238/500.jpg,world
06-02-2021,"New Zealand celebrates Waitangi Day with dawn service, bacon butties",Thousands of Kiwis turn out early to mark 181st anniversary of founding document,https://www.theguardian.com/world/2021/feb/06/new-zealand-celebrates-waitangi-day-with-dawn-service-bacon-butties,https://media.guim.co.uk/c88c1f917496a4c02460e78b0b1ce20778ecfa0d/0_150_4520_2713/500.jpg,world
07-02-2021,Marise Payne calls in Myanmar ambassador after Australian adviser to Aung Sun Suu Kyi detained,Foreign affairs minister says Australian government ‘deeply concerned’ about reports Sean Turnell has been detained in Myanmar ,https://www.theguardian.com/world/2021/feb/07/marise-payne-calls-in-myanmar-ambassador-after-australian-adviser-to-aung-sun-suu-kyi-detained,https://media.guim.co.uk/5dc5bcbcf42dd428a3c5a1956f06938977532388/0_384_5760_3456/500.jpg,world
08-02-2021,"Ebola virus kills woman in Democratic Republic of Congo, health ministry says","Case near city of Butembo comes nearly three months after the end of an outbreak in the western province of Équateur, which killed 55",https://www.theguardian.com/world/2021/feb/08/ebola-virus-kills-woman-in-democratic-republic-of-congo-health-ministry-says,https://media.guim.co.uk/7c4d8215d103f11e8a160addddb5ee4a5d196413/0_120_3600_2160/500.jpg,world
09-02-2021,"Keep £20 a week universal credit Covid top-up, MPs urge","Failure to extend support for at least a year would increase poverty to 1980s level, cross-party group says",https://www.theguardian.com/world/2021/feb/09/keep-universal-credit-covid-top-up-mps-urge,https://media.guim.co.uk/99a27fe163ced41e22ae08fccb18e6790539b626/0_596_5126_3076/500.jpg,world
10-02-2021,Elton John and Michael Caine star in video to promote Covid vaccination,The NHS England video aims to encourage all people in high priority groups to book an appointment ,https://www.theguardian.com/world/2021/feb/10/elton-john-and-michael-caine-star-in-video-to-promote-covid-vaccination,https://media.guim.co.uk/e5412ed672d6a15bf3a93f3a90e3c66daf96792d/0_0_2363_1418/500.jpg,world
11-02-2021,Israel to open leisure facilities to vaccinated – as it happened,WHO recommends AstraZeneca jab ‘even if variants present’; Israel to open hotels and gyms to those who have had vaccine or recovered from virus. This blow is now closed ,https://www.theguardian.com/world/live/2021/feb/10/coronavirus-live-news-annual-vaccine-may-be-needed-says-jj-chief-spain-tops-3m-cases,https://media.guim.co.uk/0b4f32a533a18b5a04dd90962b7f48c769c39030/0_60_3072_1843/500.jpg,world
12-02-2021,"New Zealand Covid vaccines to arrive one month early, border staff to be inoculated next week",Jacinda Ardern says vaccination of the wider population will begin in the second half of the year,https://www.theguardian.com/world/2021/feb/12/new-zealand-covid-vaccines-to-arrive-one-month-early-border-staff-to-be-inoculated-next-week,https://media.guim.co.uk/2859ff8ab79466f0fc69ea2cb2aa2a1e73d809b6/0_34_4428_2656/500.jpg,world
13-02-2021,"All hypotheses on Covid-19 origins still being investigated, says WHO boss ",Comments from Tedros Adhanom Ghebreyesus came after another WHO expert said laboratory theory was ‘extremely unlikely’,https://www.theguardian.com/world/2021/feb/13/all-hypotheses-on-covid-19-origins-still-being-investigated-says-who-boss,https://media.guim.co.uk/0315a02279645e79578b149a2f80103f729671d1/0_164_2464_1479/500.jpg,world
14-02-2021,Nelson urged mistress to give their baby girl 'new' smallpox vaccine,"Naval hero praises Jenner’s cowpox jab in a newly found love letter to Emma Hamilton, written as he prepared for war",https://www.theguardian.com/world/2021/feb/14/nelson-urged-mistress-to-give-their-baby-girl-new-smallpox-vaccine,https://media.guim.co.uk/d8baee1b8d7a65680eed0d2cda025d9e17c57bde/0_205_1909_1145/500.jpg,world
15-02-2021,MPs urge government to spell out economic and health impacts of easing lockdown,Treasury select committee says doing so would help businesses and public understand pros and cons,https://www.theguardian.com/world/2021/feb/15/mps-urge-government-to-spell-out-economic-and-health-impacts-of-easing-lockdown,https://media.guim.co.uk/bbaba38c5135afa1a7aa0740b903413f5feb2360/0_0_3500_2100/500.jpg,world
16-02-2021,British soldiers sacked for being gay can get their medals back ,Campaigners say veterans should also get compensation for injustice they suffered and pensions restored ,https://www.theguardian.com/world/2021/feb/16/british-soldiers-sacked-for-being-gay-can-get-their-medals-back,https://media.guim.co.uk/bf0edb44222101c5afd4f2ceaefff6c80413c059/0_237_2565_1539/500.jpg,world
17-02-2021,Auckland lockdown to end despite three new cases of Covid-19 ,Jacinda Ardern said she does not believe community transmission is widespread ,https://www.theguardian.com/world/2021/feb/17/new-zealand-reports-two-new-cases-of-covid-19-community-transmission,https://media.guim.co.uk/31a2758a2b90acb2314de267ffd38c6b6a932450/0_85_3000_1800/500.jpg,world
18-02-2021,Covid infections in England fall by two-thirds but most widespread among young,Experts urge care over opening schools as children aged 5-12 now in one of most common groups for virus,https://www.theguardian.com/world/2021/feb/18/covid-infections-in-england-fall-by-two-thirds-but-spreading-fastest-among-young,https://media.guim.co.uk/8a7710bf87b578811f345c622f22c5de520a4d3b/0_323_5074_3045/500.jpg,world
19-02-2021,European countries seeing public resistance to AstraZeneca vaccine – as it happened,This blog is now closed. We’ve launched a new blog at the link below: ,https://www.theguardian.com/world/live/2021/feb/18/coronavirus-live-news-un-says-130-countries-have-not-received-a-single-vaccine-dose,https://media.guim.co.uk/cb7015cac459e3cb940d7a2d6f065eddf7eefa3f/0_84_3500_2101/500.jpg,world
20-02-2021,Coronavirus: Ireland reports three cases of Brazilian variant; Italian police investigate fake vaccines — as it happened ,Study shows 12-week gap between doses is more effective than six-week gap; Israeli scientists find transmission greatly reduced after Pfizer jabs,https://www.theguardian.com/world/live/2021/feb/19/coronavirus-live-news-global-weekly-cases-lowest-since-october-biden-to-pledge-4bn-to-covax-scheme,https://media.guim.co.uk/aeb870995d05258ffb1a596ac7d0b467d2bb5456/0_16_6000_3601/500.jpg,world
21-02-2021,"Coronavirus: UK should donate vaccines to poorer nations now, says new WTO chief; French cities facing tougher lockdowns",Boris Johnson makes pledge ahead of ‘roadmap’ announcement on Monday; Micheál Martin rules out reopening hospitality sector soon,https://www.theguardian.com/world/live/2021/feb/20/coronavirus-two-die-amid-lockdown-protests-in-gabon-italian-police-investigate-fake-covid-vaccines,https://media.guim.co.uk/a806a0ee5ec05cac45ff243ca1fa75fa02ec3d27/0_192_5760_3456/500.jpg,world
22-02-2021,Jacinda Ardern pays tribute as Christchurch commemorates earthquake victims,"A minute’s silence was observed at 12.51pm, exactly 10 years after the quake struck the New Zealand city",https://www.theguardian.com/world/2021/feb/22/christchurch-earthquake-anniversary-jacinda-ardern-pay-tribute-new-zealand-earthquake-victims,https://media.guim.co.uk/34a50236590d7b62f48a7e9927d187fa3733d215/0_546_8192_4918/500.jpg,world
23-02-2021,France Six Nations match may be postponed as hospitalisations rise – as it happened,This blog is now closed. We’ve launched a new blog at the link below: ,https://www.theguardian.com/world/live/2021/feb/22/coronavirus-live-news-us-death-toll-nears-500000-uk-roadmap-out-of-lockdown-revealed,https://media.guim.co.uk/cd665a8638f69ef503f4db90c3fba0b4cdfb9464/0_0_2748_1649/500.jpg,world
24-02-2021,Auckland high school closes again after third student tests positive for Covid,"Papatoetoe, one of New Zealand’s biggest high schools, closes its gates again after three locally transmitted cases",https://www.theguardian.com/world/2021/feb/24/auckland-high-school-closes-again-after-third-student-tests-positive-for-covid,https://media.guim.co.uk/03b145bd8723318f47518634cf7dacde1e51818d/0_0_3000_1801/500.jpg,world
25-02-2021,Sailor survives for 14 hours in Pacific Ocean by clinging to abandoned buoy,"Vidam Perevertilov, a supply ship engineer, fell overboard between New Zealand and the isolated British territory of Pitcairn",https://www.theguardian.com/world/2021/feb/25/sailor-survives-for-14-hours-in-pacific-ocean-by-clinging-to-abandoned-buoy,https://media.guim.co.uk/db7d7acc82873f78c08fc91375b45179e08140a2/31_0_1328_797/500.jpg,world
26-02-2021,"Sir Michael Somare, Papua New Guinea's 'Father of the Nation', dies aged 84",PNG’s Grand Chief led the country to independence in 1975 and served four terms as prime minister,https://www.theguardian.com/world/2021/feb/26/sir-michael-somare-papua-new-guineas-father-of-the-nation-dies-aged-84,https://media.guim.co.uk/a783d430d0dd6c6f24b18319d21a5255150dba6b/0_34_3656_2194/500.jpg,world
27-02-2021,Greece extends lockdowns; Johnson & Johnson jab 'to get EU approval' – as it happened,Greece announced tighter measures as pandemic showed no signs of waning in the country; EMA expected to approve vaccine on 11 March,https://www.theguardian.com/world/live/2021/feb/26/coronavirus-live-news-france-may-impose-regional-lockdowns-south-korea-starts-vaccinations,https://media.guim.co.uk/a6d7d6c868f7ea31f7faf7826d1a0b8ea20bd1f7/0_152_3500_2101/500.jpg,world
28-02-2021,"UK cases at five-month low; Brazil sees fifth day of more than 1,300 deaths – as it happened","Italy announces further restrictions; UK records 290 deaths and 7,434 cases - follow all the day’s news as it happens",https://www.theguardian.com/world/live/2021/feb/27/coronavirus-live-news-uk-will-face-enormous-strains-says-chancellor-new-zealand-pm-says-auckland-to-go-into-lockdown-for-seven-days,https://media.guim.co.uk/fc9e470cd8121598f0be5879cc8989a5dfca6881/0_155_3500_2101/500.jpg,world
01-03-2021,Supporters of detained Saudi princess call for UK to help secure release,<strong>Exclusive: </strong>letters to Dominic Raab and Lady Scotland say Princess Basmah requires urgent medical treatment,https://www.theguardian.com/world/2021/mar/01/supporters-of-detained-saudi-princess-call-for-uk-to-help-secure-release,https://media.guim.co.uk/4547f429354369aa03e7a671a9d0a7d008321817/5_264_4026_2416/500.jpg,world
02-03-2021,"Coronavirus crisis unlikely to be over by the end of the year, WHO warns",Dr Michael Ryan says Covid-19 is ‘very much in control’ as global infections rise for first time in almost two months,https://www.theguardian.com/world/2021/mar/02/coronavirus-crisis-unlikely-to-be-over-by-the-end-of-the-year-who-warns,https://media.guim.co.uk/6c9b892ff017863e1f1fbaf1ef58afb44650453f/0_49_2342_1405/500.jpg,world
03-03-2021,Girls doing more housework in Covid lockdown than boys,"Young women are becoming trapped in traditional roles at home and neglecting education, finds charity",https://www.theguardian.com/world/2021/mar/03/girls-doing-more-housework-in-covid-lockdown-than-boys,https://media.guim.co.uk/e6498eaa1dc89e9a2fb133e9b24c4608c209a68f/0_56_5308_3185/500.jpg,world
04-03-2021,England's Covid rate decline slowing with possible increase in some areas - study,Matt Hancock urges public to follow rules as Imperial College London data shows the decline in infection has slowed,https://www.theguardian.com/world/2021/mar/04/decline-in-uk-covid-rates-slowing-with-possible-increase-in-some-areas-study,https://media.guim.co.uk/029eaaaba3ccaab761c0eb5690dc44125eb472de/0_173_4755_2853/500.jpg,world
05-03-2021,Cyprus to allow fully vaccinated British tourists – as it happened,This blog is now closed. We’ve launched a new blog at the link below: ,https://www.theguardian.com/world/live/2021/mar/04/coronavirus-live-news-covid-death-rates-10-times-higher-in-countries-where-most-adults-overweight,https://media.guim.co.uk/5141bd1fc03f19cfc8002e7e54d88aee010987fc/0_16_3500_2100/500.jpg,world
06-03-2021,Coronavirus live: Italy toughens curbs in more regions as cases increase; WHO warns against hastily easing measures – as it happened,Italy warns of rapid spread of new cases; WHO chief warns of third and fourth surges if curbs eased too fast,https://www.theguardian.com/world/live/2021/mar/05/coronavirus-live-news-who-wuhan-mission-uk-investigating-new-covid-variant,https://media.guim.co.uk/d61cf1edbea5ca0563b46feddf2f8f831fd75190/0_131_3072_1843/500.jpg,world
07-03-2021,Mexico reports 779 more deaths; contradictory death figures in Russia – as it happened,Contradictory death figures in Russia; WHO warns against relaxing guard due to vaccines,https://www.theguardian.com/world/live/2021/mar/06/free-rapid-covid-tests-available-for-all-businesses-in-england-tibetan-leader-dalai-lama-gets-vaccine-shot,https://media.guim.co.uk/becdffe8ffeeff963dac907f0a8cfa78870c50c4/0_335_5305_3182/500.jpg,world
08-03-2021,"Face masks safe to use during intense exercise, research suggests",‘Limited’ cardiology research also shows mask wearing likely to reduce spread of coronavirus in indoor gyms,https://www.theguardian.com/world/2021/mar/08/face-masks-safe-intense-exercise-gyms-study-covid,https://media.guim.co.uk/081913b301f499411c2160bdc66b931c535f3db5/241_98_4261_2557/500.jpg,world
09-03-2021,NHS Nightingale hospitals to close from next month,The seven temporary sites were built during first wave of Covid-19 but treated few patients ,https://www.theguardian.com/world/2021/mar/09/nhs-nightingale-hospitals-to-close-from-next-month,https://media.guim.co.uk/3a8d337ea30b1fc6a208f29e8040f0a578b91999/0_427_4467_2682/500.jpg,world
10-03-2021,"Greece to allow tourists with vaccines, antibodies or negative tests – as it happened",This blog is now closed. We’ve launched a new blog at the link below: <br>,https://www.theguardian.com/world/live/2021/mar/09/coronavirus-live-news-pfizer-vaccine-works-on-brazil-variant-us-airlines-ask-biden-to-back-covid-travel-guidelines,https://media.guim.co.uk/478c94a30a15e50ad64c18fba527efb4ff47ed85/0_112_3500_2100/500.jpg,world
11-03-2021,Three stories of hope: 10 years on from Japan's triple disaster,Much has changed along the hundreds of miles of devastated coastline and the recovery is gathering pace,https://www.theguardian.com/world/2021/mar/11/three-stories-of-hope-10-years-on-from-japans-triple-disaster,https://media.guim.co.uk/bdc8da1520c8cb9fc96dc0e015fa8d843b664a81/654_326_3027_1816/500.jpg,world
12-03-2021,New Zealand: Jacinda Ardern criticised over timing of Auckland Covid alert change,Critics say downgrade decision should have been announced earlier to let bars and restaurants get ready as PM’s partner weighs in,https://www.theguardian.com/world/2021/mar/12/new-zealand-jacinda-ardern-criticised-over-timing-of-auckland-covid-alert-change,https://media.guim.co.uk/312b4a758d9e599cdd70a75675bfa32d9106e78d/0_235_4139_2484/500.jpg,world
13-03-2021,Day of reflection to be held a year after UK's Covid lockdown began,A minute’s silence will be observed at noon on 23 March to remember the thousands who have died ,https://www.theguardian.com/world/2021/mar/13/covid-day-of-reflection-year-after-uk-lockdown-began,https://media.guim.co.uk/b7bffee0af55b9b79fb262bcfc1429b0ce545030/0_24_4928_2957/500.jpg,world
14-03-2021,US administers first vaccine dose to more than 100m – as it happened,Follow all the day’s coronavirus news from around the world and the UK,https://www.theguardian.com/world/live/2021/mar/13/coronavirus-live-news-uk-businesses-sign-up-for-rapid-testing-scheme-surge-in-philippines-infections,https://media.guim.co.uk/644ab15b2a7e10141a2b4cd9657ee99a75fe5b24/0_77_4015_2409/500.jpg,world
15-03-2021,Coronavirus: report scathing on UK government's handling of data , Committee says government’s lack of sufficient explanation has placed needless strain on public confidence ,https://www.theguardian.com/world/2021/mar/15/mp-report-scathing-on-uk-goverment-handling-and-sharing-of-covid-data,https://media.guim.co.uk/24f890d938aab1ff919d4ff103bfe8c9c8e51253/0_59_8192_4918/500.jpg,world
